"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","UK Health Security Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Health Security Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Geography","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wilton Park","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wilton Park","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Other","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Other","Male","35","[c]","26120","23480"
"Leaver CS","2022","65+","Defence Equipment and Support","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Science and Engineering","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","40","[c]","26630","27570"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","640","[c]","25230","26120"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","285","[c]","25190","25110"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Female","60","[c]","24450","21260"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Male","35","[c]","23210","21260"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
