"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","690","[c]","22100","21260"
"Leaver Dept.","2022","Unknown","EO","EO","610","[c]","27880","27570"
"Leaver Dept.","2022","Unknown","G6/G7","G6","295","[c]","66590","65440"
"Leaver Dept.","2022","Unknown","G6/G7","G7","675","[c]","55070","54700"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","155","[c]","86600","77720"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","1365","[c]","32700","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","420","[c]","41020","40600"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","185","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","AA","10","[c]","19720","18760"
"New entrant CS","2022","Commercial","AA/AO","AO","55","[c]","21000","21260"
"New entrant CS","2022","Commercial","EO","EO","245","[c]","25500","26130"
"New entrant CS","2022","Commercial","G6/G7","G6","10","[c]","62500","62400"
"New entrant CS","2022","Commercial","G6/G7","G7","50","[c]","52430","53360"
"New entrant CS","2022","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","HEO","210","[c]","31570","31370"
"New entrant CS","2022","Commercial","SEO/HEO","SEO","200","[c]","39430","40000"
"New entrant CS","2022","Commercial","Unknown","Unknown","25","[c]","34110","31500"
"New entrant CS","2022","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","AO","55","[c]","22120","21410"
"New entrant CS","2022","Communications","EO","EO","140","[c]","27110","27270"
"New entrant CS","2022","Communications","G6/G7","G6","20","[c]","65550","66230"
"New entrant CS","2022","Communications","G6/G7","G7","65","[c]","54340","53360"
"New entrant CS","2022","Communications","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","HEO","210","[c]","33610","33000"
"New entrant CS","2022","Communications","SEO/HEO","SEO","100","[c]","40410","40070"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","AO","290","[c]","22670","21260"
"New entrant CS","2022","Counter Fraud","EO","EO","360","[c]","27850","27570"
"New entrant CS","2022","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","HEO","30","[c]","33360","32860"
"New entrant CS","2022","Counter Fraud","SEO/HEO","SEO","10","[c]","37260","37350"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","AA","70","[c]","18560","17900"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","AO","145","[c]","21330","21250"
"New entrant CS","2022","Digital, Data and Technology","EO","EO","575","[c]","26660","26590"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","G6","90","[c]","67770","66160"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","G7","575","[c]","54450","53430"
"New entrant CS","2022","Digital, Data and Technology","SCS level","SCS level","20","[c]","102020","95110"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","HEO","705","[c]","32730","33000"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","SEO","610","[c]","40120","40000"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","AO","75","[c]","21450","21250"
"New entrant CS","2022","Economics","EO","EO","70","[c]","26960","26750"
"New entrant CS","2022","Economics","G6/G7","G6","10","[c]","75120","69840"
"New entrant CS","2022","Economics","G6/G7","G7","30","[c]","54620","53360"
"New entrant CS","2022","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","HEO","185","[c]","32940","32390"
"New entrant CS","2022","Economics","SEO/HEO","SEO","25","[c]","41550","39890"
"New entrant CS","2022","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","AO","125","[c]","21190","21250"
"New entrant CS","2022","Finance","EO","EO","350","[c]","25160","25120"
"New entrant CS","2022","Finance","G6/G7","G6","35","[c]","66160","65470"
"New entrant CS","2022","Finance","G6/G7","G7","135","[c]","53770","53500"
"New entrant CS","2022","Finance","SCS level","SCS level","20","[c]","84090","78530"
"New entrant CS","2022","Finance","SEO/HEO","HEO","260","[c]","32360","32790"
"New entrant CS","2022","Finance","SEO/HEO","SEO","280","[c]","40230","40180"
"New entrant CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","AA/AO","AO","55","[c]","20440","20420"
"New entrant CS","2022","Geography","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SEO/HEO","HEO","25","[c]","33130","33000"
"New entrant CS","2022","Geography","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","AA","25","[c]","19140","19560"
"New entrant CS","2022","Human Resources","AA/AO","AO","215","[c]","21760","21170"
"New entrant CS","2022","Human Resources","EO","EO","315","[c]","25930","26350"
"New entrant CS","2022","Human Resources","G6/G7","G6","35","[c]","65400","65130"
"New entrant CS","2022","Human Resources","G6/G7","G7","120","[c]","53220","53100"
"New entrant CS","2022","Human Resources","SCS level","SCS level","20","[c]","86470","76530"
"New entrant CS","2022","Human Resources","SEO/HEO","HEO","280","[c]","32040","31990"
"New entrant CS","2022","Human Resources","SEO/HEO","SEO","130","[c]","40130","40000"
"New entrant CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","G7","70","[c]","72490","70500"
"New entrant CS","2022","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SEO/HEO","SEO","90","[c]","47320","46360"
"New entrant CS","2022","Intelligence Analysis","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","EO","130","[c]","27340","26590"
"New entrant CS","2022","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","HEO","65","[c]","32430","33080"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","SEO","10","[c]","40010","39300"
"New entrant CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","HEO","10","[c]","33720","33420"
"New entrant CS","2022","Internal Audit","SEO/HEO","SEO","25","[c]","43020","43160"
"New entrant CS","2022","International Trade","EO","EO","60","[c]","25480","26250"
"New entrant CS","2022","International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6/G7","G7","25","[c]","51170","51710"
"New entrant CS","2022","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO/HEO","HEO","75","[c]","31490","31800"
"New entrant CS","2022","International Trade","SEO/HEO","SEO","30","[c]","38820","38160"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","AO","35","[c]","21300","21070"
"New entrant CS","2022","Knowledge and Information Management","EO","EO","55","[c]","26170","26820"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","G7","15","[c]","53160","52280"
"New entrant CS","2022","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","HEO","65","[c]","31170","30730"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","SEO","30","[c]","39460","39100"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","AO","15","[c]","22190","22520"
"New entrant CS","2022","Legal","EO","EO","200","[c]","27800","27050"
"New entrant CS","2022","Legal","G6/G7","G6","30","[c]","68330","64080"
"New entrant CS","2022","Legal","G6/G7","G7","340","[c]","52350","50500"
"New entrant CS","2022","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","HEO","245","[c]","36590","37610"
"New entrant CS","2022","Legal","SEO/HEO","SEO","100","[c]","40610","41750"
"New entrant CS","2022","Medicine","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","AO","50","[c]","22790","21830"
"New entrant CS","2022","Medicine","EO","EO","40","[c]","30690","31530"
"New entrant CS","2022","Medicine","G6/G7","G6","55","[c]","75300","78190"
"New entrant CS","2022","Medicine","G6/G7","G7","35","[c]","60140","54280"
"New entrant CS","2022","Medicine","SCS level","SCS level","55","[c]","94550","88000"
"New entrant CS","2022","Medicine","SEO/HEO","HEO","80","[c]","35430","34170"
"New entrant CS","2022","Medicine","SEO/HEO","SEO","25","[c]","42600","42000"
"New entrant CS","2022","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","AA/AO","AA","2280","[c]","20500","20890"
"New entrant CS","2022","Operational Delivery","AA/AO","AO","15190","[c]","22370","21260"
"New entrant CS","2022","Operational Delivery","EO","EO","7860","[c]","27610","27570"
"New entrant CS","2022","Operational Delivery","G6/G7","G6","125","[c]","66820","65310"
"New entrant CS","2022","Operational Delivery","G6/G7","G7","380","[c]","52560","52440"
"New entrant CS","2022","Operational Delivery","SCS level","SCS level","70","[c]","98580","86720"
"New entrant CS","2022","Operational Delivery","SEO/HEO","HEO","1395","[c]","32520","32330"
"New entrant CS","2022","Operational Delivery","SEO/HEO","SEO","815","[c]","40460","40060"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","8705","[c]","28530","26310"
"New entrant CS","2022","Operational Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","EO","20","[c]","27900","28310"
"New entrant CS","2022","Operational Research","G6/G7","G7","10","[c]","50340","49140"
"New entrant CS","2022","Operational Research","SEO/HEO","HEO","70","[c]","30610","31000"
"New entrant CS","2022","Operational Research","SEO/HEO","SEO","15","[c]","39210","38200"
"New entrant CS","2022","Other","AA/AO","AA","190","[c]","19750","19810"
"New entrant CS","2022","Other","AA/AO","AO","925","[c]","21500","21260"
"New entrant CS","2022","Other","EO","EO","730","[c]","25440","26350"
"New entrant CS","2022","Other","G6/G7","G6","25","[c]","71170","69690"
"New entrant CS","2022","Other","G6/G7","G7","115","[c]","53700","53370"
"New entrant CS","2022","Other","SCS level","SCS level","15","[c]","108660","110000"
"New entrant CS","2022","Other","SEO/HEO","HEO","315","[c]","31760","32780"
"New entrant CS","2022","Other","SEO/HEO","SEO","165","[c]","39850","40000"
"New entrant CS","2022","Other","Unknown","Unknown","155","[c]","20840","16190"
"New entrant CS","2022","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","AO","15","[c]","23260","22960"
"New entrant CS","2022","Planning","EO","EO","15","[c]","26890","26820"
"New entrant CS","2022","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","G7","20","[c]","57370","61440"
"New entrant CS","2022","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","SEO","10","[c]","41580","41980"
"New entrant CS","2022","Planning Inspectors","G6/G7","G7","20","[c]","41440","41020"
"New entrant CS","2022","Policy","AA/AO","AA","20","[c]","17780","18200"
"New entrant CS","2022","Policy","AA/AO","AO","115","[c]","22040","21300"
"New entrant CS","2022","Policy","EO","EO","725","[c]","26580","26180"
"New entrant CS","2022","Policy","G6/G7","G6","115","[c]","64740","64180"
"New entrant CS","2022","Policy","G6/G7","G7","525","[c]","52320","52290"
"New entrant CS","2022","Policy","SCS level","SCS level","40","[c]","88940","75800"
"New entrant CS","2022","Policy","SEO/HEO","HEO","1595","[c]","32330","32560"
"New entrant CS","2022","Policy","SEO/HEO","SEO","765","[c]","39260","38750"
"New entrant CS","2022","Policy","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","AO","80","[c]","21850","21260"
"New entrant CS","2022","Project Delivery","EO","EO","235","[c]","25660","25120"
"New entrant CS","2022","Project Delivery","G6/G7","G6","40","[c]","66610","64400"
"New entrant CS","2022","Project Delivery","G6/G7","G7","170","[c]","53380","53500"
"New entrant CS","2022","Project Delivery","SCS level","SCS level","10","[c]","103310","89500"
"New entrant CS","2022","Project Delivery","SEO/HEO","HEO","355","[c]","32710","33000"
"New entrant CS","2022","Project Delivery","SEO/HEO","SEO","275","[c]","40170","40000"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","60","[c]","40190","38500"
"New entrant CS","2022","Property","AA/AO","AA","40","[c]","18740","19010"
"New entrant CS","2022","Property","AA/AO","AO","35","[c]","21550","21270"
"New entrant CS","2022","Property","EO","EO","240","[c]","25800","25000"
"New entrant CS","2022","Property","G6/G7","G6","40","[c]","63800","63500"
"New entrant CS","2022","Property","G6/G7","G7","90","[c]","52210","52080"
"New entrant CS","2022","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","HEO","195","[c]","31390","32560"
"New entrant CS","2022","Property","SEO/HEO","SEO","135","[c]","41060","40180"
"New entrant CS","2022","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","AO","30","[c]","20550","19780"
"New entrant CS","2022","Psychology","EO","EO","70","[c]","25100","24620"
"New entrant CS","2022","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","HEO","80","[c]","28030","27700"
"New entrant CS","2022","Psychology","SEO/HEO","SEO","10","[c]","40260","38150"
"New entrant CS","2022","Science and Engineering","AA/AO","AA","70","[c]","18220","17790"
"New entrant CS","2022","Science and Engineering","AA/AO","AO","180","[c]","21770","21430"
"New entrant CS","2022","Science and Engineering","EO","EO","360","[c]","25000","26370"
"New entrant CS","2022","Science and Engineering","G6/G7","G6","20","[c]","70140","70090"
"New entrant CS","2022","Science and Engineering","G6/G7","G7","120","[c]","52110","51310"
"New entrant CS","2022","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO/HEO","HEO","535","[c]","30440","30350"
"New entrant CS","2022","Science and Engineering","SEO/HEO","SEO","305","[c]","41330","40070"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","100","[c]","34840","31750"
"New entrant CS","2022","Security","AA/AO","AA","220","[c]","23350","24720"
"New entrant CS","2022","Security","AA/AO","AO","255","[c]","26600","24470"
"New entrant CS","2022","Security","EO","EO","50","[c]","31270","27320"
"New entrant CS","2022","Security","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6/G7","G7","10","[c]","52510","50030"
"New entrant CS","2022","Security","SEO/HEO","HEO","60","[c]","32820","31990"
"New entrant CS","2022","Security","SEO/HEO","SEO","50","[c]","40240","40000"
"New entrant CS","2022","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA/AO","AO","10","[c]","23150","22310"
"New entrant CS","2022","Social Research","EO","EO","40","[c]","31470","33650"
"New entrant CS","2022","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6/G7","G7","10","[c]","52710","52730"
"New entrant CS","2022","Social Research","SEO/HEO","HEO","175","[c]","31820","30710"
"New entrant CS","2022","Social Research","SEO/HEO","SEO","60","[c]","40080","39580"
"New entrant CS","2022","Statistics","AA/AO","AA","40","[c]","21900","22460"
"New entrant CS","2022","Statistics","AA/AO","AO","25","[c]","22100","21300"
"New entrant CS","2022","Statistics","EO","EO","95","[c]","27120","27480"
"New entrant CS","2022","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6/G7","G7","20","[c]","51830","50320"
"New entrant CS","2022","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO/HEO","HEO","150","[c]","32760","31990"
"New entrant CS","2022","Statistics","SEO/HEO","SEO","40","[c]","39210","38860"
"New entrant CS","2022","Tax","AA/AO","AO","750","[c]","21250","21250"
"New entrant CS","2022","Tax","EO","EO","1080","[c]","26980","26590"
"New entrant CS","2022","Tax","G6/G7","G7","20","[c]","52640","52080"
"New entrant CS","2022","Tax","SEO/HEO","HEO","690","[c]","33820","33080"
"New entrant CS","2022","Tax","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","AA","750","[c]","21310","21050"
"New entrant CS","2022","Unknown","AA/AO","AO","1645","[c]","22200","21260"
"New entrant CS","2022","Unknown","EO","EO","2130","[c]","27290","27230"
"New entrant CS","2022","Unknown","G6/G7","G6","190","[c]","70700","65440"
"New entrant CS","2022","Unknown","G6/G7","G7","675","[c]","56260","54700"
"New entrant CS","2022","Unknown","SCS level","SCS level","85","[c]","100610","89000"
"New entrant CS","2022","Unknown","SEO/HEO","HEO","1740","[c]","31030","31540"
"New entrant CS","2022","Unknown","SEO/HEO","SEO","695","[c]","40530","39660"
"New entrant CS","2022","Unknown","Unknown","Unknown","160","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","SEO/HEO","SEO","30","[c]","36680","35900"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
