"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Declared non-disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","AA/AO","190","[c]","22260","21260"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","EO","115","[c]","28570","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","G6/G7","70","[c]","62870","60330"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","SEO/HEO","105","[c]","39840","39660"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Operational Delivery","AA/AO","65","[c]","22290","21260"
"Leaver CS","2022","40-49","Undeclared","Operational Delivery","EO","45","[c]","27610","27570"
"Leaver CS","2022","40-49","Undeclared","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Communications","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Digital, Data and Technology","SEO/HEO","40","[c]","38440","37810"
"Leaver CS","2022","40-49","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Knowledge and Information Management","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Knowledge and Information Management","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Legal","G6/G7","30","[c]","57080","55000"
"Leaver CS","2022","40-49","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","AA/AO","260","[c]","21940","21660"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","EO","120","[c]","27800","27570"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","G6/G7","65","[c]","57510","54850"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","SEO/HEO","90","[c]","37050","36800"
"Leaver CS","2022","40-49","Unknown","Operational Delivery","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Other","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Policy","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Policy","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Science and Engineering","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","AA/AO","175","[c]","21900","21260"
"Leaver CS","2022","40-49","Unknown","Unknown","EO","95","[c]","28280","27570"
"Leaver CS","2022","40-49","Unknown","Unknown","G6/G7","65","[c]","67030","64750"
"Leaver CS","2022","40-49","Unknown","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","AA/AO","205","[c]","21390","21260"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","EO","195","[c]","28080","27570"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","SEO/HEO","70","[c]","36320","35160"
"Leaver CS","2022","50-59","Declared disabled","Operational Delivery","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Other","AA/AO","40","[c]","21370","21170"
"Leaver CS","2022","50-59","Declared disabled","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
