"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Declared non-disabled","Commercial","35","[c]","53870","43880"
"Leaver CS","2022","60-64","Declared non-disabled","Communications","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Counter Fraud","85","[c]","30500","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Debt","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Digital, Data & Technology","100","[c]","43200","40520"
"Leaver CS","2022","60-64","Declared non-disabled","Finance","65","[c]","43000","43120"
"Leaver CS","2022","60-64","Declared non-disabled","Grants Management","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Human Resources","60","[c]","40020","35990"
"Leaver CS","2022","60-64","Declared non-disabled","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","80","[c]","49100","55610"
"Leaver CS","2022","60-64","Declared non-disabled","No function","1840","[c]","33590","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","150","[c]","46010","40730"
"Leaver CS","2022","60-64","Declared non-disabled","Property","70","[c]","40170","34290"
"Leaver CS","2022","60-64","Declared non-disabled","Security","100","[c]","37600","39070"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","1320","[c]","35920","29370"
"Leaver CS","2022","60-64","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","No function","225","[c]","32010","27570"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","130","[c]","31020","27470"
"Leaver CS","2022","60-64","Unknown","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","No function","395","[c]","37330","32060"
"Leaver CS","2022","60-64","Unknown","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","440","[c]","39940","34630"
"Leaver CS","2022","65+","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Counter Fraud","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Debt","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","No function","430","[c]","26420","24980"
"Leaver CS","2022","65+","Declared disabled","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Unknown","210","[c]","28080","25630"
"Leaver CS","2022","65+","Declared non-disabled","Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Counter Fraud","70","[c]","27570","27570"
"Leaver CS","2022","65+","Declared non-disabled","Debt","45","[c]","22910","21260"
"Leaver CS","2022","65+","Declared non-disabled","Digital, Data & Technology","65","[c]","39170","33840"
"Leaver CS","2022","65+","Declared non-disabled","Finance","35","[c]","30710","25580"
"Leaver CS","2022","65+","Declared non-disabled","Grants Management","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Human Resources","35","[c]","30820","28950"
"Leaver CS","2022","65+","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Legal","45","[c]","43590","30110"
"Leaver CS","2022","65+","Declared non-disabled","No function","1605","[c]","28720","26120"
"Leaver CS","2022","65+","Declared non-disabled","Project Delivery","95","[c]","37110","34290"
"Leaver CS","2022","65+","Declared non-disabled","Property","65","[c]","35720","33300"
"Leaver CS","2022","65+","Declared non-disabled","Security","70","[c]","28790","25790"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","930","[c]","31130","27360"
"Leaver CS","2022","65+","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Debt","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","No function","200","[c]","27900","21840"
"Leaver CS","2022","65+","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","85","[c]","29090","26790"
"Leaver CS","2022","65+","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","No function","275","[c]","34690","28050"
"Leaver CS","2022","65+","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","265","[c]","36970","30400"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","No function","340","[c]","29500","27680"
"Leaver Dept.","2022","20-29","Declared disabled","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","60","[c]","30330","28660"
"Leaver Dept.","2022","20-29","Declared non-disabled","Analysis","135","[c]","35850","34430"
"Leaver Dept.","2022","20-29","Declared non-disabled","Commercial","40","[c]","31800","29520"
"Leaver Dept.","2022","20-29","Declared non-disabled","Communications","65","[c]","33460","33500"
"Leaver Dept.","2022","20-29","Declared non-disabled","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Digital, Data & Technology","95","[c]","33810","33740"
"Leaver Dept.","2022","20-29","Declared non-disabled","Finance","60","[c]","33240","31800"
"Leaver Dept.","2022","20-29","Declared non-disabled","Grants Management","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Human Resources","145","[c]","30470","28000"
"Leaver Dept.","2022","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Legal","35","[c]","27550","26950"
"Leaver Dept.","2022","20-29","Declared non-disabled","No function","2810","[c]","30150","27570"
"Leaver Dept.","2022","20-29","Declared non-disabled","Project Delivery","130","[c]","29010","27540"
"Leaver Dept.","2022","20-29","Declared non-disabled","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Security","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","670","[c]","30520","27570"
"Leaver Dept.","2022","20-29","Undeclared","Analysis","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","No function","160","[c]","29780","27910"
"Leaver Dept.","2022","20-29","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Analysis","75","[c]","34470","32450"
"Leaver Dept.","2022","20-29","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Debt","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data & Technology","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Finance","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Human Resources","60","[c]","28240","28000"
"Leaver Dept.","2022","20-29","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","No function","1260","[c]","31700","32000"
"Leaver Dept.","2022","20-29","Unknown","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","450","[c]","31510","29070"
"Leaver Dept.","2022","30-39","Declared disabled","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","No function","330","[c]","35730","31990"
"Leaver Dept.","2022","30-39","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","90","[c]","35070","31060"
"Leaver Dept.","2022","30-39","Declared non-disabled","Analysis","80","[c]","47280","45540"
"Leaver Dept.","2022","30-39","Declared non-disabled","Commercial","60","[c]","39120","37400"
"Leaver Dept.","2022","30-39","Declared non-disabled","Communications","95","[c]","42260","37290"
"Leaver Dept.","2022","30-39","Declared non-disabled","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Digital, Data & Technology","140","[c]","40670","37600"
"Leaver Dept.","2022","30-39","Declared non-disabled","Finance","90","[c]","42610","39960"
"Leaver Dept.","2022","30-39","Declared non-disabled","Grants Management","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Human Resources","140","[c]","37400","32330"
"Leaver Dept.","2022","30-39","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Legal","45","[c]","47080","51250"
"Leaver Dept.","2022","30-39","Declared non-disabled","No function","2715","[c]","37550","33210"
"Leaver Dept.","2022","30-39","Declared non-disabled","Project Delivery","120","[c]","40640","38600"
"Leaver Dept.","2022","30-39","Declared non-disabled","Property","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Security","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","790","[c]","36190","30830"
"Leaver Dept.","2022","30-39","Undeclared","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","No function","175","[c]","36410","32340"
"Leaver Dept.","2022","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Analysis","65","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Communications","60","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Digital, Data & Technology","75","[c]","37350","36250"
"Leaver Dept.","2022","30-39","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Human Resources","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","No function","865","[c]","39180","34540"
"Leaver Dept.","2022","30-39","Unknown","Project Delivery","30","[c]","43830","41750"
"Leaver Dept.","2022","30-39","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Security","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","315","[c]","34770","30820"
"Leaver Dept.","2022","40-49","Declared disabled","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","No function","250","[c]","37150","31990"
"Leaver Dept.","2022","40-49","Declared disabled","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","65","[c]","37700","30560"
"Leaver Dept.","2022","40-49","Declared non-disabled","Analysis","40","[c]","56160","53130"
"Leaver Dept.","2022","40-49","Declared non-disabled","Commercial","45","[c]","48970","49520"
"Leaver Dept.","2022","40-49","Declared non-disabled","Communications","60","[c]","47860","40640"
"Leaver Dept.","2022","40-49","Declared non-disabled","Counter Fraud","35","[c]","32140","27570"
"Leaver Dept.","2022","40-49","Declared non-disabled","Debt","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Digital, Data & Technology","135","[c]","48480","45580"
"Leaver Dept.","2022","40-49","Declared non-disabled","Finance","95","[c]","45180","40470"
"Leaver Dept.","2022","40-49","Declared non-disabled","Grants Management","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Human Resources","110","[c]","40330","36330"
"Leaver Dept.","2022","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Legal","30","[c]","50720","51540"
"Leaver Dept.","2022","40-49","Declared non-disabled","No function","1970","[c]","42370","36410"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","125","[c]","46410","42150"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","35","[c]","41530","39040"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","500","[c]","41120","33300"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","105","[c]","37380","31830"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","70","[c]","49540","48000"
"Leaver Dept.","2022","40-49","Unknown","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","820","[c]","46750","41820"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","180","[c]","42850","34600"
"Leaver Dept.","2022","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","No function","215","[c]","36450","30320"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","50","[c]","39430","31020"
"Leaver Dept.","2022","50-59","Declared non-disabled","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","50","[c]","49040","43490"
