"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AO","15","[c]","24130","24900"
"Leaver CS","2022","Statistics","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","HEO","10","[c]","36110","36850"
"Leaver CS","2022","Statistics","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AO","10","[c]","20130","19610"
"Leaver CS","2022","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","HEO","20","[c]","31470","31990"
"Leaver CS","2022","Statistics","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","HEO","10","[c]","34770","35090"
"Leaver CS","2022","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","205","[c]","22500","24490"
"Leaver CS","2022","Unknown","London","EO","310","[c]","28890","30630"
"Leaver CS","2022","Unknown","London","G6","130","[c]","70790","66580"
"Leaver CS","2022","Unknown","London","G7","285","[c]","57790","55260"
"Leaver CS","2022","Unknown","London","HEO","295","[c]","33740","34710"
"Leaver CS","2022","Unknown","London","SCS level","110","[c]","99090","93000"
"Leaver CS","2022","Unknown","London","SEO","180","[c]","42460","42470"
"Leaver CS","2022","Unknown","London","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA","280","[c]","22480","22140"
"Leaver CS","2022","Unknown","Outside London","AO","3185","[c]","22040","21260"
"Leaver CS","2022","Unknown","Outside London","EO","1455","[c]","27870","27570"
"Leaver CS","2022","Unknown","Outside London","G6","165","[c]","75090","75340"
"Leaver CS","2022","Unknown","Outside London","G7","255","[c]","58500","57300"
"Leaver CS","2022","Unknown","Outside London","HEO","705","[c]","34040","34290"
"Leaver CS","2022","Unknown","Outside London","SCS level","50","[c]","101820","89030"
"Leaver CS","2022","Unknown","Outside London","SEO","410","[c]","43140","43000"
"Leaver CS","2022","Unknown","Outside London","Unknown","205","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","30","[c]","22240","21260"
"Leaver CS","2022","Unknown","Unknown","EO","25","[c]","28090","27500"
"Leaver CS","2022","Unknown","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","30","[c]","61060","59190"
"Leaver CS","2022","Unknown","Unknown","HEO","25","[c]","32880","33300"
"Leaver CS","2022","Unknown","Unknown","SCS level","10","[c]","101300","90450"
"Leaver CS","2022","Unknown","Unknown","SEO","10","[c]","41960","40630"
"Leaver CS","2022","Unknown","Unknown","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outside London","SEO","25","[c]","42350","38210"
"Leaver Dept.","2022","Commercial","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","G6","15","[c]","68720","67370"
"Leaver Dept.","2022","Commercial","London","G7","30","[c]","55480","54230"
"Leaver Dept.","2022","Commercial","London","HEO","15","[c]","34490","34850"
"Leaver Dept.","2022","Commercial","London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SEO","55","[c]","42640","41950"
"Leaver Dept.","2022","Commercial","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","EO","35","[c]","25780","26240"
"Leaver Dept.","2022","Commercial","Outside London","G6","15","[c]","67200","68480"
"Leaver Dept.","2022","Commercial","Outside London","G7","45","[c]","50750","51280"
"Leaver Dept.","2022","Commercial","Outside London","HEO","100","[c]","30420","30210"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO","95","[c]","39380","39360"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","45","[c]","29650","28580"
"Leaver Dept.","2022","Communications","London","G6","30","[c]","70580","71080"
"Leaver Dept.","2022","Communications","London","G7","45","[c]","54990","54490"
"Leaver Dept.","2022","Communications","London","HEO","80","[c]","34950","33950"
"Leaver Dept.","2022","Communications","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO","55","[c]","42390","42670"
"Leaver Dept.","2022","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","10","[c]","26520","26090"
"Leaver Dept.","2022","Communications","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G7","25","[c]","56440","55870"
"Leaver Dept.","2022","Communications","Outside London","HEO","35","[c]","32550","31550"
"Leaver Dept.","2022","Communications","Outside London","SEO","20","[c]","38900","38200"
"Leaver Dept.","2022","Communications","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AO","15","[c]","21220","21260"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","45","[c]","27300","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","HEO","20","[c]","32830","31990"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","London","EO","25","[c]","28830","28630"
"Leaver Dept.","2022","Digital, Data and Technology","London","G6","15","[c]","73120","71350"
"Leaver Dept.","2022","Digital, Data and Technology","London","G7","50","[c]","58040","57460"
"Leaver Dept.","2022","Digital, Data and Technology","London","HEO","85","[c]","35190","34250"
"Leaver Dept.","2022","Digital, Data and Technology","London","SCS level","15","[c]","96900","93090"
"Leaver Dept.","2022","Digital, Data and Technology","London","SEO","80","[c]","43080","42290"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","EO","55","[c]","26970","26670"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","G6","20","[c]","67260","64410"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","G7","85","[c]","53770","52890"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","HEO","110","[c]","32800","32280"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","SEO","140","[c]","38760","37950"
"Leaver Dept.","2022","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","HEO","25","[c]","31330","30890"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","G7","40","[c]","56760","55460"
"Leaver Dept.","2022","Economics","London","HEO","60","[c]","32980","33640"
"Leaver Dept.","2022","Economics","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Outside London","HEO","10","[c]","31010","30410"
"Leaver Dept.","2022","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","20","[c]","28630","28310"
"Leaver Dept.","2022","Finance","London","G6","10","[c]","69680","68720"
"Leaver Dept.","2022","Finance","London","G7","50","[c]","56300","54850"
"Leaver Dept.","2022","Finance","London","HEO","65","[c]","34870","34190"
"Leaver Dept.","2022","Finance","London","SCS level","20","[c]","93330","91300"
"Leaver Dept.","2022","Finance","London","SEO","55","[c]","41910","41310"
"Leaver Dept.","2022","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AO","25","[c]","20960","21170"
"Leaver Dept.","2022","Finance","Outside London","EO","70","[c]","25280","25120"
"Leaver Dept.","2022","Finance","Outside London","G6","25","[c]","65630","64650"
"Leaver Dept.","2022","Finance","Outside London","G7","65","[c]","53390","53260"
"Leaver Dept.","2022","Finance","Outside London","HEO","80","[c]","32100","31990"
"Leaver Dept.","2022","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO","90","[c]","39390","38090"
"Leaver Dept.","2022","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","75","[c]","27720","26880"
"Leaver Dept.","2022","Human Resources","London","G6","25","[c]","67240","66870"
"Leaver Dept.","2022","Human Resources","London","G7","45","[c]","54320","53860"
"Leaver Dept.","2022","Human Resources","London","HEO","95","[c]","33170","32440"
"Leaver Dept.","2022","Human Resources","London","SCS level","15","[c]","96040","89960"
"Leaver Dept.","2022","Human Resources","London","SEO","35","[c]","40740","40070"
"Leaver Dept.","2022","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AO","35","[c]","21800","21170"
"Leaver Dept.","2022","Human Resources","Outside London","EO","55","[c]","26280","26390"
"Leaver Dept.","2022","Human Resources","Outside London","G6","25","[c]","64680","63440"
"Leaver Dept.","2022","Human Resources","Outside London","G7","50","[c]","51950","50850"
"Leaver Dept.","2022","Human Resources","Outside London","HEO","65","[c]","30860","30820"
"Leaver Dept.","2022","Human Resources","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","SEO","50","[c]","39120","38200"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","EO","15","[c]","28920","29080"
"Leaver Dept.","2022","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Outside London","EO","25","[c]","25840","25310"
"Leaver Dept.","2022","Intelligence Analysis","Outside London","HEO","15","[c]","32430","31100"
"Leaver Dept.","2022","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","EO","15","[c]","27070","26880"
"Leaver Dept.","2022","Knowledge and Information Management","London","G6","25","[c]","67010","66780"
"Leaver Dept.","2022","Knowledge and Information Management","London","G7","80","[c]","52590","51060"
"Leaver Dept.","2022","Knowledge and Information Management","London","HEO","30","[c]","31540","30460"
"Leaver Dept.","2022","Knowledge and Information Management","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","London","SEO","60","[c]","39450","38330"
"Leaver Dept.","2022","Knowledge and Information Management","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","EO","15","[c]","26990","27570"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","G7","15","[c]","53740","55080"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","HEO","20","[c]","32160","31620"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","SEO","15","[c]","39290","39360"
"Leaver Dept.","2022","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","G6","30","[c]","68810","66790"
"Leaver Dept.","2022","Legal","London","G7","50","[c]","54970","52650"
"Leaver Dept.","2022","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","London","G6","30","[c]","82270","78190"
"Leaver Dept.","2022","Medicine","London","G7","15","[c]","52900","53230"
"Leaver Dept.","2022","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","London","SCS level","100","[c]","114900","111700"
"Leaver Dept.","2022","Medicine","London","SEO","15","[c]","41570","40080"
"Leaver Dept.","2022","Medicine","Outside London","G6","25","[c]","79590","80540"
"Leaver Dept.","2022","Medicine","Outside London","G7","25","[c]","51670","50570"
"Leaver Dept.","2022","Medicine","Outside London","HEO","20","[c]","34090","32310"
"Leaver Dept.","2022","Medicine","Outside London","SCS level","140","[c]","111070","107900"
"Leaver Dept.","2022","Medicine","Outside London","SEO","25","[c]","40490","40060"
"Leaver Dept.","2022","Operational Delivery","London","AA","65","[c]","21190","21930"
"Leaver Dept.","2022","Operational Delivery","London","AO","270","[c]","23760","23780"
"Leaver Dept.","2022","Operational Delivery","London","EO","730","[c]","28800","28650"
"Leaver Dept.","2022","Operational Delivery","London","G6","170","[c]","68900","66470"
"Leaver Dept.","2022","Operational Delivery","London","G7","420","[c]","54400","53370"
"Leaver Dept.","2022","Operational Delivery","London","HEO","500","[c]","33030","32330"
"Leaver Dept.","2022","Operational Delivery","London","SCS level","80","[c]","92530","89390"
"Leaver Dept.","2022","Operational Delivery","London","SEO","495","[c]","40520","40070"
"Leaver Dept.","2022","Operational Delivery","London","Unknown","30","[c]","41600","38680"
"Leaver Dept.","2022","Operational Delivery","Outside London","AA","130","[c]","19370","19100"
"Leaver Dept.","2022","Operational Delivery","Outside London","AO","1565","[c]","21120","21260"
"Leaver Dept.","2022","Operational Delivery","Outside London","EO","2220","[c]","26580","27570"
"Leaver Dept.","2022","Operational Delivery","Outside London","G6","115","[c]","67490","65470"
"Leaver Dept.","2022","Operational Delivery","Outside London","G7","325","[c]","52020","50730"
"Leaver Dept.","2022","Operational Delivery","Outside London","HEO","715","[c]","31080","30830"
"Leaver Dept.","2022","Operational Delivery","Outside London","SCS level","55","[c]","101350","99900"
"Leaver Dept.","2022","Operational Delivery","Outside London","SEO","425","[c]","38930","37980"
"Leaver Dept.","2022","Operational Delivery","Outside London","Unknown","85","[c]","32310","30210"
"Leaver Dept.","2022","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","AO","50","[c]","21730","21840"
"Leaver Dept.","2022","Operational Delivery","Unknown","EO","40","[c]","27400","27570"
"Leaver Dept.","2022","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","HEO","20","[c]","35210","36590"
"Leaver Dept.","2022","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","London","AO","15","[c]","24470","24140"
"Leaver Dept.","2022","Other","London","EO","110","[c]","28870","28650"
"Leaver Dept.","2022","Other","London","G6","15","[c]","69900","66560"
"Leaver Dept.","2022","Other","London","G7","25","[c]","55270","56890"
"Leaver Dept.","2022","Other","London","HEO","75","[c]","33990","35030"
"Leaver Dept.","2022","Other","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","London","SEO","20","[c]","40520","41970"
