"Status","Year","Age","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Operational Delivery","Female","45","[c]","30140","29080"
"Leaver CS","2022","60-64","Asian","Operational Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Delivery","Female","45","[c]","30290","29220"
"Leaver CS","2022","60-64","Black","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
