"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Health and Safety Executive","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Operational Delivery","Outside London","Female","75","[c]","33750","28990"
"Leaver CS","2022","Health and Safety Executive","Operational Delivery","Outside London","Male","65","[c]","45950","45870"
"Leaver CS","2022","Health and Safety Executive","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Science and Engineering","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Science and Engineering","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","London","Female","355","[c]","26590","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","London","Male","215","[c]","27820","23720"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","Outside London","Female","1000","[c]","22420","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","Outside London","Male","470","[c]","23560","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","Outside London","Male","45","[c]","36630","38450"
"Leaver CS","2022","HM Land Registry","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","Outside London","Female","155","[c]","27880","27130"
"Leaver CS","2022","HM Land Registry","Operational Delivery","Outside London","Male","80","[c]","29640","27130"
"Leaver CS","2022","HM Land Registry","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","Female","360","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","London","Male","280","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","Female","2570","[c]","30230","26210"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Outside London","Male","3000","[c]","33460","31650"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Unknown","Female","95","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Operational Delivery","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","Outside London","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Psychology","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","Female","300","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Outside London","Male","225","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","Female","55","[c]","25590","22080"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Tax","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","Female","230","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","London","Male","220","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","Female","2290","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","Male","1775","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Finance","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","London","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","London","Male","50","[c]","54900","47000"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","Outside London","Male","35","[c]","49080","43710"
"Leaver CS","2022","Home Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Economics","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","London","Female","200","[c]","31240","28920"
"Leaver CS","2022","Home Office","Operational Delivery","London","Male","160","[c]","35440","31520"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","Female","495","[c]","24870","24880"
"Leaver CS","2022","Home Office","Operational Delivery","Outside London","Male","540","[c]","26610","24890"
"Leaver CS","2022","Home Office","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","London","Female","60","[c]","34100","28650"
"Leaver CS","2022","Home Office","Other","London","Male","40","[c]","32510","25630"
"Leaver CS","2022","Home Office","Other","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","London","Female","65","[c]","46080","41240"
"Leaver CS","2022","Home Office","Policy","London","Male","45","[c]","52700","46070"
"Leaver CS","2022","Home Office","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Policy","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Project Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Economics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
