"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Operational Delivery","215","[c]","26820","27570"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Work and Pensions","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Revenue and Customs","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Operational Delivery","35","[c]","30930","28650"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Other","45","[c]","24660","21580"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Defence","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Operational Delivery","185","[c]","27940","21570"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Scottish Government","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Legal","50","[c]","63950","62590"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
