"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Debt","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","2125","2085","49470","47240"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","LGBO","175","175","51430","54170"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","Undeclared","210","205","49140","48390"
"In post","2022","Declared non-disabled","Digital, Data & Technology","London","Unknown","145","140","47340","43590"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","9560","9260","40380","37410"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Outside London","LGBO","465","455","37480","34040"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Undeclared","1055","1010","39380","37160"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","840","795","39000","35310"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","50","50","31880","33140"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","30","30","42770","40250"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","London","Heterosexual / straight","1595","1560","49380","44500"
"In post","2022","Declared non-disabled","Finance","London","LGBO","80","80","50510","53240"
"In post","2022","Declared non-disabled","Finance","London","Undeclared","160","155","47210","43210"
"In post","2022","Declared non-disabled","Finance","London","Unknown","170","160","45710","40390"
"In post","2022","Declared non-disabled","Finance","Outside London","Heterosexual / straight","5125","4845","37540","33370"
"In post","2022","Declared non-disabled","Finance","Outside London","LGBO","205","200","36670","33370"
"In post","2022","Declared non-disabled","Finance","Outside London","Undeclared","425","390","36970","33630"
"In post","2022","Declared non-disabled","Finance","Outside London","Unknown","650","585","35260","32170"
"In post","2022","Declared non-disabled","Finance","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Grants Management","Outside London","Heterosexual / straight","920","835","26070","24920"
"In post","2022","Declared non-disabled","Grants Management","Outside London","LGBO","65","60","25820","24920"
"In post","2022","Declared non-disabled","Grants Management","Outside London","Undeclared","55","50","23630","21300"
"In post","2022","Declared non-disabled","Grants Management","Outside London","Unknown","1050","980","24200","21300"
"In post","2022","Declared non-disabled","Human Resources","London","Heterosexual / straight","1625","1570","47470","42520"
"In post","2022","Declared non-disabled","Human Resources","London","LGBO","130","125","47970","44500"
"In post","2022","Declared non-disabled","Human Resources","London","Undeclared","95","90","45500","40820"
"In post","2022","Declared non-disabled","Human Resources","London","Unknown","65","60","41060","36650"
"In post","2022","Declared non-disabled","Human Resources","Outside London","Heterosexual / straight","5030","4720","35580","32240"
"In post","2022","Declared non-disabled","Human Resources","Outside London","LGBO","255","250","35710","31990"
"In post","2022","Declared non-disabled","Human Resources","Outside London","Undeclared","290","275","32420","27570"
"In post","2022","Declared non-disabled","Human Resources","Outside London","Unknown","325","295","32500","28920"
"In post","2022","Declared non-disabled","Human Resources","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","London","Heterosexual / straight","130","125","51610","49370"
"In post","2022","Declared non-disabled","Internal Audit","London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","Heterosexual / straight","340","325","44380","42630"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","Undeclared","40","35","44700","40520"
"In post","2022","Declared non-disabled","Internal Audit","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","London","Heterosexual / straight","2740","2585","52570","51830"
"In post","2022","Declared non-disabled","Legal","London","LGBO","215","205","55180","53050"
"In post","2022","Declared non-disabled","Legal","London","Undeclared","205","190","55640","55260"
"In post","2022","Declared non-disabled","Legal","London","Unknown","420","380","55300","60710"
"In post","2022","Declared non-disabled","Legal","Outside London","Heterosexual / straight","3765","3495","43530","41750"
"In post","2022","Declared non-disabled","Legal","Outside London","LGBO","170","165","40610","33410"
"In post","2022","Declared non-disabled","Legal","Outside London","Undeclared","140","130","43360","41750"
"In post","2022","Declared non-disabled","Legal","Outside London","Unknown","840","750","44870","49580"
"In post","2022","Declared non-disabled","Legal","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","London","Heterosexual / straight","26425","25500","42750","37080"
"In post","2022","Declared non-disabled","No function","London","LGBO","2095","2060","44530","39990"
"In post","2022","Declared non-disabled","No function","London","Undeclared","2335","2220","41510","35590"
"In post","2022","Declared non-disabled","No function","London","Unknown","2455","2250","37630","31880"
"In post","2022","Declared non-disabled","No function","Outside London","Heterosexual / straight","108945","100515","29720","27570"
"In post","2022","Declared non-disabled","No function","Outside London","LGBO","6195","5990","29330","27570"
"In post","2022","Declared non-disabled","No function","Outside London","Undeclared","9860","8815","29160","27570"
"In post","2022","Declared non-disabled","No function","Outside London","Unknown","17575","15175","29030","27570"
"In post","2022","Declared non-disabled","No function","Overseas","Heterosexual / straight","1075","1070","52750","53470"
"In post","2022","Declared non-disabled","No function","Overseas","LGBO","85","85","54420","53670"
"In post","2022","Declared non-disabled","No function","Overseas","Undeclared","105","105","49860","52400"
"In post","2022","Declared non-disabled","No function","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Unknown","Heterosexual / straight","335","320","31440","28200"
"In post","2022","Declared non-disabled","No function","Unknown","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Unknown","Undeclared","40","35","31720","27570"
"In post","2022","Declared non-disabled","No function","Unknown","Unknown","40","35","28460","27570"
"In post","2022","Declared non-disabled","Project Delivery","London","Heterosexual / straight","2260","2180","55100","54110"
"In post","2022","Declared non-disabled","Project Delivery","London","LGBO","150","150","54060","52790"
"In post","2022","Declared non-disabled","Project Delivery","London","Undeclared","170","165","55300","54100"
"In post","2022","Declared non-disabled","Project Delivery","London","Unknown","175","165","45570","40630"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","Heterosexual / straight","12715","12240","39900","37930"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","LGBO","490","480","38030","35630"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","Undeclared","1000","950","40480","39390"
"In post","2022","Declared non-disabled","Project Delivery","Outside London","Unknown","1420","1335","40170","38070"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","Heterosexual / straight","295","295","55750","55620"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Overseas","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","London","Heterosexual / straight","905","875","43680","38200"
"In post","2022","Declared non-disabled","Property","London","LGBO","50","50","45220","40830"
"In post","2022","Declared non-disabled","Property","London","Undeclared","95","90","47960","44140"
"In post","2022","Declared non-disabled","Property","London","Unknown","90","85","38530","32400"
