"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","White","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Property","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Security","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","East of England","35","[c]","27510","25020"
"Leaver CS","2022","30-39","White","Unknown","London","110","[c]","44790","41950"
"Leaver CS","2022","30-39","White","Unknown","North East (England)","70","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","North West (England)","145","[c]","26730","24890"
"Leaver CS","2022","30-39","White","Unknown","Northern Ireland","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","Scotland","170","[c]","31030","27940"
"Leaver CS","2022","30-39","White","Unknown","South East (England)","70","[c]","27870","24100"
"Leaver CS","2022","30-39","White","Unknown","South West (England)","50","[c]","30540","26710"
"Leaver CS","2022","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","Wales","70","[c]","27570","26290"
"Leaver CS","2022","30-39","White","Unknown","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","Unknown","Yorkshire and The Humber","55","[c]","30260","25310"
"Leaver CS","2022","40-49","Asian","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","East of England","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","London","95","[c]","42770","33340"
"Leaver CS","2022","40-49","Asian","No function","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","West Midlands (England)","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","No function","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
