"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Space Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","SEO/HEO","30","[c]","35140","33710"
"Leaver CS","2022","UK Statistics Authority","Outside London","AA/AO","255","[c]","19800","19610"
"Leaver CS","2022","UK Statistics Authority","Outside London","EO","75","[c]","23930","23630"
"Leaver CS","2022","UK Statistics Authority","Outside London","G6/G7","35","[c]","54620","52320"
"Leaver CS","2022","UK Statistics Authority","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","SEO/HEO","160","[c]","33400","32140"
"Leaver CS","2022","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","15","[c]","36860","37230"
"Leaver CS","2022","Valuation Office Agency","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","London","SEO/HEO","10","[c]","42910","45650"
"Leaver CS","2022","Valuation Office Agency","Outside London","AA/AO","130","[c]","21510","22010"
"Leaver CS","2022","Valuation Office Agency","Outside London","EO","50","[c]","25960","26030"
"Leaver CS","2022","Valuation Office Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Outside London","SEO/HEO","45","[c]","39550","42750"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","SEO/HEO","30","[c]","49380","46450"
"Leaver CS","2022","Welsh Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","60","[c]","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","35","[c]","64130","61260"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","95","[c]","39600","38160"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","30","[c]","24350","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","AA/AO","20","[c]","21250","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","AA/AO","15","[c]","23760","24490"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","EO","135","[c]","27690","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","G6/G7","385","[c]","58520","54710"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","SCS level","80","[c]","86750","76580"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","695","[c]","33840","33250"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","35","[c]","20960","21050"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","EO","25","[c]","25660","24930"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","40","[c]","55230","53810"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","125","[c]","33250","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","EO","15","[c]","26990","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","55","[c]","59070","56340"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","15","[c]","89560","78740"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","200","[c]","32640","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","SEO/HEO","20","[c]","33030","30650"
"Leaver Dept.","2022","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","EO","10","[c]","27960","25510"
"Leaver Dept.","2022","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","SEO/HEO","20","[c]","35660","36070"
"Leaver Dept.","2022","Competition and Markets Authority","London","AA/AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","London","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SEO/HEO","15","[c]","36600","34720"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","G6/G7","10","[c]","46550","47760"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","SEO/HEO","20","[c]","34010","34800"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","AA/AO","15","[c]","24130","23770"
"Leaver Dept.","2022","Crown Prosecution Service","London","EO","10","[c]","27240","27010"
"Leaver Dept.","2022","Crown Prosecution Service","London","G6/G7","10","[c]","62030","61610"
"Leaver Dept.","2022","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","SEO/HEO","10","[c]","38140","39750"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","AA/AO","25","[c]","22510","22200"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","EO","20","[c]","26480","26070"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","EO","105","[c]","22890","22750"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","G6/G7","55","[c]","54450","54740"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","SEO/HEO","265","[c]","34360","34110"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","G6/G7","30","[c]","53010","48090"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","SEO/HEO","35","[c]","32880","29230"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","35","[c]","28010","27680"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","180","[c]","56160","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","30","[c]","88310","81390"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","215","[c]","36370","34640"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","10","[c]","25010","24570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","10","[c]","54870","51420"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","35","[c]","33770","31970"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","25","[c]","56260","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","25","[c]","36690","38160"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","EO","15","[c]","27560","26180"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","75","[c]","56440","55690"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SCS level","15","[c]","73730","73500"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","95","[c]","35040","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","EO","25","[c]","29150","28500"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","G6/G7","65","[c]","57770","54400"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","SCS level","15","[c]","86530","77980"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","SEO/HEO","90","[c]","38110","37420"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","EO","35","[c]","25330","25000"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","G6/G7","65","[c]","53820","50630"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","125","[c]","34970","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","155","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","35","[c]","27990","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","80","[c]","56700","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","125","[c]","35770","33960"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","10","[c]","24940","24830"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","15","[c]","50780","48200"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","30","[c]","33950","30870"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","EO","40","[c]","30180","30270"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","G6/G7","85","[c]","57620","54760"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","SEO/HEO","145","[c]","38350","35430"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","15","[c]","34150","31040"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","15","[c]","24930","25110"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","EO","300","[c]","31070","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","40","[c]","60470","56020"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","SCS level","10","[c]","99850","89960"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","105","[c]","38380","37570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","490","[c]","21240","21260"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","EO","1535","[c]","27620","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","90","[c]","54550","52150"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","415","[c]","33900","32250"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","EO","20","[c]","28120","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","EO","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","G6/G7","270","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","SCS level","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","275","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","115","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","AA/AO","60","[c]","21250","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","EO","30","[c]","26820","26470"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","55","[c]","35720","33350"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","AA/AO","30","[c]","22150","21840"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","EO","45","[c]","26960","26470"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","50","[c]","35380","33030"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","London","SEO/HEO","10","[c]","37610","33740"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outside London","EO","10","[c]","25080","25000"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Outside London","SEO/HEO","25","[c]","34760","36780"
"Leaver Dept.","2022","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","SEO/HEO","20","[c]","38180","40350"
