"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Property","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","145","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","145","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Female","95","[c]","41910","37970"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Male","80","[c]","42300","35250"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","Female","145","[c]","42510","38650"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","Male","160","[c]","44490","42470"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","40","[c]","28600","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","35","[c]","28400","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","50","[c]","38000","36090"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","65","[c]","43720","36870"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","Female","35","[c]","36830","35310"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","Male","40","[c]","38270","35310"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Female","30","[c]","35190","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","1285","[c]","27800","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","800","[c]","27710","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","Female","165","[c]","28720","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","Male","110","[c]","28540","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Policy","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Policy","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","35","[c]","35930","33430"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Female","110","[c]","31320","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Male","85","[c]","34960","31060"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","Female","245","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","Male","195","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Female","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Male","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Commercial","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Female","50","[c]","25420","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Male","30","[c]","23310","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Delivery","Female","35","[c]","25590","26130"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Delivery","Male","40","[c]","26320","26240"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
