"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Other","SEO/HEO","SEO","55","55","41150","40520"
"In post","2022","Counter Fraud","Tax","AA/AO","AO","15","15","22710","22080"
"In post","2022","Counter Fraud","Tax","EO","EO","415","375","28260","26820"
"In post","2022","Counter Fraud","Tax","G6/G7","G6","140","135","70040","67910"
"In post","2022","Counter Fraud","Tax","G6/G7","G7","420","400","56400","55210"
"In post","2022","Counter Fraud","Tax","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Tax","SEO/HEO","HEO","565","530","34500","33370"
"In post","2022","Counter Fraud","Tax","SEO/HEO","SEO","350","335","41270","40520"
"In post","2022","Counter Fraud","Unknown","AA/AO","AO","30","30","21660","21250"
"In post","2022","Counter Fraud","Unknown","EO","EO","425","420","27740","26590"
"In post","2022","Counter Fraud","Unknown","G6/G7","G6","20","20","65310","64500"
"In post","2022","Counter Fraud","Unknown","G6/G7","G7","60","55","55050","54700"
"In post","2022","Counter Fraud","Unknown","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","HEO","190","190","34730","33370"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","SEO","60","60","40780","40180"
"In post","2022","Debt","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","AA/AO","AO","2290","2015","22060","21250"
"In post","2022","Debt","Operational Delivery","EO","EO","760","690","28030","26820"
"In post","2022","Debt","Operational Delivery","G6/G7","G6","15","15","76670","67910"
"In post","2022","Debt","Operational Delivery","G6/G7","G7","30","30","55900","55210"
"In post","2022","Debt","Operational Delivery","SEO/HEO","HEO","175","165","33910","33370"
"In post","2022","Debt","Operational Delivery","SEO/HEO","SEO","75","70","40730","40520"
"In post","2022","Debt","Other","AA/AO","AA","40","30","20410","20480"
"In post","2022","Debt","Other","AA/AO","AO","2025","1715","21290","21260"
"In post","2022","Debt","Other","EO","EO","350","305","27700","27570"
"In post","2022","Debt","Other","SEO/HEO","HEO","85","75","32610","31990"
"In post","2022","Debt","Other","SEO/HEO","SEO","10","10","35830","35310"
"In post","2022","Debt","Tax","AA/AO","AO","760","725","21410","21250"
"In post","2022","Debt","Tax","EO","EO","85","85","26720","26820"
"In post","2022","Debt","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","AA/AO","AO","75","70","21530","21250"
"In post","2022","Debt","Unknown","EO","EO","25","25","26740","26820"
"In post","2022","Debt","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","HEO","10","10","32390","32790"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","SEO/HEO","HEO","10","10","35300","32960"
"In post","2022","Digital, Data & Technology","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","85","80","19600","19380"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","545","530","22150","21380"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","EO","EO","3240","3100","27740","27570"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","1055","1045","68440","67670"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","3555","3490","55020","54240"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","245","240","90350","85460"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","4225","4100","33800","33300"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","4400","4300","41370","40520"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","40","35","33790","32020"
"In post","2022","Digital, Data & Technology","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AO","200","195","22280","21380"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","EO","215","205","27190","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G6","20","20","65800","66010"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","55","55","53950","54330"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","235","230","33060","33300"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","130","130","40520","40580"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","35","35","34710","33000"
"In post","2022","Digital, Data & Technology","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AA/AO","AO","20","20","21630","21250"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","EO","110","100","27080","26820"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","G6","20","20","67520","67860"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","G7","65","65","54580","54850"
"In post","2022","Digital, Data & Technology","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","165","160","33220","33370"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","165","160","40090","40520"
"In post","2022","Digital, Data & Technology","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","EO","EO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","HEO","20","20","29300","31540"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","SEO","15","15","38260","36750"
"In post","2022","Digital, Data & Technology","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","EO","25","20","26650","26000"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","G6","30","30","65400","64180"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","G7","65","65","52930","53420"
"In post","2022","Digital, Data & Technology","Policy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","HEO","55","50","31290","30200"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","SEO","65","65","38330","37100"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","EO","15","15","27310","27570"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","G6","10","10","67500","67000"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","G7","35","30","53860","53460"
"In post","2022","Digital, Data & Technology","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","75","70","32580","32410"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","50","50","39930","40080"
"In post","2022","Digital, Data & Technology","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","AA/AO","AO","65","65","21290","21430"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","EO","50","50","25740","25630"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6/G7","G6","60","55","61090","60490"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6/G7","G7","150","135","48190","47960"
"In post","2022","Digital, Data & Technology","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","245","235","32610","32730"
"In post","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","405","375","39660","39650"
"In post","2022","Digital, Data & Technology","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","EO","EO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","G6/G7","G7","10","10","55600","55210"
"In post","2022","Digital, Data & Technology","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Tax","SEO/HEO","HEO","25","25","33360","33370"
"In post","2022","Digital, Data & Technology","Tax","SEO/HEO","SEO","30","30","40470","40520"
"In post","2022","Digital, Data & Technology","Unknown","AA/AO","AO","10","10","23170","24490"
"In post","2022","Digital, Data & Technology","Unknown","EO","EO","115","115","27060","27500"
"In post","2022","Digital, Data & Technology","Unknown","G6/G7","G6","165","160","66620","65960"
"In post","2022","Digital, Data & Technology","Unknown","G6/G7","G7","650","640","55190","54700"
"In post","2022","Digital, Data & Technology","Unknown","SCS level","SCS level","60","60","102150","95800"
"In post","2022","Digital, Data & Technology","Unknown","SEO/HEO","HEO","275","270","34080","33370"
"In post","2022","Digital, Data & Technology","Unknown","SEO/HEO","SEO","255","250","40250","40600"
"In post","2022","Finance","Commercial","AA/AO","AO","65","55","21220","21260"
"In post","2022","Finance","Commercial","EO","EO","85","75","27580","27570"
"In post","2022","Finance","Commercial","G6/G7","G6","40","40","63440","61350"
"In post","2022","Finance","Commercial","G6/G7","G7","90","85","51300","50130"
"In post","2022","Finance","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Commercial","SEO/HEO","HEO","210","200","32830","31990"
"In post","2022","Finance","Commercial","SEO/HEO","SEO","130","125","38000","36960"
"In post","2022","Finance","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Corporate Finance","EO","EO","15","15","25890","26090"
"In post","2022","Finance","Corporate Finance","G6/G7","G6","10","10","69980","68790"
"In post","2022","Finance","Corporate Finance","G6/G7","G7","30","30","53490","51160"
"In post","2022","Finance","Corporate Finance","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Corporate Finance","SEO/HEO","HEO","25","25","33970","34570"
