"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department for Transport (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Met Office","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","60","60","38670","40500"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Submarine Delivery Agency","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
