"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","No function","Female","230","[c]","40940","32160"
"Leaver Dept.","2022","40-49","Asian","No function","Male","120","[c]","40240","34270"
"Leaver Dept.","2022","40-49","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Legal","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","No function","Female","150","[c]","37060","33610"
"Leaver Dept.","2022","40-49","Black","No function","Male","70","[c]","40890","34260"
"Leaver Dept.","2022","40-49","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","No function","Female","45","[c]","40610","40030"
"Leaver Dept.","2022","40-49","Mixed","No function","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","No function","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","No function","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","No function","Female","120","[c]","45320","40530"
"Leaver Dept.","2022","40-49","Undeclared","No function","Male","85","[c]","45350","41660"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data & Technology","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","No function","Female","170","[c]","43910","36360"
"Leaver Dept.","2022","40-49","Unknown","No function","Male","140","[c]","46170","38370"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Analysis","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Analysis","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Commercial","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Communications","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Communications","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Counter Fraud","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Debt","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Debt","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Digital, Data & Technology","Female","55","[c]","46280","41970"
"Leaver Dept.","2022","40-49","White","Digital, Data & Technology","Male","65","[c]","51640","49860"
"Leaver Dept.","2022","40-49","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Finance","Female","40","[c]","44150","37130"
"Leaver Dept.","2022","40-49","White","Finance","Male","50","[c]","47920","42800"
"Leaver Dept.","2022","40-49","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Human Resources","Female","85","[c]","42290","38200"
"Leaver Dept.","2022","40-49","White","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","No function","Female","1320","[c]","41800","37450"
"Leaver Dept.","2022","40-49","White","No function","Male","650","[c]","46510","41770"
"Leaver Dept.","2022","40-49","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Project Delivery","Female","65","[c]","45210","42420"
"Leaver Dept.","2022","40-49","White","Project Delivery","Male","60","[c]","47070","42280"
"Leaver Dept.","2022","40-49","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Property","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Property","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Security","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","White","Unknown","Female","245","[c]","41640","33070"
"Leaver Dept.","2022","40-49","White","Unknown","Male","210","[c]","41240","31990"
"Leaver Dept.","2022","40-49","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Finance","Female","[c]","[c]","[c]","[c]"
