"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Attorney General's Departments","AO","20","[c]","22550","22200"
"Leaver CS","2022","50-59","Attorney General's Departments","EO","10","[c]","28500","28430"
"Leaver CS","2022","50-59","Attorney General's Departments","G6","15","[c]","71290","69280"
"Leaver CS","2022","50-59","Attorney General's Departments","G7","50","[c]","56920","55610"
"Leaver CS","2022","50-59","Attorney General's Departments","HEO","15","[c]","34430","33310"
"Leaver CS","2022","50-59","Attorney General's Departments","SCS level","10","[c]","92650","82750"
"Leaver CS","2022","50-59","Attorney General's Departments","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Cabinet Office","EO","10","[c]","25940","25360"
"Leaver CS","2022","50-59","Cabinet Office","G6","20","[c]","74050","70880"
"Leaver CS","2022","50-59","Cabinet Office","G7","35","[c]","61400","59860"
"Leaver CS","2022","50-59","Cabinet Office","HEO","15","[c]","33750","33300"
"Leaver CS","2022","50-59","Cabinet Office","SCS level","25","[c]","118380","117750"
"Leaver CS","2022","50-59","Cabinet Office","SEO","10","[c]","40180","40100"
"Leaver CS","2022","50-59","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","AO","15","[c]","21880","21810"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","EO","10","[c]","25150","24370"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","G7","20","[c]","53280","52990"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","32800","32730"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","SEO","15","[c]","41770","40140"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","G7","20","[c]","53910","54120"
"Leaver CS","2022","50-59","Department for Education","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Education","SEO","10","[c]","38840","37810"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","AO","25","[c]","21420","21300"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","EO","15","[c]","25950","26180"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","HEO","25","[c]","32040","31900"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","G7","10","[c]","54040","53130"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","AA","10","[c]","18390","18310"
"Leaver CS","2022","50-59","Department for Transport","AO","40","[c]","23390","21840"
"Leaver CS","2022","50-59","Department for Transport","EO","105","[c]","27230","26470"
"Leaver CS","2022","50-59","Department for Transport","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","G7","15","[c]","56560","54870"
"Leaver CS","2022","50-59","Department for Transport","HEO","15","[c]","33910","33740"
"Leaver CS","2022","50-59","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Transport","SEO","20","[c]","45230","42470"
"Leaver CS","2022","50-59","Department for Work and Pensions","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Work and Pensions","AO","560","[c]","21330","21260"
"Leaver CS","2022","50-59","Department for Work and Pensions","EO","955","[c]","28030","27570"
"Leaver CS","2022","50-59","Department for Work and Pensions","G6","20","[c]","69670","69690"
"Leaver CS","2022","50-59","Department for Work and Pensions","G7","40","[c]","52870","51580"
"Leaver CS","2022","50-59","Department for Work and Pensions","HEO","105","[c]","33850","34290"
"Leaver CS","2022","50-59","Department for Work and Pensions","SCS level","10","[c]","89380","81100"
"Leaver CS","2022","50-59","Department for Work and Pensions","SEO","80","[c]","41650","39440"
"Leaver CS","2022","50-59","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department of Health and Social Care","AO","35","[c]","21420","21150"
"Leaver CS","2022","50-59","Department of Health and Social Care","EO","70","[c]","26220","25720"
"Leaver CS","2022","50-59","Department of Health and Social Care","G6","75","[c]","71240","66250"
"Leaver CS","2022","50-59","Department of Health and Social Care","G7","160","[c]","53490","53220"
"Leaver CS","2022","50-59","Department of Health and Social Care","HEO","85","[c]","31540","31400"
"Leaver CS","2022","50-59","Department of Health and Social Care","SCS level","80","[c]","100350","101430"
"Leaver CS","2022","50-59","Department of Health and Social Care","SEO","145","[c]","41150","40070"
"Leaver CS","2022","50-59","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","EO","10","[c]","26700","26750"
"Leaver CS","2022","50-59","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","G6","15","[c]","72210","71790"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","AO","15","[c]","22790","22600"
"Leaver CS","2022","50-59","HM Land Registry","EO","25","[c]","27430","27130"
"Leaver CS","2022","50-59","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","HEO","25","[c]","34760","33840"
"Leaver CS","2022","50-59","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Land Registry","SEO","15","[c]","43550","45470"
"Leaver CS","2022","50-59","HM Revenue and Customs","AA","30","[c]","21070","20830"
"Leaver CS","2022","50-59","HM Revenue and Customs","AO","520","[c]","22050","22040"
"Leaver CS","2022","50-59","HM Revenue and Customs","EO","200","[c]","27050","26940"
"Leaver CS","2022","50-59","HM Revenue and Customs","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","G7","70","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","HEO","105","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Revenue and Customs","SEO","75","[c]","42500","43020"
"Leaver CS","2022","50-59","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","HM Treasury","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","AA","15","[c]","19520","18240"
"Leaver CS","2022","50-59","Home Office","AO","65","[c]","22260","21680"
"Leaver CS","2022","50-59","Home Office","EO","210","[c]","28120","27370"
"Leaver CS","2022","50-59","Home Office","G6","15","[c]","68920","68720"
"Leaver CS","2022","50-59","Home Office","G7","30","[c]","56640","57430"
"Leaver CS","2022","50-59","Home Office","HEO","55","[c]","33510","33360"
"Leaver CS","2022","50-59","Home Office","SCS level","10","[c]","102590","97880"
"Leaver CS","2022","50-59","Home Office","SEO","35","[c]","41780","41950"
"Leaver CS","2022","50-59","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","AA","115","[c]","20010","19560"
"Leaver CS","2022","50-59","Ministry of Defence","AO","250","[c]","26340","21580"
"Leaver CS","2022","50-59","Ministry of Defence","EO","150","[c]","28820","26740"
"Leaver CS","2022","50-59","Ministry of Defence","G6","40","[c]","70100","67110"
"Leaver CS","2022","50-59","Ministry of Defence","G7","80","[c]","55970","54540"
"Leaver CS","2022","50-59","Ministry of Defence","HEO","170","[c]","35340","33310"
"Leaver CS","2022","50-59","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Defence","SEO","125","[c]","42540","40800"
"Leaver CS","2022","50-59","Ministry of Defence","Unknown","65","[c]","39370","36990"
"Leaver CS","2022","50-59","Ministry of Justice","AA","255","[c]","18810","19200"
"Leaver CS","2022","50-59","Ministry of Justice","AO","605","[c]","21190","20970"
"Leaver CS","2022","50-59","Ministry of Justice","EO","185","[c]","25640","25120"
"Leaver CS","2022","50-59","Ministry of Justice","G6","25","[c]","67930","64120"
"Leaver CS","2022","50-59","Ministry of Justice","G7","40","[c]","57110","54270"
"Leaver CS","2022","50-59","Ministry of Justice","HEO","85","[c]","31700","31430"
"Leaver CS","2022","50-59","Ministry of Justice","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Ministry of Justice","SEO","90","[c]","41860","41870"
"Leaver CS","2022","50-59","Ministry of Justice","Unknown","290","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","EO","30","[c]","35690","36410"
"Leaver CS","2022","50-59","National Crime Agency","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","HEO","25","[c]","42620","43710"
"Leaver CS","2022","50-59","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","National Crime Agency","SEO","15","[c]","48880","48060"
"Leaver CS","2022","50-59","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","G7","25","[c]","74120","75500"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","SEO","20","[c]","48860","48860"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scottish Government","AA","30","[c]","22270","21640"
"Leaver CS","2022","50-59","Scottish Government","AO","60","[c]","25390","24020"
"Leaver CS","2022","50-59","Scottish Government","EO","80","[c]","33070","35000"
"Leaver CS","2022","50-59","Scottish Government","G6","20","[c]","75790","75450"
"Leaver CS","2022","50-59","Scottish Government","G7","25","[c]","57730","57190"
"Leaver CS","2022","50-59","Scottish Government","HEO","35","[c]","37010","36130"
"Leaver CS","2022","50-59","Scottish Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scottish Government","SEO","45","[c]","45700","46100"
"Leaver CS","2022","50-59","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","AA","15","[c]","19370","19610"
"Leaver CS","2022","50-59","UK Statistics Authority","AO","25","[c]","20130","19860"
"Leaver CS","2022","50-59","UK Statistics Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","G7","15","[c]","52820","51600"
"Leaver CS","2022","50-59","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","SEO","15","[c]","37230","36840"
"Leaver CS","2022","50-59","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","HEO","15","[c]","36380","37410"
"Leaver CS","2022","50-59","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Attorney General's Departments","AO","15","[c]","22910","22200"
"Leaver CS","2022","60-64","Attorney General's Departments","EO","10","[c]","28500","28430"
"Leaver CS","2022","60-64","Attorney General's Departments","G6","15","[c]","71940","74050"
"Leaver CS","2022","60-64","Attorney General's Departments","G7","40","[c]","58800","56960"
"Leaver CS","2022","60-64","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cabinet Office","G6","10","[c]","75820","71340"
"Leaver CS","2022","60-64","Cabinet Office","G7","10","[c]","55430","54010"
"Leaver CS","2022","60-64","Cabinet Office","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Cabinet Office","SCS level","10","[c]","95650","92210"
"Leaver CS","2022","60-64","Cabinet Office","SEO","10","[c]","39670","40000"
"Leaver CS","2022","60-64","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","AO","15","[c]","22090","22740"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","EO","15","[c]","28070","27640"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","G7","15","[c]","54930","54310"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","HEO","15","[c]","36460","36240"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","SEO","20","[c]","42660","43200"
"Leaver CS","2022","60-64","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","G7","25","[c]","55080","54400"
"Leaver CS","2022","60-64","Department for Education","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","AO","15","[c]","21450","21300"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","EO","25","[c]","26140","26290"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","HEO","25","[c]","31320","31570"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","SEO","20","[c]","42220","39210"
"Leaver CS","2022","60-64","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Transport","AA","10","[c]","18260","18310"
"Leaver CS","2022","60-64","Department for Transport","AO","55","[c]","22510","21840"
"Leaver CS","2022","60-64","Department for Transport","EO","60","[c]","27860","26780"
"Leaver CS","2022","60-64","Department for Transport","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Transport","G7","10","[c]","61180","57710"
"Leaver CS","2022","60-64","Department for Transport","HEO","20","[c]","34500","33350"
"Leaver CS","2022","60-64","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Transport","SEO","20","[c]","43590","42520"
"Leaver CS","2022","60-64","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Work and Pensions","AO","375","[c]","21190","21260"
"Leaver CS","2022","60-64","Department for Work and Pensions","EO","640","[c]","27940","27570"
"Leaver CS","2022","60-64","Department for Work and Pensions","G6","20","[c]","66510","65830"
"Leaver CS","2022","60-64","Department for Work and Pensions","G7","50","[c]","54330","53930"
"Leaver CS","2022","60-64","Department for Work and Pensions","HEO","135","[c]","34110","34290"
"Leaver CS","2022","60-64","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Work and Pensions","SEO","70","[c]","41770","40670"
"Leaver CS","2022","60-64","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department of Health and Social Care","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department of Health and Social Care","EO","40","[c]","26630","26170"
"Leaver CS","2022","60-64","Department of Health and Social Care","G6","25","[c]","74650","75270"
"Leaver CS","2022","60-64","Department of Health and Social Care","G7","40","[c]","53580","53220"
"Leaver CS","2022","60-64","Department of Health and Social Care","HEO","20","[c]","33010","32310"
"Leaver CS","2022","60-64","Department of Health and Social Care","SCS level","35","[c]","110750","114000"
"Leaver CS","2022","60-64","Department of Health and Social Care","SEO","30","[c]","41790","40890"
"Leaver CS","2022","60-64","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Estyn","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
