"Status","Year","Ethnicity","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Work and Pensions","Female","35","[c]","28230","28430"
"Leaver CS","2022","Black","Unknown","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HM Revenue and Customs","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Home Office","Female","45","[c]","29990","28680"
"Leaver CS","2022","Black","Unknown","Home Office","Male","35","[c]","35310","28670"
"Leaver CS","2022","Black","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
