"Status","Year","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Ministry of Defence","Male","130","[c]","32660","33300"
"Leaver CS","2022","Property","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Female","30","[c]","31890","32650"
"Leaver CS","2022","Security","Cabinet Office","Male","45","[c]","33660","29750"
"Leaver CS","2022","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Female","110","[c]","29490","26350"
"Leaver CS","2022","Security","Ministry of Defence","Male","550","[c]","31980","28890"
"Leaver CS","2022","Security","Ministry of Justice","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Female","815","[c]","25880","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Male","495","[c]","27710","26840"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Female","2525","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Male","2005","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Female","1030","[c]","30600","25630"
"Leaver CS","2022","Unknown","Home Office","Male","1060","[c]","33210","27910"
"Leaver CS","2022","Unknown","Ministry of Defence","Female","890","[c]","28540","22400"
"Leaver CS","2022","Unknown","Ministry of Defence","Male","1225","[c]","32130","29200"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Female","355","[c]","38010","31540"
"Leaver CS","2022","Unknown","Scottish Government","Male","435","[c]","39170","32040"
"Leaver CS","2022","Unknown","Welsh Government","Female","135","[c]","40940","36080"
"Leaver CS","2022","Unknown","Welsh Government","Male","115","[c]","44550","37410"
"Leaver Dept.","2022","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","30","[c]","47380","46510"
"Leaver Dept.","2022","Analysis","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Female","40","[c]","33150","29540"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Male","40","[c]","37240","31840"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Female","40","[c]","47660","40600"
"Leaver Dept.","2022","Commercial","Cabinet Office","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Female","140","[c]","43160","40470"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Male","115","[c]","51510","53860"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Female","30","[c]","38490","38890"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Female","40","[c]","44110","38630"
"Leaver Dept.","2022","Communications","Cabinet Office","Male","30","[c]","46080","39370"
"Leaver Dept.","2022","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","Female","120","[c]","42890","37830"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","Male","95","[c]","44960","41260"
"Leaver Dept.","2022","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","Female","50","[c]","28320","27570"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","Male","45","[c]","27900","27570"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","Female","35","[c]","23240","21260"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","Female","30","[c]","46840","54260"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","Male","30","[c]","48560","49700"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","Female","40","[c]","42230","40230"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","Male","30","[c]","43460","39960"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","Female","50","[c]","38430","36180"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","Male","65","[c]","43900","37400"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","Female","110","[c]","43650","36330"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","Male","150","[c]","44140","39780"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Ministry of Defence","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Ministry of Defence","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","National Crime Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","National Crime Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Statistics Authority","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Statistics Authority","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
