"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Finance","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","Female","45","[c]","21210","21300"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","Male","45","[c]","21160","21300"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","EO","Female","35","[c]","27810","27570"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
