"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","No function","Department for Work and Pensions","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","UK Statistics Authority","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","No function","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Estyn","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
