"Status","Year","Age","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Asian","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Geography","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
