"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Operational Delivery","65","[c]","31600","29530"
"Leaver CS","2022","60-64","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","155","[c]","28230","26900"
"Leaver CS","2022","60-64","Undeclared","Other","35","[c]","27680","22340"
"Leaver CS","2022","60-64","Undeclared","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","280","[c]","29810","26660"
"Leaver CS","2022","60-64","Unknown","Other","75","[c]","41000","37300"
"Leaver CS","2022","60-64","Unknown","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","255","[c]","45330","39660"
"Leaver CS","2022","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Commercial","50","[c]","42460","40580"
"Leaver CS","2022","60-64","White","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Counter Fraud","70","[c]","27700","27570"
"Leaver CS","2022","60-64","White","Digital, Data and Technology","105","[c]","43630","40580"
"Leaver CS","2022","60-64","White","Finance","115","[c]","42030","36460"
"Leaver CS","2022","60-64","White","Geography","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Human Resources","80","[c]","43210","36460"
"Leaver CS","2022","60-64","White","Inspector of Education and Training","30","[c]","67230","64500"
"Leaver CS","2022","60-64","White","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Knowledge and Information Management","40","[c]","31630","27570"
"Leaver CS","2022","60-64","White","Legal","60","[c]","61170","62160"
"Leaver CS","2022","60-64","White","Medicine","50","[c]","73070","78950"
"Leaver CS","2022","60-64","White","Operational Delivery","2120","[c]","30270","27570"
"Leaver CS","2022","60-64","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Other","435","[c]","29060","22840"
"Leaver CS","2022","60-64","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Policy","120","[c]","56540","54260"
"Leaver CS","2022","60-64","White","Project Delivery","100","[c]","46050","40580"
"Leaver CS","2022","60-64","White","Property","80","[c]","40460","35480"
"Leaver CS","2022","60-64","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Science and Engineering","135","[c]","45640","43430"
"Leaver CS","2022","60-64","White","Security","115","[c]","37740","39070"
"Leaver CS","2022","60-64","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Tax","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","White","Unknown","1010","[c]","46450","38730"
"Leaver CS","2022","60-64","White","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Operational Delivery","90","[c]","28210","25630"
"Leaver CS","2022","65+","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Other","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Operational Delivery","35","[c]","27540","27570"
"Leaver CS","2022","65+","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Operational Delivery","120","[c]","25610","25630"
"Leaver CS","2022","65+","Undeclared","Other","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Operational Delivery","200","[c]","28910","23780"
"Leaver CS","2022","65+","Unknown","Other","35","[c]","34580","32250"
"Leaver CS","2022","65+","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","165","[c]","42160","33410"
"Leaver CS","2022","65+","White","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","White","Counter Fraud","55","[c]","26790","27570"
"Leaver CS","2022","65+","White","Digital, Data and Technology","75","[c]","37220","33300"
"Leaver CS","2022","65+","White","Economics","[c]","[c]","[c]","[c]"
