"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","210","[c]","29960","27370"
"Leaver CS","2022","60-64","Undeclared","Other","45","[c]","28130","22330"
"Leaver CS","2022","60-64","Undeclared","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","310","[c]","32150","29060"
"Leaver CS","2022","60-64","Unknown","Other","115","[c]","38040","34460"
"Leaver CS","2022","60-64","Unknown","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","30","[c]","47840","41690"
"Leaver CS","2022","60-64","Unknown","Security","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","350","[c]","44160","39660"
"Leaver CS","2022","60-64","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Operational Delivery","425","[c]","25360","23210"
"Leaver CS","2022","65+","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Other","80","[c]","24630","21920"
"Leaver CS","2022","65+","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Counter Fraud","50","[c]","27760","27570"
"Leaver CS","2022","65+","Declared non-disabled","Digital, Data and Technology","65","[c]","37580","33840"
"Leaver CS","2022","65+","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Finance","60","[c]","32470","29370"
"Leaver CS","2022","65+","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Knowledge and Information Management","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Legal","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Medicine","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Operational Delivery","1645","[c]","26540","25310"
"Leaver CS","2022","65+","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Other","310","[c]","26510","22080"
"Leaver CS","2022","65+","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Policy","55","[c]","45940","37380"
"Leaver CS","2022","65+","Declared non-disabled","Project Delivery","50","[c]","40570","39330"
"Leaver CS","2022","65+","Declared non-disabled","Property","50","[c]","39330","36460"
"Leaver CS","2022","65+","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Science and Engineering","95","[c]","40950","38300"
"Leaver CS","2022","65+","Declared non-disabled","Security","60","[c]","27400","24170"
"Leaver CS","2022","65+","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Tax","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","475","[c]","39780","33300"
"Leaver CS","2022","65+","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Operational Delivery","185","[c]","24810","21760"
"Leaver CS","2022","65+","Undeclared","Other","35","[c]","27620","21580"
"Leaver CS","2022","65+","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Security","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Operational Delivery","210","[c]","28500","24930"
"Leaver CS","2022","65+","Unknown","Other","65","[c]","36350","30440"
"Leaver CS","2022","65+","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","225","[c]","41620","34310"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Operational Delivery","185","[c]","27340","27570"
"Leaver Dept.","2022","20-29","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Other","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Policy","70","[c]","35550","33210"
"Leaver Dept.","2022","20-29","Declared disabled","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Science and Engineering","45","[c]","27570","27540"
"Leaver Dept.","2022","20-29","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","100","[c]","34350","32000"
"Leaver Dept.","2022","20-29","Declared non-disabled","Commercial","50","[c]","30220","29550"
"Leaver Dept.","2022","20-29","Declared non-disabled","Communications","55","[c]","33870","33550"
"Leaver Dept.","2022","20-29","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Digital, Data and Technology","85","[c]","34050","34800"
"Leaver Dept.","2022","20-29","Declared non-disabled","Economics","60","[c]","36940","34400"
"Leaver Dept.","2022","20-29","Declared non-disabled","Finance","60","[c]","32520","30750"
"Leaver Dept.","2022","20-29","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Human Resources","120","[c]","30760","29700"
"Leaver Dept.","2022","20-29","Declared non-disabled","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","International Trade","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Knowledge and Information Management","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Operational Delivery","1740","[c]","27280","26880"
"Leaver Dept.","2022","20-29","Declared non-disabled","Operational Research","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Other","200","[c]","27530","27570"
"Leaver Dept.","2022","20-29","Declared non-disabled","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Policy","510","[c]","37880","34760"
"Leaver Dept.","2022","20-29","Declared non-disabled","Project Delivery","85","[c]","31040","28280"
"Leaver Dept.","2022","20-29","Declared non-disabled","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Science and Engineering","420","[c]","28760","28590"
"Leaver Dept.","2022","20-29","Declared non-disabled","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Social Research","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Statistics","35","[c]","35620","33710"
"Leaver Dept.","2022","20-29","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","700","[c]","36220","34550"
"Leaver Dept.","2022","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Operational Delivery","95","[c]","27700","27570"
"Leaver Dept.","2022","20-29","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Policy","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Communications","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data and Technology","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Economics","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Finance","60","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Human Resources","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","International Trade","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Operational Delivery","410","[c]","27160","24880"
"Leaver Dept.","2022","20-29","Unknown","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Other","75","[c]","27800","27570"
"Leaver Dept.","2022","20-29","Unknown","Policy","325","[c]","37060","34280"
"Leaver Dept.","2022","20-29","Unknown","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Science and Engineering","35","[c]","29680","27220"
"Leaver Dept.","2022","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","920","[c]","33100","32000"
"Leaver Dept.","2022","30-39","Declared disabled","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Operational Delivery","200","[c]","30870","27570"
"Leaver Dept.","2022","30-39","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Policy","70","[c]","44630","43070"
"Leaver Dept.","2022","30-39","Declared disabled","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Science and Engineering","35","[c]","33680","32330"
"Leaver Dept.","2022","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","95","[c]","43200","40600"
"Leaver Dept.","2022","30-39","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Commercial","75","[c]","35560","33930"
"Leaver Dept.","2022","30-39","Declared non-disabled","Communications","80","[c]","41810","37930"
"Leaver Dept.","2022","30-39","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Digital, Data and Technology","140","[c]","40860","38000"
"Leaver Dept.","2022","30-39","Declared non-disabled","Economics","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Finance","90","[c]","43140","40510"
"Leaver Dept.","2022","30-39","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Human Resources","105","[c]","38740","33280"
"Leaver Dept.","2022","30-39","Declared non-disabled","Intelligence Analysis","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Knowledge and Information Management","75","[c]","42140","38200"
"Leaver Dept.","2022","30-39","Declared non-disabled","Legal","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Medicine","60","[c]","67760","78210"
"Leaver Dept.","2022","30-39","Declared non-disabled","Operational Delivery","1730","[c]","31710","27570"
"Leaver Dept.","2022","30-39","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Other","145","[c]","31190","27570"
"Leaver Dept.","2022","30-39","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
