"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA/AO","Heterosexual / straight","60","[c]","24000","23800"
"Leaver CS","2022","Unknown","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA/AO","Unknown","495","[c]","22420","22760"
"Leaver CS","2022","Unknown","London","EO","Heterosexual / straight","100","[c]","29320","28500"
"Leaver CS","2022","Unknown","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Undeclared","75","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Unknown","415","[c]","28700","28650"
"Leaver CS","2022","Unknown","London","G6/G7","Heterosexual / straight","95","[c]","58220","55000"
"Leaver CS","2022","Unknown","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G6/G7","Undeclared","95","[c]","58960","56950"
"Leaver CS","2022","Unknown","London","G6/G7","Unknown","390","[c]","60500","57580"
"Leaver CS","2022","Unknown","London","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Unknown","80","[c]","103460","92300"
"Leaver CS","2022","Unknown","London","SEO/HEO","Heterosexual / straight","155","[c]","37640","36660"
"Leaver CS","2022","Unknown","London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO/HEO","Undeclared","145","[c]","38210","40060"
"Leaver CS","2022","Unknown","London","SEO/HEO","Unknown","610","[c]","36740","35680"
"Leaver CS","2022","Unknown","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Heterosexual / straight","380","[c]","23570","21610"
"Leaver CS","2022","Unknown","Outside London","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Undeclared","60","[c]","23630","21050"
"Leaver CS","2022","Unknown","Outside London","AA/AO","Unknown","3460","[c]","21650","21260"
"Leaver CS","2022","Unknown","Outside London","EO","Heterosexual / straight","235","[c]","29260","28670"
"Leaver CS","2022","Unknown","Outside London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","EO","Undeclared","50","[c]","29000","27470"
"Leaver CS","2022","Unknown","Outside London","EO","Unknown","1280","[c]","26970","27570"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Heterosexual / straight","120","[c]","59650","55050"
"Leaver CS","2022","Unknown","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G6/G7","Unknown","310","[c]","60700","57190"
"Leaver CS","2022","Unknown","Outside London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","Unknown","40","[c]","116110","107170"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Heterosexual / straight","285","[c]","38550","38000"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Undeclared","80","[c]","38170","38250"
"Leaver CS","2022","Unknown","Outside London","SEO/HEO","Unknown","790","[c]","36820","36360"
"Leaver CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Unknown","325","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","SEO/HEO","Unknown","30","[c]","41890","41600"
"Leaver CS","2022","Unknown","Overseas","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Unknown","100","[c]","20450","21590"
"Leaver CS","2022","Unknown","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","430","[c]","36010","33270"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","EO","Heterosexual / straight","95","[c]","29040","29390"
"Leaver Dept.","2022","Declared disabled","London","EO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Heterosexual / straight","120","[c]","58670","56730"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Heterosexual / straight","185","[c]","37550","37470"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","LGBO","50","[c]","36130","35060"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Heterosexual / straight","150","[c]","20900","21150"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Heterosexual / straight","240","[c]","26580","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","LGBO","50","[c]","26540","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Undeclared","35","[c]","26610","27570"
"Leaver Dept.","2022","Declared disabled","Outside London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Heterosexual / straight","75","[c]","55280","52150"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Heterosexual / straight","270","[c]","34080","32830"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","LGBO","45","[c]","33930","32780"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Heterosexual / straight","250","[c]","23740","23780"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Heterosexual / straight","845","[c]","28600","28310"
"Leaver Dept.","2022","Declared non-disabled","London","EO","LGBO","65","[c]","28730","27680"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Undeclared","65","[c]","27690","27500"
"Leaver Dept.","2022","Declared non-disabled","London","EO","Unknown","60","[c]","29200","30550"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Heterosexual / straight","1305","[c]","58750","55130"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","LGBO","130","[c]","57710","55250"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Undeclared","120","[c]","60780","57430"
"Leaver Dept.","2022","Declared non-disabled","London","G6/G7","Unknown","155","[c]","61010","59300"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Heterosexual / straight","270","[c]","92840","88660"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","SCS level","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Heterosexual / straight","2010","[c]","36970","36330"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","LGBO","215","[c]","36510","35070"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Undeclared","195","[c]","36290","35070"
"Leaver Dept.","2022","Declared non-disabled","London","SEO/HEO","Unknown","175","[c]","39570","39960"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Heterosexual / straight","1290","[c]","21020","21260"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","LGBO","85","[c]","21300","21170"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Undeclared","95","[c]","21120","21170"
"Leaver Dept.","2022","Declared non-disabled","Outside London","AA/AO","Unknown","340","[c]","21160","21260"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Heterosexual / straight","1930","[c]","26230","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","LGBO","140","[c]","26650","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Undeclared","140","[c]","26070","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","EO","Unknown","270","[c]","27050","27570"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Heterosexual / straight","790","[c]","56620","53750"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","LGBO","45","[c]","56010","52610"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Undeclared","70","[c]","56820","53830"
"Leaver Dept.","2022","Declared non-disabled","Outside London","G6/G7","Unknown","100","[c]","55980","52150"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Heterosexual / straight","125","[c]","99490","99900"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Heterosexual / straight","2035","[c]","34890","34650"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","LGBO","130","[c]","34640","34290"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Undeclared","145","[c]","34630","34010"
"Leaver Dept.","2022","Declared non-disabled","Outside London","SEO/HEO","Unknown","255","[c]","35130","34080"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
