"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Female","70","[c]","25910","24570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","EO","Male","50","[c]","26310","25560"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Female","100","[c]","53780","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","Male","95","[c]","53700","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Female","105","[c]","32770","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","Male","95","[c]","33210","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Female","70","[c]","39980","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","Male","75","[c]","40870","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","Male","35","[c]","54280","53230"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Female","60","[c]","34570","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","Male","40","[c]","35640","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","EO","EO","Female","45","[c]","26660","25000"
"Leaver Dept.","2022","Department for Education","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","G6/G7","G7","Female","65","[c]","52780","53420"
"Leaver Dept.","2022","Department for Education","G6/G7","G7","Male","50","[c]","52440","51460"
"Leaver Dept.","2022","Department for Education","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","SEO/HEO","HEO","Female","70","[c]","32000","32940"
"Leaver Dept.","2022","Department for Education","SEO/HEO","HEO","Male","50","[c]","32460","32940"
"Leaver Dept.","2022","Department for Education","SEO/HEO","SEO","Female","85","[c]","39600","39520"
"Leaver Dept.","2022","Department for Education","SEO/HEO","SEO","Male","55","[c]","39610","39450"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Female","40","[c]","21190","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","EO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","Male","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","HEO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","EO","EO","Female","35","[c]","27210","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Female","40","[c]","52580","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","Male","35","[c]","52790","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Female","55","[c]","32700","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","Male","55","[c]","32680","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Female","40","[c]","40180","39960"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","AA/AO","AO","Female","55","[c]","21920","21840"
"Leaver Dept.","2022","Department for Transport","AA/AO","AO","Male","55","[c]","22600","21840"
"Leaver Dept.","2022","Department for Transport","EO","EO","Female","70","[c]","27970","26780"
"Leaver Dept.","2022","Department for Transport","EO","EO","Male","65","[c]","27900","26780"
"Leaver Dept.","2022","Department for Transport","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","G6/G7","G7","Female","40","[c]","54730","54650"
"Leaver Dept.","2022","Department for Transport","G6/G7","G7","Male","45","[c]","54760","54760"
"Leaver Dept.","2022","Department for Transport","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","HEO","Female","80","[c]","33270","34500"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","HEO","Male","85","[c]","33350","33990"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","SEO","Female","60","[c]","41360","42040"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","SEO","Male","65","[c]","41880","42470"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","AA/AO","AO","Female","310","[c]","21320","21260"
"Leaver Dept.","2022","Department for Work and Pensions","AA/AO","AO","Male","210","[c]","21380","21260"
"Leaver Dept.","2022","Department for Work and Pensions","EO","EO","Female","1140","[c]","28190","27570"
"Leaver Dept.","2022","Department for Work and Pensions","EO","EO","Male","735","[c]","28180","27570"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G7","Female","45","[c]","53220","53090"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G7","Male","55","[c]","53360","52800"
"Leaver Dept.","2022","Department for Work and Pensions","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","HEO","Female","220","[c]","32710","31990"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","HEO","Male","140","[c]","33490","31990"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","SEO","Female","110","[c]","38530","37040"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","SEO","Male","90","[c]","39400","39090"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AA","Female","105","[c]","20410","19530"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AA","Male","45","[c]","20300","19100"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AO","Female","490","[c]","21630","21820"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AO","Male","180","[c]","21530","21790"
"Leaver Dept.","2022","Department of Health and Social Care","EO","EO","Female","790","[c]","25870","26880"
"Leaver Dept.","2022","Department of Health and Social Care","EO","EO","Male","290","[c]","25830","26880"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G6","Female","365","[c]","70680","67420"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G6","Male","315","[c]","71590","67880"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G7","Female","910","[c]","52780","52610"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G7","Male","585","[c]","53540","52610"
"Leaver Dept.","2022","Department of Health and Social Care","SCS level","SCS level","Female","255","[c]","106460","102060"
"Leaver Dept.","2022","Department of Health and Social Care","SCS level","SCS level","Male","215","[c]","108580","107720"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","HEO","Female","1130","[c]","31940","32330"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","HEO","Male","490","[c]","31710","32310"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","SEO","Female","1080","[c]","39840","40070"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","SEO","Male","520","[c]","40080","40070"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AO","Female","340","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AO","Male","255","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","EO","EO","Female","140","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","EO","EO","Male","125","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G7","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","HEO","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","HEO","Male","110","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","SEO","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","SEO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","HEO","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","HEO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","AO","Female","85","[c]","22410","21680"
"Leaver Dept.","2022","Home Office","AA/AO","AO","Male","80","[c]","22060","21680"
"Leaver Dept.","2022","Home Office","EO","EO","Female","285","[c]","26390","25040"
"Leaver Dept.","2022","Home Office","EO","EO","Male","250","[c]","26330","25220"
"Leaver Dept.","2022","Home Office","G6/G7","G6","Female","35","[c]","67820","68720"
"Leaver Dept.","2022","Home Office","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","G6/G7","G7","Female","70","[c]","57950","57460"
"Leaver Dept.","2022","Home Office","G6/G7","G7","Male","75","[c]","58140","57460"
"Leaver Dept.","2022","Home Office","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","SEO/HEO","HEO","Female","140","[c]","33440","35050"
"Leaver Dept.","2022","Home Office","SEO/HEO","HEO","Male","140","[c]","33890","35050"
"Leaver Dept.","2022","Home Office","SEO/HEO","SEO","Female","100","[c]","41760","41970"
"Leaver Dept.","2022","Home Office","SEO/HEO","SEO","Male","80","[c]","41550","41970"
"Leaver Dept.","2022","Home Office","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AO","Female","75","[c]","21900","21170"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AO","Male","40","[c]","22980","21170"
"Leaver Dept.","2022","Ministry of Defence","EO","EO","Female","110","[c]","26100","26670"
"Leaver Dept.","2022","Ministry of Defence","EO","EO","Male","120","[c]","24950","26350"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G7","Female","45","[c]","53200","54540"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G7","Male","65","[c]","54370","55130"
"Leaver Dept.","2022","Ministry of Defence","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","HEO","Female","135","[c]","32100","33120"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","HEO","Male","150","[c]","32260","33000"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","SEO","Female","120","[c]","41070","40580"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","SEO","Male","155","[c]","41670","41500"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AA","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AA","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AO","Female","330","[c]","21040","20970"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AO","Male","235","[c]","20960","20970"
"Leaver Dept.","2022","Ministry of Justice","EO","EO","Female","180","[c]","25040","25120"
"Leaver Dept.","2022","Ministry of Justice","EO","EO","Male","110","[c]","25690","25120"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G7","Female","60","[c]","56310","54850"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G7","Male","40","[c]","55210","54850"
