"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Security","SEO","20","[c]","47440","40900"
"Leaver CS","2022","Security","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AO","15","[c]","21150","21170"
"Leaver CS","2022","Security","Unknown","EO","20","[c]","26380","26670"
"Leaver CS","2022","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","HEO","25","[c]","33820","33300"
"Leaver CS","2022","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO","10","[c]","43500","42710"
"Leaver CS","2022","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6","15","[c]","70750","69010"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G7","35","[c]","59500","59960"
"Leaver CS","2022","Unknown","Digital, Data and Technology","HEO","25","[c]","34770","35070"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO","40","[c]","42450","41970"
"Leaver CS","2022","Unknown","Economics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AO","15","[c]","22020","21390"
"Leaver CS","2022","Unknown","Finance","EO","55","[c]","25680","26670"
"Leaver CS","2022","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G7","15","[c]","56930","55080"
"Leaver CS","2022","Unknown","Finance","HEO","60","[c]","34100","33300"
"Leaver CS","2022","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO","25","[c]","42860","42170"
"Leaver CS","2022","Unknown","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","10","[c]","27830","28020"
"Leaver CS","2022","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G7","10","[c]","57210","57460"
"Leaver CS","2022","Unknown","Human Resources","HEO","10","[c]","34090","35050"
"Leaver CS","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","50","[c]","27220","27370"
"Leaver CS","2022","Unknown","Intelligence Analysis","HEO","10","[c]","33560","35050"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AO","50","[c]","22950","23280"
"Leaver CS","2022","Unknown","Medicine","EO","65","[c]","31210","31530"
"Leaver CS","2022","Unknown","Medicine","G6","25","[c]","84290","89050"
"Leaver CS","2022","Unknown","Medicine","G7","20","[c]","66010","68140"
"Leaver CS","2022","Unknown","Medicine","HEO","80","[c]","37440","39030"
"Leaver CS","2022","Unknown","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO","30","[c]","43860","45840"
"Leaver CS","2022","Unknown","Operational Delivery","AA","65","[c]","19410","18240"
"Leaver CS","2022","Unknown","Operational Delivery","AO","455","[c]","22350","21680"
"Leaver CS","2022","Unknown","Operational Delivery","EO","720","[c]","27410","26210"
"Leaver CS","2022","Unknown","Operational Delivery","G6","10","[c]","68550","68720"
"Leaver CS","2022","Unknown","Operational Delivery","G7","30","[c]","56800","57460"
"Leaver CS","2022","Unknown","Operational Delivery","HEO","140","[c]","34390","34430"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","10","[c]","102940","99650"
"Leaver CS","2022","Unknown","Operational Delivery","SEO","60","[c]","41860","41140"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA","285","[c]","19680","19300"
"Leaver CS","2022","Unknown","Other","AO","550","[c]","21610","21170"
"Leaver CS","2022","Unknown","Other","EO","275","[c]","28270","28210"
"Leaver CS","2022","Unknown","Other","G6","20","[c]","61980","61020"
"Leaver CS","2022","Unknown","Other","G7","20","[c]","58610","59830"
"Leaver CS","2022","Unknown","Other","HEO","170","[c]","36600","35300"
"Leaver CS","2022","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO","65","[c]","44920","42380"
"Leaver CS","2022","Unknown","Other","Unknown","250","[c]","36830","33570"
"Leaver CS","2022","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AO","15","[c]","22160","21830"
"Leaver CS","2022","Unknown","Policy","EO","45","[c]","28820","28670"
"Leaver CS","2022","Unknown","Policy","G6","25","[c]","70210","68730"
"Leaver CS","2022","Unknown","Policy","G7","45","[c]","59030","57740"
"Leaver CS","2022","Unknown","Policy","HEO","70","[c]","35470","35050"
"Leaver CS","2022","Unknown","Policy","SCS level","20","[c]","95640","87740"
"Leaver CS","2022","Unknown","Policy","SEO","55","[c]","42550","42200"
"Leaver CS","2022","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","10","[c]","71860","68940"
"Leaver CS","2022","Unknown","Project Delivery","G7","10","[c]","56580","57460"
"Leaver CS","2022","Unknown","Project Delivery","HEO","20","[c]","34610","35050"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","15","[c]","41660","41950"
"Leaver CS","2022","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","15","[c]","19350","19010"
"Leaver CS","2022","Unknown","Science and Engineering","AO","55","[c]","22220","22500"
"Leaver CS","2022","Unknown","Science and Engineering","EO","45","[c]","27040","26510"
"Leaver CS","2022","Unknown","Science and Engineering","G6","10","[c]","68350","69580"
"Leaver CS","2022","Unknown","Science and Engineering","G7","10","[c]","58330","55920"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","40","[c]","35980","36140"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","35","[c]","43130","41920"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","250","[c]","22490","22140"
"Leaver CS","2022","Unknown","Unknown","AO","3225","[c]","22230","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1585","[c]","28140","27570"
"Leaver CS","2022","Unknown","Unknown","G6","180","[c]","73520","75340"
"Leaver CS","2022","Unknown","Unknown","G7","315","[c]","57660","58730"
"Leaver CS","2022","Unknown","Unknown","HEO","755","[c]","34660","35000"
"Leaver CS","2022","Unknown","Unknown","SCS level","80","[c]","92060","83230"
"Leaver CS","2022","Unknown","Unknown","SEO","430","[c]","43700","44040"
"Leaver CS","2022","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G7","35","[c]","54610","53720"
"Leaver Dept.","2022","Analysis","Economics","HEO","60","[c]","32260","32540"
"Leaver Dept.","2022","Analysis","Economics","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","HEO","10","[c]","31070","29590"
"Leaver Dept.","2022","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","HEO","15","[c]","36260","37380"
"Leaver Dept.","2022","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO","20","[c]","41960","42220"
"Leaver Dept.","2022","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","HEO","25","[c]","32100","31320"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO","15","[c]","41370","41720"
"Leaver Dept.","2022","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G7","20","[c]","55000","53130"
"Leaver Dept.","2022","Analysis","Statistics","HEO","40","[c]","32860","32010"
"Leaver Dept.","2022","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO","30","[c]","43190","43000"
"Leaver Dept.","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","35","[c]","26580","26670"
"Leaver Dept.","2022","Commercial","Commercial","G6","25","[c]","67890","67370"
"Leaver Dept.","2022","Commercial","Commercial","G7","65","[c]","52350","52610"
"Leaver Dept.","2022","Commercial","Commercial","HEO","80","[c]","32720","33000"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO","145","[c]","40320","40580"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","15","[c]","54810","54700"
"Leaver Dept.","2022","Commercial","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","55","[c]","27750","27800"
"Leaver Dept.","2022","Communications","Communications","G6","45","[c]","69860","71080"
"Leaver Dept.","2022","Communications","Communications","G7","70","[c]","54870","54230"
"Leaver Dept.","2022","Communications","Communications","HEO","105","[c]","33920","33570"
"Leaver Dept.","2022","Communications","Communications","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO","65","[c]","40820","40740"
"Leaver Dept.","2022","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G7","10","[c]","55950","55780"
"Leaver Dept.","2022","Communications","Unknown","HEO","20","[c]","35170","34640"
"Leaver Dept.","2022","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO","15","[c]","40770","40600"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","AO","15","[c]","22170","21260"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","EO","55","[c]","27840","27570"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","HEO","30","[c]","33140","32170"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","SEO","15","[c]","41760","41200"
"Leaver Dept.","2022","Counter Fraud","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","AO","10","[c]","21550","21170"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","EO","90","[c]","27600","27540"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","G6","25","[c]","70200","68720"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","G7","125","[c]","54910","53760"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","HEO","205","[c]","33300","32650"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","[c]","98210","93730"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SEO","200","[c]","39850","39630"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
