"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Undeclared","Economics","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Economics","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Knowledge and Information Management","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","Female","60","[c]","33720","24880"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","Male","80","[c]","32480","27750"
"Leaver CS","2022","Unknown","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Statistics","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","Female","60","[c]","38660","28650"
"Leaver CS","2022","Unknown","Unknown","Communications","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","Female","75","[c]","41110","37910"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","Male","175","[c]","41110","38450"
"Leaver CS","2022","Unknown","Unknown","Economics","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Economics","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","Male","50","[c]","32940","27570"
"Leaver CS","2022","Unknown","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","Female","45","[c]","26340","23980"
"Leaver CS","2022","Unknown","Unknown","Human Resources","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","International Trade","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","Female","45","[c]","42410","34890"
"Leaver CS","2022","Unknown","Unknown","Medicine","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","Female","1890","[c]","27190","23700"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","Male","1675","[c]","28490","25110"
"Leaver CS","2022","Unknown","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","Female","165","[c]","29800","27520"
"Leaver CS","2022","Unknown","Unknown","Other","Male","360","[c]","33270","30780"
"Leaver CS","2022","Unknown","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Policy","Female","210","[c]","38380","34020"
"Leaver CS","2022","Unknown","Unknown","Policy","Male","175","[c]","42090","38840"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","Male","40","[c]","41370","40290"
"Leaver CS","2022","Unknown","Unknown","Property","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","Male","35","[c]","31480","26030"
"Leaver CS","2022","Unknown","Unknown","Psychology","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Psychology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Male","45","[c]","28260","25100"
"Leaver CS","2022","Unknown","Unknown","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","Male","75","[c]","28110","25000"
"Leaver CS","2022","Unknown","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","1430","[c]","33720","27570"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","1270","[c]","38500","29250"
"Leaver CS","2022","Unknown","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Veterinarian","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Commercial","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Commercial","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data and Technology","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data and Technology","Male","70","[c]","45920","40580"
"Leaver CS","2022","Unknown","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Inspector of Education and Training","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Knowledge and Information Management","Female","35","[c]","34650","26400"
"Leaver CS","2022","Unknown","White","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Medicine","Female","45","[c]","58030","39920"
"Leaver CS","2022","Unknown","White","Medicine","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Operational Delivery","Female","315","[c]","33570","27900"
"Leaver CS","2022","Unknown","White","Operational Delivery","Male","330","[c]","34860","30750"
"Leaver CS","2022","Unknown","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Other","Female","65","[c]","31430","26350"
"Leaver CS","2022","Unknown","White","Other","Male","120","[c]","33040","26670"
"Leaver CS","2022","Unknown","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Policy","Female","45","[c]","41650","36500"
"Leaver CS","2022","Unknown","White","Policy","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Science and Engineering","Female","50","[c]","44120","40990"
"Leaver CS","2022","Unknown","White","Science and Engineering","Male","60","[c]","44020","38380"
"Leaver CS","2022","Unknown","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Security","Male","80","[c]","33110","39070"
"Leaver CS","2022","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Unknown","Female","240","[c]","41400","32550"
"Leaver CS","2022","Unknown","White","Unknown","Male","180","[c]","41510","35240"
"Leaver CS","2022","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Delivery","Female","50","[c]","28810","27570"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Delivery","Male","35","[c]","28940","27570"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Policy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
