"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","London","Female","235","[c]","42960","35510"
"Leaver CS","2022","No function","Unknown","London","Male","220","[c]","45320","42470"
"Leaver CS","2022","No function","Unknown","Outside London","Female","330","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outside London","Male","250","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Female","95","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","Male","35","[c]","38320","35810"
"Leaver CS","2022","Project Delivery","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outside London","Female","60","[c]","24510","22080"
"Leaver CS","2022","Project Delivery","Other","Outside London","Male","105","[c]","26910","24610"
"Leaver CS","2022","Project Delivery","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","London","Female","55","[c]","46850","38600"
"Leaver CS","2022","Project Delivery","Project Delivery","London","Male","55","[c]","54140","50320"
"Leaver CS","2022","Project Delivery","Project Delivery","Outside London","Female","195","[c]","37320","35310"
"Leaver CS","2022","Project Delivery","Project Delivery","Outside London","Male","295","[c]","40140","39250"
"Leaver CS","2022","Project Delivery","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Outside London","Male","205","[c]","36180","33510"
"Leaver CS","2022","Project Delivery","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Outside London","Female","90","[c]","21480","22010"
"Leaver CS","2022","Property","Operational Delivery","Outside London","Male","40","[c]","21590","21100"
"Leaver CS","2022","Property","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Outside London","Female","130","[c]","31200","27000"
"Leaver CS","2022","Property","Property","Outside London","Male","220","[c]","34580","33300"
"Leaver CS","2022","Property","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","London","Male","40","[c]","30650","26100"
"Leaver CS","2022","Security","Security","Outside London","Female","105","[c]","29660","25000"
"Leaver CS","2022","Security","Security","Outside London","Male","495","[c]","32040","28750"
"Leaver CS","2022","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Outside London","Male","30","[c]","30870","26670"
"Leaver CS","2022","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","London","Male","50","[c]","54900","47000"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Outside London","Male","40","[c]","47990","43710"
"Leaver CS","2022","Unknown","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Outside London","Female","70","[c]","31590","26670"
"Leaver CS","2022","Unknown","Finance","Outside London","Male","90","[c]","36390","33300"
"Leaver CS","2022","Unknown","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Outside London","Female","190","[c]","38000","33110"
"Leaver CS","2022","Unknown","Medicine","Outside London","Male","65","[c]","52450","39030"
"Leaver CS","2022","Unknown","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","London","Female","205","[c]","31350","28990"
"Leaver CS","2022","Unknown","Operational Delivery","London","Male","160","[c]","35440","31520"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","Female","540","[c]","25520","24880"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","Male","585","[c]","27500","25040"
"Leaver CS","2022","Unknown","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","London","Female","90","[c]","32230","28650"
"Leaver CS","2022","Unknown","Other","London","Male","65","[c]","35830","28650"
"Leaver CS","2022","Unknown","Other","Outside London","Female","525","[c]","24020","21380"
"Leaver CS","2022","Unknown","Other","Outside London","Male","655","[c]","26490","21680"
"Leaver CS","2022","Unknown","Other","Overseas","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Male","220","[c]","36440","33570"
"Leaver CS","2022","Unknown","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","London","Female","80","[c]","47090","41970"
"Leaver CS","2022","Unknown","Policy","London","Male","80","[c]","52420","46070"
"Leaver CS","2022","Unknown","Policy","Outside London","Female","65","[c]","37700","34900"
"Leaver CS","2022","Unknown","Policy","Outside London","Male","40","[c]","50570","37430"
"Leaver CS","2022","Unknown","Project Delivery","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","Female","35","[c]","33670","28580"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","Male","160","[c]","32790","26800"
"Leaver CS","2022","Unknown","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","Female","440","[c]","30310","31060"
"Leaver CS","2022","Unknown","Unknown","London","Male","400","[c]","34270","31060"
"Leaver CS","2022","Unknown","Unknown","Outside London","Female","3360","[c]","29520","27570"
"Leaver CS","2022","Unknown","Unknown","Outside London","Male","2630","[c]","32600","27570"
"Leaver CS","2022","Unknown","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","Male","70","[c]","44290","38020"
"Leaver Dept.","2022","Analysis","Economics","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","Male","10","[c]","[c]","[c]"
