"Status","Year","Function_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Overseas","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Unknown","50","[c]","30270","28980"
"Leaver CS","2022","Unknown","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Unknown","245","[c]","36430","33570"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Female","Heterosexual / straight","85","[c]","43420","40640"
"Leaver Dept.","2022","Analysis","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Male","Heterosexual / straight","90","[c]","46470","39780"
"Leaver Dept.","2022","Analysis","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Male","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Female","Heterosexual / straight","45","[c]","36240","35590"
"Leaver Dept.","2022","Analysis","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Male","Heterosexual / straight","40","[c]","41470","39100"
"Leaver Dept.","2022","Analysis","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Male","Unknown","30","[c]","35470","31840"
"Leaver Dept.","2022","Analysis","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Heterosexual / straight","40","[c]","50310","51730"
"Leaver Dept.","2022","Commercial","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Heterosexual / straight","90","[c]","38800","37400"
"Leaver Dept.","2022","Commercial","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Heterosexual / straight","55","[c]","42850","40580"
"Leaver Dept.","2022","Commercial","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Heterosexual / straight","110","[c]","42360","37880"
"Leaver Dept.","2022","Communications","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Female","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Heterosexual / straight","70","[c]","46620","40680"
"Leaver Dept.","2022","Communications","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Heterosexual / straight","50","[c]","36420","34190"
"Leaver Dept.","2022","Communications","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","Heterosexual / straight","30","[c]","28790","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","Heterosexual / straight","40","[c]","30780","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Female","Heterosexual / straight","90","[c]","47050","40600"
"Leaver Dept.","2022","Digital, Data & Technology","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Male","Heterosexual / straight","75","[c]","46770","41310"
"Leaver Dept.","2022","Digital, Data & Technology","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Male","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Male","Unknown","35","[c]","48170","45240"
"Leaver Dept.","2022","Digital, Data & Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Female","Heterosexual / straight","105","[c]","37120","35590"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Male","Heterosexual / straight","150","[c]","41800","37170"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Male","Undeclared","40","[c]","41180","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Male","Unknown","50","[c]","38220","36960"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Female","Heterosexual / straight","75","[c]","46810","41420"
"Leaver Dept.","2022","Finance","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Male","Heterosexual / straight","60","[c]","45650","40000"
"Leaver Dept.","2022","Finance","London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Female","Heterosexual / straight","105","[c]","35170","33320"
"Leaver Dept.","2022","Finance","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Male","Heterosexual / straight","100","[c]","40100","36820"
"Leaver Dept.","2022","Finance","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Female","Heterosexual / straight","190","[c]","41970","34550"
"Leaver Dept.","2022","Human Resources","London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Male","Heterosexual / straight","55","[c]","40450","34550"
"Leaver Dept.","2022","Human Resources","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Female","Heterosexual / straight","210","[c]","36050","30730"
"Leaver Dept.","2022","Human Resources","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Male","Heterosexual / straight","75","[c]","33560","27780"
"Leaver Dept.","2022","Human Resources","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
