"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
