"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","EO","40","[c]","28220","27370"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other","AA/AO","60","[c]","20880","21170"
"Leaver CS","2022","Undeclared","Unknown","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","AA/AO","135","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","EO","60","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Economics","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Economics","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","SEO/HEO","70","[c]","36360","36500"
"Leaver CS","2022","Unknown","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","G6/G7","95","[c]","69690","68000"
"Leaver CS","2022","Unknown","Commercial","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","SEO/HEO","45","[c]","38330","36660"
"Leaver CS","2022","Unknown","Communications","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","EO","65","[c]","27390","27130"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","G6/G7","85","[c]","56130","53420"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","180","[c]","37000","36780"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","EO","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","SEO/HEO","45","[c]","36800","36330"
"Leaver CS","2022","Unknown","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","G6/G7","80","[c]","56460","55000"
"Leaver CS","2022","Unknown","Legal","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","SEO/HEO","30","[c]","39550","38660"
"Leaver CS","2022","Unknown","Legal","Operational Delivery","AA/AO","55","[c]","21890","22200"
"Leaver CS","2022","Unknown","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Inspector of Education and Training","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","EO","35","[c]","26540","26170"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Medicine","SCS level","40","[c]","101890","104580"
"Leaver CS","2022","Unknown","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Operational Delivery","AA/AO","2330","[c]","21420","21260"
"Leaver CS","2022","Unknown","No function","Operational Delivery","EO","730","[c]","29080","27570"
"Leaver CS","2022","Unknown","No function","Operational Delivery","G6/G7","215","[c]","58370","54290"
"Leaver CS","2022","Unknown","No function","Operational Delivery","SCS level","40","[c]","100880","87870"
"Leaver CS","2022","Unknown","No function","Operational Delivery","SEO/HEO","430","[c]","37240","36820"
"Leaver CS","2022","Unknown","No function","Operational Delivery","Unknown","445","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other","EO","70","[c]","23810","24600"
"Leaver CS","2022","Unknown","No function","Other","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other","SEO/HEO","35","[c]","38440","41010"
"Leaver CS","2022","Unknown","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Policy","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Policy","EO","65","[c]","26370","25000"
"Leaver CS","2022","Unknown","No function","Policy","G6/G7","90","[c]","55420","53380"
"Leaver CS","2022","Unknown","No function","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Policy","SEO/HEO","185","[c]","35630","36070"
"Leaver CS","2022","Unknown","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Psychology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Science and Engineering","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Science and Engineering","G6/G7","35","[c]","59940","53830"
"Leaver CS","2022","Unknown","No function","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Science and Engineering","SEO/HEO","70","[c]","37530","38200"
"Leaver CS","2022","Unknown","No function","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","SEO/HEO","120","[c]","33310","32000"
"Leaver CS","2022","Unknown","No function","Unknown","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Veterinarian","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Policy","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Policy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","SEO/HEO","50","[c]","37300","38250"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
