"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","SEO","15","[c]","41610","40400"
"Leaver CS","2022","Animal and Plant Health Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","AO","15","[c]","21240","21300"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","EO","15","[c]","25260","24920"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","AO","15","[c]","21250","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Wales","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AO","50","[c]","20580","18450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","40","[c]","27840","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6","55","[c]","72430","68450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G7","140","[c]","58260","56340"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","HEO","90","[c]","32710","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","60","[c]","102810","94990"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO","50","[c]","41280","40600"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","AO","10","[c]","20970","21050"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","10","[c]","27050","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G7","25","[c]","61960","61710"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","HEO","20","[c]","33020","33930"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","10","[c]","101300","90450"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AO","15","[c]","20680","21090"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","15","[c]","26320","26670"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","HEO","15","[c]","33130","33300"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","HEO","10","[c]","30040","30220"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO","10","[c]","37930","37280"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","North West (England)","EO","15","[c]","23960","24440"
"Leaver CS","2022","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","North West (England)","HEO","10","[c]","29380","29160"
"Leaver CS","2022","Charity Commission","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","South West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","AO","40","[c]","21560","22490"
"Leaver CS","2022","Companies House","Wales","EO","15","[c]","29000","27460"
"Leaver CS","2022","Companies House","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","HEO","15","[c]","34880","36220"
"Leaver CS","2022","Companies House","Wales","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","AO","10","[c]","23040","22770"
"Leaver CS","2022","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","G6","10","[c]","75550","76140"
"Leaver CS","2022","Competition and Markets Authority","London","G7","30","[c]","57720","58530"
"Leaver CS","2022","Competition and Markets Authority","London","HEO","20","[c]","34970","34570"
"Leaver CS","2022","Competition and Markets Authority","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Scotland","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","AO","60","[c]","22470","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","EO","10","[c]","28540","27940"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","HEO","10","[c]","34880","36130"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","SEO","20","[c]","51710","53490"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","AO","15","[c]","21840","22200"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","G7","10","[c]","54470","55610"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","AO","35","[c]","22860","23770"
"Leaver CS","2022","Crown Prosecution Service","London","EO","10","[c]","29480","28310"
"Leaver CS","2022","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","G7","50","[c]","56600","55000"
"Leaver CS","2022","Crown Prosecution Service","London","HEO","10","[c]","36400","37510"
"Leaver CS","2022","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","AO","10","[c]","22330","22200"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","G7","10","[c]","55860","55610"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","AO","10","[c]","22180","22200"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","G7","15","[c]","54710","55610"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","AO","20","[c]","22330","22510"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","G7","20","[c]","58660","56560"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","G7","10","[c]","56680","55610"
"Leaver CS","2022","Crown Prosecution Service","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","AO","10","[c]","22480","22200"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","G7","10","[c]","56880","55310"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","AO","15","[c]","21250","22200"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","G7","15","[c]","58070","56580"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","EO","10","[c]","20090","19690"
"Leaver CS","2022","Defence Equipment and Support","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Scotland","EO","35","[c]","23020","23480"
"Leaver CS","2022","Defence Equipment and Support","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Scotland","HEO","20","[c]","30950","31020"
"Leaver CS","2022","Defence Equipment and Support","Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","EO","25","[c]","21990","21750"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","HEO","15","[c]","32080","30680"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","EO","215","[c]","21690","20480"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","G6","20","[c]","69800","67850"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","G7","65","[c]","53910","54190"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","HEO","200","[c]","30270","30420"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","SCS level","10","[c]","100850","94340"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","SEO","170","[c]","41380","40930"
"Leaver CS","2022","Defence Equipment and Support","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","EO","15","[c]","20460","20600"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","G7","45","[c]","51110","48090"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","HEO","30","[c]","29610","29230"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","SEO","15","[c]","39440","38530"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","AA","30","[c]","17470","17540"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","EO","10","[c]","23620","23490"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","G7","40","[c]","51420","49450"
