"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","10","[c]","29840","27570"
"Leaver CS","2022","40-49","Digital, Data and Technology","London","75","[c]","53980","54670"
"Leaver CS","2022","40-49","Digital, Data and Technology","Outside London","170","[c]","44920","40580"
"Leaver CS","2022","40-49","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","35","[c]","51970","45450"
"Leaver CS","2022","40-49","Finance","Outside London","55","[c]","42440","35940"
"Leaver CS","2022","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","45","[c]","47010","41470"
"Leaver CS","2022","40-49","Human Resources","Outside London","50","[c]","35650","31380"
"Leaver CS","2022","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","Outside London","20","[c]","62220","70500"
"Leaver CS","2022","40-49","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","London","30","[c]","49040","50200"
"Leaver CS","2022","40-49","Knowledge and Information Management","Outside London","70","[c]","37220","36330"
"Leaver CS","2022","40-49","Legal","London","55","[c]","65120","63730"
"Leaver CS","2022","40-49","Legal","Outside London","50","[c]","58480","55000"
"Leaver CS","2022","40-49","Medicine","London","20","[c]","72590","80900"
"Leaver CS","2022","40-49","Medicine","Outside London","80","[c]","51440","39030"
"Leaver CS","2022","40-49","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","London","565","[c]","40340","31090"
"Leaver CS","2022","40-49","Operational Delivery","Outside London","2200","[c]","27630","26900"
"Leaver CS","2022","40-49","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","85","[c]","24200","21840"
"Leaver CS","2022","40-49","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","London","70","[c]","50970","46200"
"Leaver CS","2022","40-49","Other","Outside London","210","[c]","27790","21640"
"Leaver CS","2022","40-49","Other","Overseas","15","[c]","37660","38540"
"Leaver CS","2022","40-49","Other","Unknown","25","[c]","35870","32700"
"Leaver CS","2022","40-49","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","London","125","[c]","60160","57760"
"Leaver CS","2022","40-49","Policy","Outside London","70","[c]","45380","40580"
"Leaver CS","2022","40-49","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","20","[c]","64930","59340"
"Leaver CS","2022","40-49","Project Delivery","Outside London","85","[c]","43000","40580"
"Leaver CS","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","35","[c]","32440","31170"
"Leaver CS","2022","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","London","45","[c]","48130","47130"
"Leaver CS","2022","40-49","Science and Engineering","Outside London","145","[c]","41360","39400"
"Leaver CS","2022","40-49","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","65","[c]","30730","26610"
"Leaver CS","2022","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","215","[c]","59500","57400"
"Leaver CS","2022","40-49","Unknown","Outside London","845","[c]","32970","27570"
"Leaver CS","2022","40-49","Unknown","Unknown","40","[c]","53970","56520"
"Leaver CS","2022","40-49","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","Outside London","10","[c]","39570","38050"
"Leaver CS","2022","50-59","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Outside London","65","[c]","43340","40310"
"Leaver CS","2022","50-59","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","London","15","[c]","47220","42760"
"Leaver CS","2022","50-59","Communications","Outside London","20","[c]","45710","42150"
"Leaver CS","2022","50-59","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","55","[c]","28170","27570"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","London","45","[c]","57490","48680"
"Leaver CS","2022","50-59","Digital, Data and Technology","Outside London","150","[c]","44920","40670"
"Leaver CS","2022","50-59","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","25","[c]","55510","44360"
"Leaver CS","2022","50-59","Finance","Outside London","105","[c]","41050","33630"
"Leaver CS","2022","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","London","30","[c]","49950","50810"
"Leaver CS","2022","50-59","Human Resources","Outside London","75","[c]","39460","35350"
"Leaver CS","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","Outside London","45","[c]","66160","75500"
"Leaver CS","2022","50-59","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","Outside London","25","[c]","28850","27370"
"Leaver CS","2022","50-59","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Knowledge and Information Management","London","25","[c]","49170","52330"
"Leaver CS","2022","50-59","Knowledge and Information Management","Outside London","75","[c]","31450","28870"
"Leaver CS","2022","50-59","Legal","London","35","[c]","69000","67950"
"Leaver CS","2022","50-59","Legal","Outside London","70","[c]","53530","55000"
"Leaver CS","2022","50-59","Medicine","London","20","[c]","91790","95140"
"Leaver CS","2022","50-59","Medicine","Outside London","65","[c]","70070","75970"
"Leaver CS","2022","50-59","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Operational Delivery","London","590","[c]","41250","31880"
"Leaver CS","2022","50-59","Operational Delivery","Outside London","3390","[c]","28840","27370"
"Leaver CS","2022","50-59","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Operational Delivery","Unknown","65","[c]","25000","21840"
"Leaver CS","2022","50-59","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other","London","80","[c]","46610","34630"
"Leaver CS","2022","50-59","Other","Outside London","420","[c]","27610","22330"
"Leaver CS","2022","50-59","Other","Overseas","15","[c]","46170","46600"
"Leaver CS","2022","50-59","Other","Unknown","40","[c]","35720","33420"
"Leaver CS","2022","50-59","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","London","120","[c]","60140","57680"
"Leaver CS","2022","50-59","Policy","Outside London","80","[c]","51710","49620"
"Leaver CS","2022","50-59","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","London","30","[c]","61760","53840"
"Leaver CS","2022","50-59","Project Delivery","Outside London","125","[c]","42460","40150"
"Leaver CS","2022","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Outside London","75","[c]","36340","34450"
"Leaver CS","2022","50-59","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","London","55","[c]","48780","45840"
"Leaver CS","2022","50-59","Science and Engineering","Outside London","185","[c]","45900","43330"
"Leaver CS","2022","50-59","Security","London","15","[c]","35220","33310"
"Leaver CS","2022","50-59","Security","Outside London","175","[c]","34290","39070"
"Leaver CS","2022","50-59","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","London","245","[c]","60670","58920"
"Leaver CS","2022","50-59","Unknown","Outside London","1365","[c]","35800","27570"
"Leaver CS","2022","50-59","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","50","[c]","66860","70000"
"Leaver CS","2022","50-59","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Outside London","60","[c]","41970","40260"
"Leaver CS","2022","60-64","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Outside London","10","[c]","40080","32200"
"Leaver CS","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Outside London","80","[c]","27540","27570"
"Leaver CS","2022","60-64","Digital, Data and Technology","London","20","[c]","58170","54070"
"Leaver CS","2022","60-64","Digital, Data and Technology","Outside London","115","[c]","41610","39070"
"Leaver CS","2022","60-64","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","London","15","[c]","60910","53930"
"Leaver CS","2022","60-64","Finance","Outside London","110","[c]","39190","35480"
"Leaver CS","2022","60-64","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Geography","Outside London","15","[c]","36510","35270"
"Leaver CS","2022","60-64","Human Resources","London","25","[c]","58080","45200"
"Leaver CS","2022","60-64","Human Resources","Outside London","65","[c]","37000","33330"
"Leaver CS","2022","60-64","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Inspector of Education and Training","Outside London","35","[c]","67000","64500"
"Leaver CS","2022","60-64","Intelligence Analysis","London","20","[c]","34510","31870"
"Leaver CS","2022","60-64","Intelligence Analysis","Outside London","10","[c]","29480","27370"
"Leaver CS","2022","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","London","15","[c]","43280","42260"
"Leaver CS","2022","60-64","Knowledge and Information Management","Outside London","40","[c]","28540","27570"
"Leaver CS","2022","60-64","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","London","25","[c]","71020","67800"
"Leaver CS","2022","60-64","Legal","Outside London","50","[c]","57240","57540"
"Leaver CS","2022","60-64","Medicine","London","15","[c]","109650","114000"
"Leaver CS","2022","60-64","Medicine","Outside London","45","[c]","64120","40880"
"Leaver CS","2022","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","London","360","[c]","39160","31880"
"Leaver CS","2022","60-64","Operational Delivery","Outside London","2305","[c]","28770","27570"
"Leaver CS","2022","60-64","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Operational Delivery","Unknown","60","[c]","23210","21840"
"Leaver CS","2022","60-64","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","London","50","[c]","42060","33700"
"Leaver CS","2022","60-64","Other","Outside London","460","[c]","27670","22300"
"Leaver CS","2022","60-64","Other","Overseas","10","[c]","54760","46600"
"Leaver CS","2022","60-64","Other","Unknown","50","[c]","43870","38670"
"Leaver CS","2022","60-64","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","London","80","[c]","58410","59680"
"Leaver CS","2022","60-64","Policy","Outside London","65","[c]","50260","43260"
"Leaver CS","2022","60-64","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","London","15","[c]","58010","62190"
"Leaver CS","2022","60-64","Project Delivery","Outside London","105","[c]","44430","40580"
"Leaver CS","2022","60-64","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","London","15","[c]","54580","45080"
"Leaver CS","2022","60-64","Property","Outside London","80","[c]","36950","34140"
"Leaver CS","2022","60-64","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","London","20","[c]","53090","45440"
"Leaver CS","2022","60-64","Science and Engineering","Outside London","155","[c]","43870","42170"
"Leaver CS","2022","60-64","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","London","15","[c]","37370","36620"
"Leaver CS","2022","60-64","Security","Outside London","120","[c]","37310","39070"
"Leaver CS","2022","60-64","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Tax","Outside London","20","[c]","43370","35980"
"Leaver CS","2022","60-64","Unknown","London","200","[c]","56630","54730"
"Leaver CS","2022","60-64","Unknown","Outside London","1180","[c]","42910","36130"
"Leaver CS","2022","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Outside London","25","[c]","40160","37210"
"Leaver CS","2022","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Outside London","10","[c]","42410","39180"
"Leaver CS","2022","65+","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Outside London","65","[c]","26930","27570"
"Leaver CS","2022","65+","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data and Technology","London","20","[c]","43260","40060"
"Leaver CS","2022","65+","Digital, Data and Technology","Outside London","80","[c]","36140","33300"
"Leaver CS","2022","65+","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","London","10","[c]","41230","35000"
"Leaver CS","2022","65+","Finance","Outside London","75","[c]","33820","33300"
"Leaver CS","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Outside London","25","[c]","28560","26400"
"Leaver CS","2022","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Inspector of Education and Training","Outside London","10","[c]","69260","75490"
"Leaver CS","2022","65+","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intelligence Analysis","Outside London","15","[c]","33600","32670"
"Leaver CS","2022","65+","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Knowledge and Information Management","Outside London","25","[c]","30290","27570"
"Leaver CS","2022","65+","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Outside London","25","[c]","53750","59180"
"Leaver CS","2022","65+","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicine","London","15","[c]","91170","85260"
"Leaver CS","2022","65+","Medicine","Outside London","30","[c]","57570","39030"
"Leaver CS","2022","65+","Operational Delivery","London","305","[c]","31500","29080"
"Leaver CS","2022","65+","Operational Delivery","Outside London","2110","[c]","25690","23830"
"Leaver CS","2022","65+","Operational Delivery","Unknown","40","[c]","22910","21590"
"Leaver CS","2022","65+","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other","London","50","[c]","40430","30800"
"Leaver CS","2022","65+","Other","Outside London","415","[c]","25250","21560"
"Leaver CS","2022","65+","Other","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other","Unknown","20","[c]","37720","32980"
"Leaver CS","2022","65+","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Policy","London","35","[c]","47320","43780"
"Leaver CS","2022","65+","Policy","Outside London","40","[c]","44130","34800"
"Leaver CS","2022","65+","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Outside London","55","[c]","40060","38090"
"Leaver CS","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Outside London","75","[c]","33770","32720"
"Leaver CS","2022","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Science and Engineering","London","15","[c]","52940","40560"
"Leaver CS","2022","65+","Science and Engineering","Outside London","130","[c]","38450","35460"
"Leaver CS","2022","65+","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","London","10","[c]","32210","32860"
"Leaver CS","2022","65+","Security","Outside London","80","[c]","26820","21850"
"Leaver CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","Outside London","10","[c]","38980","31140"
"Leaver CS","2022","65+","Unknown","London","110","[c]","52800","46710"
"Leaver CS","2022","65+","Unknown","Outside London","760","[c]","36910","30570"
"Leaver CS","2022","65+","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Operational Delivery","Outside London","10","[c]","20780","19490"
"Leaver Dept.","2022","16-19","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Outside London","65","[c]","29140","29210"
"Leaver Dept.","2022","20-29","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","London","85","[c]","34710","33790"
"Leaver Dept.","2022","20-29","Communications","Outside London","20","[c]","28440","28700"
"Leaver Dept.","2022","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Outside London","15","[c]","27260","27570"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","London","70","[c]","37700","37640"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","Outside London","75","[c]","31790","31990"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Economics","London","75","[c]","37380","34570"
"Leaver Dept.","2022","20-29","Economics","Outside London","15","[c]","29170","29540"
"Leaver Dept.","2022","20-29","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","London","55","[c]","38440","35050"
"Leaver Dept.","2022","20-29","Finance","Outside London","60","[c]","29580","25340"
"Leaver Dept.","2022","20-29","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","London","115","[c]","31470","32000"
"Leaver Dept.","2022","20-29","Human Resources","Outside London","70","[c]","29260","28000"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","London","15","[c]","32470","29250"
"Leaver Dept.","2022","20-29","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","London","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","London","20","[c]","32960","31400"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","Outside London","10","[c]","30480","27810"
"Leaver Dept.","2022","20-29","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","London","855","[c]","31670","31060"
"Leaver Dept.","2022","20-29","Operational Delivery","Outside London","1535","[c]","24900","24250"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","40","[c]","25180","21840"
"Leaver Dept.","2022","20-29","Operational Research","London","20","[c]","34710","36590"
"Leaver Dept.","2022","20-29","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","London","140","[c]","30770","30720"
"Leaver Dept.","2022","20-29","Other","Outside London","155","[c]","24910","24880"
"Leaver Dept.","2022","20-29","Other","Overseas","[c]","[c]","[c]","[c]"
