"Status","Year","Age","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","16-19","Black","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","London","75","[c]","31550","31060"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","North West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department for Work and Pensions","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","London","135","[c]","31190","32330"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","South West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Department of Health and Social Care","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Revenue and Customs","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Treasury","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Home Office","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","West Midlands (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Ministry of Justice","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","UK Statistics Authority","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Cabinet Office","London","15","[c]","[c]","[c]"
