"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","15","[c]","24900","24900"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","15","[c]","27490","27680"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","20","[c]","53610","53380"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","35","[c]","33220","33570"
"Leaver CS","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","20","[c]","39970","40050"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","EO","20","[c]","25060","26180"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Digital, Culture, Media and Sport","HEO","35","[c]","35010","34020"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","EO","75","[c]","26450","25000"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","G7","10","[c]","51740","51780"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","HEO","25","[c]","32900","32940"
"Leaver CS","2022","20-29","Department for Education (excl. agencies)","SEO","10","[c]","38910","36640"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","115","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","EO","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","10","[c]","18200","18200"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","15","[c]","27900","27850"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","15","[c]","32590","33210"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","EO","10","[c]","28920","30270"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","HEO","30","[c]","34650","34710"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","SEO","10","[c]","42840","42470"
"Leaver CS","2022","20-29","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","AO","1030","[c]","21590","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","EO","870","[c]","28520","27570"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","HEO","25","[c]","34810","35120"
"Leaver CS","2022","20-29","Department for Work and Pensions (excl. agencies)","SEO","20","[c]","40630","39980"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","EO","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","HEO","85","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","SEO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","AA","35","[c]","18250","18310"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","AO","55","[c]","21780","21840"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","AO","20","[c]","22660","21840"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","EO","15","[c]","23790","26130"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Forestry and Land Scotland","AO","15","[c]","25820","25940"
"Leaver CS","2022","20-29","Forestry and Land Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Actuary's Department","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","EO","25","[c]","27790","26950"
"Leaver CS","2022","20-29","Government Legal Department","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Legal Department","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","AA","95","[c]","18940","19060"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","AO","450","[c]","21120","20970"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","EO","65","[c]","25280","25120"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","HEO","35","[c]","31000","30850"
"Leaver CS","2022","20-29","HM Courts and Tribunals Service","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","AO","45","[c]","23160","22600"
"Leaver CS","2022","20-29","HM Land Registry","EO","20","[c]","28080","27130"
"Leaver CS","2022","20-29","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","HEO","15","[c]","35910","33840"
"Leaver CS","2022","20-29","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","AA","290","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","AO","1345","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Prison and Probation Service","Unknown","445","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","AO","690","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","EO","155","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury (excl. agencies)","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","AA","40","[c]","21720","22460"
"Leaver CS","2022","20-29","Home Office","AO","110","[c]","22260","21680"
"Leaver CS","2022","20-29","Home Office","EO","140","[c]","26800","25100"
"Leaver CS","2022","20-29","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","HEO","85","[c]","34450","35050"
"Leaver CS","2022","20-29","Home Office","SEO","30","[c]","42150","41970"
"Leaver CS","2022","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","EO","15","[c]","25180","24030"
"Leaver CS","2022","20-29","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal Aid Agency","AO","10","[c]","20600","20670"
"Leaver CS","2022","20-29","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","AO","15","[c]","22720","21840"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","HEO","10","[c]","31650","31040"
"Leaver CS","2022","20-29","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","EO","30","[c]","27290","27400"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","HEO","15","[c]","32900","32960"
"Leaver CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","SEO","10","[c]","40530","40450"
"Leaver CS","2022","20-29","Met Office","AA","20","[c]","18340","17900"
"Leaver CS","2022","20-29","Met Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","AA","55","[c]","19650","19560"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","AO","155","[c]","24020","23280"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","EO","100","[c]","24840","26350"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","HEO","70","[c]","34780","34140"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","SEO","25","[c]","43080","42120"
"Leaver CS","2022","20-29","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","AA","15","[c]","18810","18200"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","AO","15","[c]","21460","22680"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","EO","35","[c]","25130","26410"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","HEO","30","[c]","32660","33370"
"Leaver CS","2022","20-29","Ministry of Justice (excl. agencies)","SEO","10","[c]","41000","41750"
"Leaver CS","2022","20-29","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","EO","30","[c]","30350","30640"
"Leaver CS","2022","20-29","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Infrastructure Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Records of Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","AO","15","[c]","19580","19750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","EO","25","[c]","25430","25750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","HEO","20","[c]","34240","34240"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Public Guardian","AO","15","[c]","20170","19930"
"Leaver CS","2022","20-29","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning Inspectorate","AO","10","[c]","19300","18290"
"Leaver CS","2022","20-29","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Public Health England","AA","25","[c]","19320","19100"
"Leaver CS","2022","20-29","Public Health England","AO","60","[c]","21020","19880"
"Leaver CS","2022","20-29","Public Health England","EO","70","[c]","25100","25010"
"Leaver CS","2022","20-29","Public Health England","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Public Health England","HEO","50","[c]","30480","30460"
"Leaver CS","2022","20-29","Public Health England","SEO","40","[c]","38210","38200"
"Leaver CS","2022","20-29","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Royal Fleet Auxiliary","Unknown","55","[c]","28110","28980"
"Leaver CS","2022","20-29","Rural Payments Agency","AO","35","[c]","21110","21300"
"Leaver CS","2022","20-29","Rural Payments Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Courts and Tribunals Service","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Courts and Tribunals Service","AO","10","[c]","23190","23780"
"Leaver CS","2022","20-29","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","AA","30","[c]","22520","21050"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","AO","15","[c]","24600","24400"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","EO","25","[c]","27650","27230"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","HEO","20","[c]","33650","33070"
"Leaver CS","2022","20-29","Scottish Government (excl. agencies)","SEO","10","[c]","39640","40240"
"Leaver CS","2022","20-29","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scottish Prison Service","AO","35","[c]","23760","22910"
"Leaver CS","2022","20-29","Scottish Prison Service","EO","10","[c]","31000","30860"
"Leaver CS","2022","20-29","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Student Awards Agency for Scotland","AA","15","[c]","21210","21050"
"Leaver CS","2022","20-29","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Submarine Delivery Agency","Unknown","30","[c]","27900","27540"
"Leaver CS","2022","20-29","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The Insolvency Service","AO","20","[c]","21090","21130"
"Leaver CS","2022","20-29","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Health Security Agency","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Health Security Agency","AO","50","[c]","21010","19880"
"Leaver CS","2022","20-29","UK Health Security Agency","EO","55","[c]","25290","25010"
"Leaver CS","2022","20-29","UK Health Security Agency","G7","15","[c]","52520","52610"
"Leaver CS","2022","20-29","UK Health Security Agency","HEO","65","[c]","31030","32310"
"Leaver CS","2022","20-29","UK Health Security Agency","SEO","30","[c]","38550","38500"
"Leaver CS","2022","20-29","UK Hydrographic Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Space Agency","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","AA","20","[c]","18910","18580"
"Leaver CS","2022","20-29","UK Statistics Authority","AO","75","[c]","20100","19610"
"Leaver CS","2022","20-29","UK Statistics Authority","EO","35","[c]","23720","23630"
"Leaver CS","2022","20-29","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","UK Statistics Authority","HEO","40","[c]","30980","30210"
"Leaver CS","2022","20-29","UK Statistics Authority","SEO","15","[c]","37840","36930"
"Leaver CS","2022","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
