"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","70","[c]","28410","21130"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Digital, Data and Technology","London","10","[c]","36140","32230"
"Leaver CS","2022","The National Archives","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Operational Delivery","London","30","[c]","24480","20510"
"Leaver CS","2022","The National Archives","The National Archives","Other","London","10","[c]","42260","31850"
"Leaver CS","2022","The National Archives","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Unknown","Outside London","20","[c]","46330","39660"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Operational Delivery","London","20","[c]","54580","47000"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Human Resources","London","30","[c]","46140","45670"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Medicine","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Operational Delivery","London","385","[c]","42570","36820"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Operational Delivery","Outside London","135","[c]","31070","25010"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Science and Engineering","London","90","[c]","38950","36330"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Science and Engineering","Outside London","85","[c]","33340","29470"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Digital, Data and Technology","Outside London","20","[c]","42160","36440"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Geography","Outside London","25","[c]","31630","33290"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","London","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Communications","Outside London","10","[c]","30650","29540"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Digital, Data and Technology","Outside London","80","[c]","35300","33020"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Economics","Outside London","30","[c]","21450","19610"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Human Resources","Outside London","20","[c]","31830","29540"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Operational Delivery","London","15","[c]","33900","32540"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Operational Delivery","Outside London","310","[c]","23480","19860"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Project Delivery","Outside London","20","[c]","41840","37170"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Social Research","London","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Social Research","Outside London","20","[c]","33720","30710"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Statistics","London","15","[c]","33360","32540"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Statistics","Outside London","25","[c]","37990","29540"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Legal","London","10","[c]","37650","37230"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Operational Delivery","Outside London","130","[c]","21540","22010"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Property","London","20","[c]","45510","46280"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Property","Outside London","95","[c]","33850","27000"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Finance","Outside London","15","[c]","46570","30990"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Medicine","Outside London","10","[c]","55590","38030"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","Outside London","80","[c]","37090","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Other","Outside London","25","[c]","39000","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Policy","Outside London","65","[c]","48390","38160"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","35","[c]","26570","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","30","[c]","24070","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Legal","London","10","[c]","69170","65680"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","London","1295","[c]","43780","34550"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Outside London","225","[c]","35100","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","285","[c]","39890","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","20","[c]","34430","36070"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","London","20","[c]","31780","27490"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
