"Status","Year","Age","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Project Delivery","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Other","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Project Delivery","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Science and Engineering","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Property","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Property","Male","60","[c]","36340","36300"
"Leaver CS","2022","65+","Security","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Security","Male","80","[c]","27470","23340"
"Leaver CS","2022","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Finance","Male","30","[c]","37380","33300"
"Leaver CS","2022","65+","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Medicine","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Operational Delivery","Female","115","[c]","26280","25220"
"Leaver CS","2022","65+","Unknown","Operational Delivery","Male","100","[c]","28800","27370"
"Leaver CS","2022","65+","Unknown","Other","Female","100","[c]","23270","21380"
"Leaver CS","2022","65+","Unknown","Other","Male","210","[c]","28460","26670"
"Leaver CS","2022","65+","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Policy","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Science and Engineering","Male","45","[c]","30760","23500"
"Leaver CS","2022","65+","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Female","390","[c]","33850","30040"
"Leaver CS","2022","65+","Unknown","Unknown","Male","370","[c]","39020","35240"
"Leaver CS","2022","65+","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Economics","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Economics","Male","45","[c]","34980","33750"
"Leaver Dept.","2022","20-29","Analysis","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Operational Research","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Policy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Policy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Social Research","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Social Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Statistics","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Statistics","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Commercial","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Commercial","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Communications","Female","65","[c]","32460","31650"
"Leaver Dept.","2022","20-29","Communications","Communications","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Female","75","[c]","33900","33050"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Male","65","[c]","33490","32490"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Finance","Female","50","[c]","35790","31990"
"Leaver Dept.","2022","20-29","Finance","Finance","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","Female","135","[c]","29970","28750"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","Female","1385","[c]","27600","27570"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","Male","745","[c]","27570","27570"
"Leaver Dept.","2022","20-29","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Other","Female","90","[c]","27430","27570"
"Leaver Dept.","2022","20-29","No function","Other","Male","55","[c]","28040","27570"
"Leaver Dept.","2022","20-29","No function","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Policy","Female","430","[c]","36380","33960"
"Leaver Dept.","2022","20-29","No function","Policy","Male","350","[c]","37860","34020"
"Leaver Dept.","2022","20-29","No function","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","Female","315","[c]","29080","28590"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","Male","150","[c]","28320","27710"
"Leaver Dept.","2022","20-29","No function","Unknown","Female","530","[c]","34910","32000"
"Leaver Dept.","2022","20-29","No function","Unknown","Male","395","[c]","35120","32000"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Project Delivery","Female","50","[c]","31390","30210"
"Leaver Dept.","2022","20-29","Project Delivery","Project Delivery","Male","55","[c]","31940","29260"
"Leaver Dept.","2022","20-29","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Science and Engineering","Male","30","[c]","25900","27540"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Economics","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Finance","Female","5","[c]","[c]","[c]"
