"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Security","London","Female","35","[c]","34620","34140"
"New entrant CS","2022","Security","London","Male","55","[c]","36340","35530"
"New entrant CS","2022","Security","Outside London","Female","115","[c]","26100","23540"
"New entrant CS","2022","Security","Outside London","Male","455","[c]","27560","25000"
"New entrant CS","2022","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","London","Female","80","[c]","36720","33980"
"New entrant CS","2022","Social Research","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Outside London","Female","145","[c]","32900","30710"
"New entrant CS","2022","Social Research","Outside London","Male","55","[c]","33530","30710"
"New entrant CS","2022","Statistics","London","Female","70","[c]","29290","28310"
"New entrant CS","2022","Statistics","London","Male","90","[c]","33320","31800"
"New entrant CS","2022","Statistics","Outside London","Female","95","[c]","31650","30710"
"New entrant CS","2022","Statistics","Outside London","Male","120","[c]","32100","30710"
"New entrant CS","2022","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","London","Female","115","[c]","34030","30750"
"New entrant CS","2022","Tax","London","Male","120","[c]","34320","37610"
"New entrant CS","2022","Tax","Outside London","Female","1115","[c]","26290","26590"
"New entrant CS","2022","Tax","Outside London","Male","1195","[c]","27060","26590"
"New entrant CS","2022","Unknown","London","Female","805","[c]","35590","28000"
"New entrant CS","2022","Unknown","London","Male","665","[c]","39460","31060"
"New entrant CS","2022","Unknown","Outside London","Female","3620","[c]","30730","27230"
"New entrant CS","2022","Unknown","Outside London","Male","2665","[c]","32020","27230"
"New entrant CS","2022","Unknown","Unknown","Female","170","[c]","33500","28000"
"New entrant CS","2022","Unknown","Unknown","Male","145","[c]","37700","28000"
"New entrant CS","2022","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
