"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Science and Engineering","Heterosexual / straight","250","[c]","43100","40060"
"Leaver Dept.","2022","40-49","Declared non-disabled","Science and Engineering","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Science and Engineering","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Heterosexual / straight","205","[c]","53890","54700"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","Unknown","190","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Operational Delivery","Heterosexual / straight","40","[c]","29600","27570"
"Leaver Dept.","2022","40-49","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Operational Delivery","Undeclared","30","[c]","34980","27570"
"Leaver Dept.","2022","40-49","Undeclared","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data and Technology","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data and Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Knowledge and Information Management","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Medicine","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Operational Delivery","Heterosexual / straight","80","[c]","41950","37480"
"Leaver Dept.","2022","40-49","Unknown","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Operational Delivery","Undeclared","40","[c]","45300","44250"
"Leaver Dept.","2022","40-49","Unknown","Operational Delivery","Unknown","210","[c]","39760","34550"
"Leaver Dept.","2022","40-49","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Policy","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Policy","Unknown","40","[c]","51170","48640"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Science and Engineering","Heterosexual / straight","65","[c]","44470","42380"
"Leaver Dept.","2022","40-49","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Science and Engineering","Undeclared","35","[c]","44320","42830"
"Leaver Dept.","2022","40-49","Unknown","Science and Engineering","Unknown","165","[c]","44730","41620"
"Leaver Dept.","2022","40-49","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","195","[c]","53720","50760"
"Leaver Dept.","2022","40-49","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
