"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","35","[c]","42540","38640"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","35","[c]","50230","51000"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Education","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","65","[c]","28770","25880"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for International Trade","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Transport","Female","50","[c]","34280","26780"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Transport","Male","80","[c]","37640","30730"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Female","515","[c]","27450","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Male","305","[c]","29240","27570"
"Leaver CS","2022","40-49","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Female","260","[c]","46540","41970"
"Leaver CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Male","95","[c]","46790","40070"
"Leaver CS","2022","40-49","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Land Registry","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Female","140","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Male","100","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Treasury","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Home Office","Female","105","[c]","34160","25910"
"Leaver CS","2022","40-49","Declared non-disabled","Home Office","Male","65","[c]","36120","27370"
"Leaver CS","2022","40-49","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Defence","Female","160","[c]","33480","29420"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Defence","Male","190","[c]","36820","35180"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Justice","Female","420","[c]","30700","22570"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Justice","Male","345","[c]","35620","30050"
"Leaver CS","2022","40-49","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","National Crime Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Scottish Government","Female","35","[c]","39100","39520"
"Leaver CS","2022","40-49","Declared non-disabled","Scottish Government","Male","35","[c]","40260","36390"
"Leaver CS","2022","40-49","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","The National Archives","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Statistics Authority","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Statistics Authority","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Welsh Government","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Welsh Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Transport","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department for Work and Pensions","Female","30","[c]","30070","27570"
"Leaver CS","2022","40-49","Undeclared","Department for Work and Pensions","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Revenue and Customs","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Revenue and Customs","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Home Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Ministry of Defence","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Ministry of Justice","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Ministry of Justice","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Attorney General's Departments","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Attorney General's Departments","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Cabinet Office","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Cabinet Office","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Charity Commission","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Education","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Education","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Transport","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Transport","Male","40","[c]","29770","26410"
"Leaver CS","2022","40-49","Unknown","Department for Work and Pensions","Female","95","[c]","27280","27570"
"Leaver CS","2022","40-49","Unknown","Department for Work and Pensions","Male","65","[c]","29700","27570"
"Leaver CS","2022","40-49","Unknown","Department of Health and Social Care","Female","165","[c]","49730","48860"
"Leaver CS","2022","40-49","Unknown","Department of Health and Social Care","Male","100","[c]","55800","51200"
"Leaver CS","2022","40-49","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Land Registry","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Revenue and Customs","Female","115","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Revenue and Customs","Male","80","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence","Female","60","[c]","35310","32700"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence","Male","100","[c]","34840","32400"
"Leaver CS","2022","40-49","Unknown","Ministry of Justice","Female","160","[c]","30190","23200"
"Leaver CS","2022","40-49","Unknown","Ministry of Justice","Male","135","[c]","31310","23860"
"Leaver CS","2022","40-49","Unknown","National Crime Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","National Crime Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Government","Female","40","[c]","36000","31860"
"Leaver CS","2022","40-49","Unknown","Scottish Government","Male","45","[c]","37060","31540"
"Leaver CS","2022","40-49","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Statistics Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Statistics Authority","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Cabinet Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
