"Status","Year","Function_of_post","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Internal Audit Agency","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Internal Audit Agency","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","North West (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Intellectual Property Office","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Intellectual Property Office","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Gas and Electricity Markets","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Public Health England","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Courts and Tribunals Service","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Courts and Tribunals Service","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Prison Service","Scotland","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scottish Prison Service","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The Insolvency Service","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The Insolvency Service","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Health Security Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Hydrographic Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Hydrographic Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Space Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Wales","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","UK Statistics Authority","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Valuation Office Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Valuation Office Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Vehicle Certification Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Vehicle Certification Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Water Services Regulation Authority","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Revenue Authority","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Welsh Revenue Authority","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Government Internal Audit Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","HM Prison and Probation Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Maritime and Coastguard Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Maritime and Coastguard Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Registers of Scotland","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Registers of Scotland","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Prison Service","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scottish Prison Service","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Hydrographic Office","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Hydrographic Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","UK Statistics Authority","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Vehicle Certification Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Vehicle Certification Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cabinet Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cabinet Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Companies House","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Companies House","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Office and Procurator Fiscal Service","Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","East Midlands (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","East of England","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","East of England","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","London","Female","60","[c]","38760","32940"
"Leaver CS","2022","Legal","Crown Prosecution Service","London","Male","35","[c]","48150","54390"
"Leaver CS","2022","Legal","Crown Prosecution Service","North East (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","North East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","North West (England)","Female","30","[c]","41770","41080"
"Leaver CS","2022","Legal","Crown Prosecution Service","North West (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","South East (England)","Female","35","[c]","37890","26970"
"Leaver CS","2022","Legal","Crown Prosecution Service","South East (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","South West (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","South West (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","Wales","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","Wales","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","West Midlands (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","West Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","Yorkshire and The Humber","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Crown Prosecution Service","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education (excl. agencies)","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education (excl. agencies)","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education (excl. agencies)","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Education (excl. agencies)","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","FCDO Services","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","FCDO Services","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Food Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Government Legal Department","London","Female","105","[c]","52190","51250"
"Leaver CS","2022","Legal","Government Legal Department","London","Male","70","[c]","52840","51250"
"Leaver CS","2022","Legal","Government Legal Department","North West (England)","Female","[c]","[c]","[c]","[c]"
