"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","White","UK Statistics Authority","Female","50","[c]","28850","23630"
"Leaver CS","2022","Undeclared","White","UK Statistics Authority","Male","50","[c]","31700","30210"
"Leaver CS","2022","Undeclared","White","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Work and Pensions","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department of Health and Social Care","Female","60","[c]","43180","32930"
"Leaver CS","2022","Unknown","Asian","Department of Health and Social Care","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Land Registry","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Revenue and Customs","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Revenue and Customs","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Home Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Justice","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Statistics Authority","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Education","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department of Health and Social Care","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Revenue and Customs","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Justice","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
