"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Foreign, Commonwealth and Development Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Revenue and Customs","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Operational Delivery","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Operational Delivery","100","[c]","31030","28600"
"Leaver Dept.","2022","Black","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Cabinet Office","Unknown","35","[c]","40100","34550"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Competition and Markets Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
