"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","UK Supreme Court","SEO/HEO","15","[c]","37150","37230"
"Leaver CS","2022","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Cabinet Office","AA/AO","35","[c]","20300","18450"
"Leaver CS","2022","No function","Cabinet Office","EO","20","[c]","27550","27500"
"Leaver CS","2022","No function","Cabinet Office","G6/G7","45","[c]","59150","56870"
"Leaver CS","2022","No function","Cabinet Office","SCS level","20","[c]","87090","85230"
"Leaver CS","2022","No function","Cabinet Office","SEO/HEO","95","[c]","32800","32000"
"Leaver CS","2022","No function","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Chancellor's other departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","EO","15","[c]","24880","24440"
"Leaver CS","2022","No function","Charity Commission","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Charity Commission","SEO/HEO","10","[c]","32000","29380"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","AA/AO","80","[c]","21580","21130"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","EO","70","[c]","26000","24570"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","G6/G7","120","[c]","56740","53600"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","SCS level","20","[c]","88280","75500"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","135","[c]","36030","34500"
"Leaver CS","2022","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","EO","20","[c]","26070","26180"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","G6/G7","35","[c]","54470","51730"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","45","[c]","35000","34020"
"Leaver CS","2022","No function","Department for Education","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Education","EO","50","[c]","26380","25000"
"Leaver CS","2022","No function","Department for Education","G6/G7","65","[c]","57790","56060"
"Leaver CS","2022","No function","Department for Education","SCS level","10","[c]","91130","83650"
"Leaver CS","2022","No function","Department for Education","SEO/HEO","75","[c]","35050","36400"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","AA/AO","110","[c]","22220","21300"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","EO","105","[c]","25600","25100"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","G6/G7","55","[c]","58310","56680"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","250","[c]","36830","36270"
"Leaver CS","2022","No function","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","EO","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","G6/G7","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for International Trade","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","AA/AO","20","[c]","20260","18200"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","EO","15","[c]","28420","27850"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","G6/G7","50","[c]","58990","57000"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","40","[c]","36850","36340"
"Leaver CS","2022","No function","Department for Transport","AA/AO","475","[c]","21820","21840"
"Leaver CS","2022","No function","Department for Transport","EO","335","[c]","27740","26780"
"Leaver CS","2022","No function","Department for Transport","G6/G7","85","[c]","62710","59540"
"Leaver CS","2022","No function","Department for Transport","SCS level","10","[c]","81070","76160"
"Leaver CS","2022","No function","Department for Transport","SEO/HEO","185","[c]","38590","35380"
"Leaver CS","2022","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions","AA/AO","2450","[c]","21390","21260"
"Leaver CS","2022","No function","Department for Work and Pensions","EO","3700","[c]","28310","27570"
"Leaver CS","2022","No function","Department for Work and Pensions","G6/G7","55","[c]","58370","57510"
"Leaver CS","2022","No function","Department for Work and Pensions","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions","SEO/HEO","350","[c]","37440","34290"
"Leaver CS","2022","No function","Department of Health and Social Care","AA/AO","270","[c]","20970","19880"
"Leaver CS","2022","No function","Department of Health and Social Care","EO","430","[c]","25650","25260"
"Leaver CS","2022","No function","Department of Health and Social Care","G6/G7","680","[c]","57470","53830"
"Leaver CS","2022","No function","Department of Health and Social Care","SCS level","205","[c]","98440","95140"
"Leaver CS","2022","No function","Department of Health and Social Care","SEO/HEO","1055","[c]","36200","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","EO","25","[c]","26690","26750"
"Leaver CS","2022","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","SEO/HEO","25","[c]","34350","32830"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AA/AO","95","[c]","22960","22600"
"Leaver CS","2022","No function","HM Land Registry","EO","90","[c]","27550","27130"
"Leaver CS","2022","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","SEO/HEO","70","[c]","35900","33840"
"Leaver CS","2022","No function","HM Revenue and Customs","AA/AO","45","[c]","21930","22080"
"Leaver CS","2022","No function","HM Revenue and Customs","EO","20","[c]","28440","28920"
"Leaver CS","2022","No function","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","SEO/HEO","15","[c]","37900","35980"
"Leaver CS","2022","No function","HM Treasury","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury","G6/G7","50","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Defence","AA/AO","50","[c]","18120","17540"
"Leaver CS","2022","No function","Ministry of Defence","EO","125","[c]","21420","20480"
"Leaver CS","2022","No function","Ministry of Defence","G6/G7","95","[c]","54630","52770"
"Leaver CS","2022","No function","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Defence","SEO/HEO","260","[c]","34760","33530"
"Leaver CS","2022","No function","Ministry of Justice","AA/AO","6245","[c]","20640","20970"
"Leaver CS","2022","No function","Ministry of Justice","EO","775","[c]","25540","25120"
"Leaver CS","2022","No function","Ministry of Justice","G6/G7","195","[c]","60140","59010"
"Leaver CS","2022","No function","Ministry of Justice","SCS level","25","[c]","97240","92800"
"Leaver CS","2022","No function","Ministry of Justice","SEO/HEO","715","[c]","37260","36050"
"Leaver CS","2022","No function","Ministry of Justice","Unknown","1800","[c]","36140","31420"
"Leaver CS","2022","No function","National Crime Agency","AA/AO","20","[c]","24180","23850"
"Leaver CS","2022","No function","National Crime Agency","EO","115","[c]","34280","34140"
"Leaver CS","2022","No function","National Crime Agency","G6/G7","15","[c]","67630","64410"
"Leaver CS","2022","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","National Crime Agency","SEO/HEO","105","[c]","44450","44910"
"Leaver CS","2022","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","20","[c]","21070","21410"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","65","[c]","75940","75500"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60","[c]","48610","51360"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","AA/AO","15","[c]","19580","19630"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","EO","30","[c]","25090","24250"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","G6/G7","35","[c]","63090","62710"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","SEO/HEO","40","[c]","36510","35720"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","G6/G7","15","[c]","59370","59320"
"Leaver CS","2022","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Government","AA/AO","280","[c]","23270","23230"
"Leaver CS","2022","No function","Scottish Government","EO","165","[c]","33270","35000"
"Leaver CS","2022","No function","Scottish Government","G6/G7","15","[c]","60730","60820"
"Leaver CS","2022","No function","Scottish Government","SEO/HEO","70","[c]","41220","40290"
"Leaver CS","2022","No function","The National Archives","AA/AO","20","[c]","19810","20340"
"Leaver CS","2022","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","SEO/HEO","15","[c]","30880","28460"
"Leaver CS","2022","No function","UK Statistics Authority","AA/AO","205","[c]","19830","19610"
"Leaver CS","2022","No function","UK Statistics Authority","EO","35","[c]","23880","23630"
"Leaver CS","2022","No function","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","SEO/HEO","50","[c]","33400","32540"
"Leaver CS","2022","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","G6/G7","15","[c]","59310","59790"
"Leaver CS","2022","Project Delivery","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","G6/G7","15","[c]","63630","59940"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","SEO/HEO","15","[c]","35200","34870"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","30","[c]","56860","57160"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","[c]","38480","39650"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","SEO/HEO","10","[c]","35310","34070"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","AA/AO","20","[c]","20960","21010"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","G6/G7","10","[c]","59140","59590"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","SEO/HEO","25","[c]","36310","35310"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","50","[c]","62420","62120"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","37520","38600"
"Leaver CS","2022","Project Delivery","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","SEO/HEO","10","[c]","38520","39230"
"Leaver CS","2022","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","AA/AO","15","[c]","20650","21150"
"Leaver CS","2022","Project Delivery","Ministry of Defence","EO","195","[c]","22470","22080"
"Leaver CS","2022","Project Delivery","Ministry of Defence","G6/G7","95","[c]","57620","56450"
"Leaver CS","2022","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","SEO/HEO","420","[c]","36010","36460"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Unknown","120","[c]","37180","35650"
"Leaver CS","2022","Project Delivery","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","SEO/HEO","10","[c]","34320","34690"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","G6/G7","15","[c]","58270","59560"
"Leaver CS","2022","Property","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","G6/G7","10","[c]","60060","61340"
"Leaver CS","2022","Property","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","44610","45330"
"Leaver CS","2022","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","AA/AO","135","[c]","21640","22010"
"Leaver CS","2022","Property","HM Revenue and Customs","EO","55","[c]","26210","26030"
"Leaver CS","2022","Property","HM Revenue and Customs","G6/G7","15","[c]","62080","61620"
"Leaver CS","2022","Property","HM Revenue and Customs","SEO/HEO","50","[c]","40900","44530"
"Leaver CS","2022","Property","Ministry of Defence","AA/AO","75","[c]","18810","18890"
"Leaver CS","2022","Property","Ministry of Defence","EO","25","[c]","24670","26350"
"Leaver CS","2022","Property","Ministry of Defence","G6/G7","15","[c]","56700","54540"
"Leaver CS","2022","Property","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","SEO/HEO","90","[c]","37490","36460"
"Leaver CS","2022","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","AA/AO","20","[c]","24920","25420"
"Leaver CS","2022","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","AA/AO","15","[c]","21060","21150"
"Leaver CS","2022","Security","Cabinet Office","EO","20","[c]","26380","26670"
"Leaver CS","2022","Security","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","SEO/HEO","30","[c]","35380","33300"
"Leaver CS","2022","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
