"Status","Year","Disability","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","No function","London","4255","[c]","35200","31060"
"New entrant CS","2022","Declared non-disabled","No function","Outside London","18925","[c]","26530","24250"
"New entrant CS","2022","Declared non-disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","165","[c]","28920","27570"
"New entrant CS","2022","Declared non-disabled","Project Delivery","London","170","[c]","46110","42660"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Outside London","1070","[c]","33960","31000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","London","80","[c]","39150","34440"
"New entrant CS","2022","Declared non-disabled","Property","Outside London","415","[c]","32480","26590"
"New entrant CS","2022","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","London","70","[c]","34140","29970"
"New entrant CS","2022","Declared non-disabled","Security","Outside London","295","[c]","28630","25000"
"New entrant CS","2022","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","London","150","[c]","36470","36590"
"New entrant CS","2022","Declared non-disabled","Unknown","Outside London","3080","[c]","30840","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Outside London","35","[c]","27250","26590"
"New entrant CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Outside London","70","[c]","34770","33000"
"New entrant CS","2022","Undeclared","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Outside London","40","[c]","31030","27570"
"New entrant CS","2022","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","London","310","[c]","34750","32320"
"New entrant CS","2022","Undeclared","No function","Outside London","915","[c]","26780","25120"
"New entrant CS","2022","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Outside London","50","[c]","33080","30730"
"New entrant CS","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Outside London","145","[c]","29410","27230"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","London","205","[c]","37910","33310"
"New entrant CS","2022","Unknown","Analysis","Outside London","170","[c]","31530","30710"
"New entrant CS","2022","Unknown","Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","London","150","[c]","58630","61710"
"New entrant CS","2022","Unknown","Commercial","Outside London","340","[c]","47220","36500"
"New entrant CS","2022","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","London","240","[c]","35990","34260"
"New entrant CS","2022","Unknown","Communications","Outside London","425","[c]","27790","26590"
"New entrant CS","2022","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","London","75","[c]","31800","30750"
"New entrant CS","2022","Unknown","Counter Fraud","Outside London","295","[c]","26830","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Debt","Outside London","315","[c]","21480","21250"
"New entrant CS","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","London","275","[c]","42690","37930"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Outside London","655","[c]","35590","33080"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","London","120","[c]","42570","40650"
"New entrant CS","2022","Unknown","Finance","Outside London","395","[c]","32070","29360"
"New entrant CS","2022","Unknown","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","London","145","[c]","34090","32200"
"New entrant CS","2022","Unknown","Human Resources","Outside London","265","[c]","32350","26820"
"New entrant CS","2022","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","London","90","[c]","37120","30750"
"New entrant CS","2022","Unknown","Legal","Outside London","125","[c]","32370","26030"
"New entrant CS","2022","Unknown","No function","London","3080","[c]","34610","30750"
"New entrant CS","2022","Unknown","No function","Outside London","10400","[c]","25910","23170"
"New entrant CS","2022","Unknown","No function","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Unknown","305","[c]","28380","28000"
"New entrant CS","2022","Unknown","Project Delivery","London","70","[c]","46850","40170"
"New entrant CS","2022","Unknown","Project Delivery","Outside London","490","[c]","33050","33000"
"New entrant CS","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","London","70","[c]","37910","31560"
"New entrant CS","2022","Unknown","Property","Outside London","445","[c]","30130","25000"
"New entrant CS","2022","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","London","80","[c]","32650","28700"
"New entrant CS","2022","Unknown","Security","Outside London","340","[c]","26940","25000"
"New entrant CS","2022","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","London","995","[c]","34480","28650"
"New entrant CS","2022","Unknown","Unknown","Outside London","4525","[c]","29160","24880"
"New entrant CS","2022","Unknown","Unknown","Overseas","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","180","[c]","22370","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
