"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Operational Delivery","1055","[c]","28000","25500"
"Leaver CS","2022","Undeclared","No function","Other","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Policy","65","[c]","44930","39940"
"Leaver CS","2022","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Security","50","[c]","32140","29540"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","65","[c]","29500","28650"
"Leaver CS","2022","Undeclared","Unknown","Other","90","[c]","25380","21580"
"Leaver CS","2022","Undeclared","Unknown","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","280","[c]","31090","27570"
"Leaver CS","2022","Unknown","Analysis","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Economics","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Statistics","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","135","[c]","38410","35420"
"Leaver CS","2022","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","120","[c]","79720","71390"
"Leaver CS","2022","Unknown","Communications","Communications","130","[c]","39820","35680"
"Leaver CS","2022","Unknown","Communications","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","30","[c]","48870","40600"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","360","[c]","39380","36500"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","30","[c]","40110","31030"
"Leaver CS","2022","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Finance","120","[c]","39660","33620"
"Leaver CS","2022","Unknown","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","130","[c]","32790","27270"
"Leaver CS","2022","Unknown","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Legal","125","[c]","52320","53350"
"Leaver CS","2022","Unknown","Legal","Operational Delivery","60","[c]","22520","22200"
"Leaver CS","2022","Unknown","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Geography","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","International Trade","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Knowledge and Information Management","85","[c]","35990","29950"
"Leaver CS","2022","Unknown","No function","Medicine","65","[c]","83310","87080"
"Leaver CS","2022","Unknown","No function","Operational Delivery","4185","[c]","29930","25800"
"Leaver CS","2022","Unknown","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Other","165","[c]","34840","27570"
"Leaver CS","2022","Unknown","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Policy","380","[c]","39090","34830"
"Leaver CS","2022","Unknown","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Science and Engineering","135","[c]","42800","40060"
"Leaver CS","2022","Unknown","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","365","[c]","37020","32000"
"Leaver CS","2022","Unknown","No function","Veterinarian","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Other","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Policy","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","100","[c]","42550","38600"
"Leaver CS","2022","Unknown","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Science and Engineering","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Operational Delivery","45","[c]","22140","22010"
"Leaver CS","2022","Unknown","Property","Other","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","95","[c]","28900","25000"
"Leaver CS","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","180","[c]","30680","26750"
"Leaver CS","2022","Unknown","Security","Unknown","35","[c]","29620","27500"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","50","[c]","49040","45360"
"Leaver CS","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","30","[c]","30150","26930"
"Leaver CS","2022","Unknown","Unknown","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","80","[c]","40530","34530"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","180","[c]","26130","24880"
"Leaver CS","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","530","[c]","32280","30400"
"Leaver CS","2022","Unknown","Unknown","Policy","60","[c]","36570","35050"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","30","[c]","34390","24320"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","2605","[c]","30240","27570"
"Leaver Dept.","2022","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","40","[c]","39480","32650"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Finance","35","[c]","41690","35820"
"Leaver Dept.","2022","Declared disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Human Resources","55","[c]","41760","36650"
"Leaver Dept.","2022","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Medicine","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Operational Delivery","655","[c]","31410","27570"
"Leaver Dept.","2022","Declared disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Other","45","[c]","30600","27570"
"Leaver Dept.","2022","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Policy","160","[c]","42720","38770"
"Leaver Dept.","2022","Declared disabled","No function","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Science and Engineering","125","[c]","36020","32970"
"Leaver Dept.","2022","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","130","[c]","40030","34710"
"Leaver Dept.","2022","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Project Delivery","45","[c]","36670","34020"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Property","10","[c]","[c]","[c]"
