"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Intelligence Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Heterosexual / straight","220","[c]","35060","30000"
"Leaver CS","2022","White","Knowledge and Information Management","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Undeclared","40","[c]","34110","31400"
"Leaver CS","2022","White","Knowledge and Information Management","Unknown","40","[c]","36160","31780"
"Leaver CS","2022","White","Legal","Heterosexual / straight","260","[c]","55100","55000"
"Leaver CS","2022","White","Legal","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Unknown","50","[c]","62470","57400"
"Leaver CS","2022","White","Medicine","Heterosexual / straight","245","[c]","57300","40060"
"Leaver CS","2022","White","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Heterosexual / straight","11165","[c]","28340","26820"
"Leaver CS","2022","White","Operational Delivery","LGBO","960","[c]","27030","26720"
"Leaver CS","2022","White","Operational Delivery","Undeclared","1025","[c]","28720","26780"
"Leaver CS","2022","White","Operational Delivery","Unknown","1115","[c]","29340","26900"
"Leaver CS","2022","White","Operational Research","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Heterosexual / straight","1555","[c]","28010","22330"
"Leaver CS","2022","White","Other","LGBO","85","[c]","28330","24650"
"Leaver CS","2022","White","Other","Undeclared","150","[c]","28160","22270"
"Leaver CS","2022","White","Other","Unknown","125","[c]","36460","27570"
"Leaver CS","2022","White","Planning","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Heterosexual / straight","715","[c]","48290","45870"
"Leaver CS","2022","White","Policy","LGBO","85","[c]","43320","37380"
"Leaver CS","2022","White","Policy","Undeclared","65","[c]","46240","40580"
"Leaver CS","2022","White","Policy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Heterosexual / straight","455","[c]","41820","38070"
"Leaver CS","2022","White","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Undeclared","35","[c]","42850","40580"
"Leaver CS","2022","White","Project Delivery","Unknown","30","[c]","40320","38260"
"Leaver CS","2022","White","Property","Heterosexual / straight","265","[c]","35480","33300"
"Leaver CS","2022","White","Property","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Heterosexual / straight","825","[c]","38300","36330"
"Leaver CS","2022","White","Science and Engineering","LGBO","50","[c]","36540","30800"
"Leaver CS","2022","White","Science and Engineering","Undeclared","75","[c]","36630","34430"
"Leaver CS","2022","White","Science and Engineering","Unknown","105","[c]","42910","40180"
"Leaver CS","2022","White","Security","Heterosexual / straight","445","[c]","32400","29250"
"Leaver CS","2022","White","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Undeclared","40","[c]","33160","39070"
"Leaver CS","2022","White","Security","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Heterosexual / straight","40","[c]","36830","32270"
"Leaver CS","2022","White","Statistics","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Heterosexual / straight","1400","[c]","38750","30720"
"Leaver CS","2022","White","Unknown","LGBO","140","[c]","36780","30120"
"Leaver CS","2022","White","Unknown","Undeclared","90","[c]","37730","31060"
"Leaver CS","2022","White","Unknown","Unknown","3080","[c]","34480","27570"
"Leaver CS","2022","White","Veterinarian","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data and Technology","Heterosexual / straight","65","[c]","41380","36940"
"Leaver Dept.","2022","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Heterosexual / straight","60","[c]","37710","34160"
"Leaver Dept.","2022","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Heterosexual / straight","40","[c]","34460","32170"
"Leaver Dept.","2022","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Medicine","Heterosexual / straight","45","[c]","101210","105480"
"Leaver Dept.","2022","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Medicine","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Delivery","Heterosexual / straight","970","[c]","29630","27570"
"Leaver Dept.","2022","Asian","Operational Delivery","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Delivery","Undeclared","55","[c]","32270","27570"
"Leaver Dept.","2022","Asian","Operational Delivery","Unknown","55","[c]","36710","30880"
"Leaver Dept.","2022","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","Heterosexual / straight","60","[c]","30160","27790"
"Leaver Dept.","2022","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Other","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","Heterosexual / straight","170","[c]","39600","35070"
"Leaver Dept.","2022","Asian","Policy","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Heterosexual / straight","45","[c]","38400","36740"
"Leaver Dept.","2022","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","Heterosexual / straight","190","[c]","34980","32330"
"Leaver Dept.","2022","Asian","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Science and Engineering","Unknown","30","[c]","39740","40070"
"Leaver Dept.","2022","Asian","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Heterosexual / straight","160","[c]","42480","35590"
"Leaver Dept.","2022","Asian","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","Heterosexual / straight","40","[c]","39530","32650"
"Leaver Dept.","2022","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Heterosexual / straight","45","[c]","34440","32330"
"Leaver Dept.","2022","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Medicine","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Heterosexual / straight","490","[c]","32240","29290"
"Leaver Dept.","2022","Black","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Heterosexual / straight","45","[c]","27650","27570"
"Leaver Dept.","2022","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Heterosexual / straight","70","[c]","38940","34530"
"Leaver Dept.","2022","Black","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Heterosexual / straight","35","[c]","39130","38870"
"Leaver Dept.","2022","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Heterosexual / straight","125","[c]","35770","33300"
