"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","London","60","[c]","35070","33310"
"Leaver CS","2022","White","Security","Outside London","515","[c]","32600","32000"
"Leaver CS","2022","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","London","845","[c]","42650","35200"
"Leaver CS","2022","White","Unknown","Outside London","6015","[c]","30450","25930"
"Leaver CS","2022","White","Unknown","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","35","[c]","32000","29200"
"Leaver Dept.","2022","Asian","Analysis","London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","London","55","[c]","44100","38860"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Outside London","35","[c]","39830","37160"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","London","40","[c]","42350","39850"
"Leaver Dept.","2022","Asian","Finance","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","London","45","[c]","35060","32330"
"Leaver Dept.","2022","Asian","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","London","890","[c]","40250","33140"
"Leaver Dept.","2022","Asian","No function","Outside London","720","[c]","31420","27570"
"Leaver Dept.","2022","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Outside London","30","[c]","38170","37200"
"Leaver Dept.","2022","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","London","180","[c]","36680","35070"
"Leaver Dept.","2022","Asian","Unknown","Outside London","180","[c]","27970","25260"
"Leaver Dept.","2022","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","45","[c]","36450","32330"
"Leaver Dept.","2022","Black","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","London","515","[c]","37350","32330"
"Leaver Dept.","2022","Black","No function","Outside London","320","[c]","34280","27570"
"Leaver Dept.","2022","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","100","[c]","37390","35070"
"Leaver Dept.","2022","Black","Unknown","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","London","255","[c]","40780","35880"
"Leaver Dept.","2022","Mixed","No function","Outside London","160","[c]","31690","27570"
"Leaver Dept.","2022","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","London","75","[c]","44140","36330"
"Leaver Dept.","2022","Other ethnicity","No function","Outside London","50","[c]","37690","28590"
"Leaver Dept.","2022","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Outside London","35","[c]","37520","35310"
"Leaver Dept.","2022","Undeclared","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","London","300","[c]","47260","41350"
"Leaver Dept.","2022","Undeclared","No function","Outside London","410","[c]","38970","34230"
"Leaver Dept.","2022","Undeclared","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","London","55","[c]","40500","37300"
"Leaver Dept.","2022","Undeclared","Unknown","Outside London","60","[c]","31470","26180"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","London","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","London","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Outside London","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","London","105","[c]","44520","40240"
"Leaver Dept.","2022","Unknown","Communications","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","London","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Outside London","60","[c]","39320","37910"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Outside London","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Grants Management","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","London","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Outside London","35","[c]","30970","27570"
"Leaver Dept.","2022","Unknown","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","London","45","[c]","52220","54920"
"Leaver Dept.","2022","Unknown","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","London","1345","[c]","40330","33250"
"Leaver Dept.","2022","Unknown","No function","Outside London","690","[c]","29620","27570"
"Leaver Dept.","2022","Unknown","No function","Unknown","210","[c]","35840","32000"
"Leaver Dept.","2022","Unknown","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Outside London","40","[c]","38580","37360"
"Leaver Dept.","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","345","[c]","40820","35050"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","545","[c]","32460","27570"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","160","[c]","45140","39780"
"Leaver Dept.","2022","White","Analysis","Outside London","105","[c]","39240","36840"
"Leaver Dept.","2022","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","65","[c]","50490","51730"
"Leaver Dept.","2022","White","Commercial","Outside London","140","[c]","41100","38590"
"Leaver Dept.","2022","White","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","160","[c]","45620","40070"
"Leaver Dept.","2022","White","Communications","Outside London","80","[c]","38470","37280"
"Leaver Dept.","2022","White","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","75","[c]","29990","27570"
"Leaver Dept.","2022","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","Outside London","35","[c]","24180","21260"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","125","[c]","48890","42000"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","260","[c]","39780","36810"
"Leaver Dept.","2022","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","85","[c]","52250","53130"
"Leaver Dept.","2022","White","Finance","Outside London","200","[c]","38470","35310"
"Leaver Dept.","2022","White","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","30","[c]","26380","24920"
"Leaver Dept.","2022","White","Human Resources","London","180","[c]","44210","36330"
"Leaver Dept.","2022","White","Human Resources","Outside London","280","[c]","35820","30450"
"Leaver Dept.","2022","White","Human Resources","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","75","[c]","49950","51250"
"Leaver Dept.","2022","White","Legal","Outside London","35","[c]","36920","26970"
"Leaver Dept.","2022","White","No function","London","3315","[c]","46350","40350"
"Leaver Dept.","2022","White","No function","Outside London","5295","[c]","35300","28590"
"Leaver Dept.","2022","White","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","180","[c]","38170","33250"
"Leaver Dept.","2022","White","Project Delivery","London","85","[c]","51740","46010"
"Leaver Dept.","2022","White","Project Delivery","Outside London","390","[c]","36570","33730"
"Leaver Dept.","2022","White","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","75","[c]","36050","33340"
"Leaver Dept.","2022","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","45","[c]","42620","37250"
"Leaver Dept.","2022","White","Security","Outside London","55","[c]","34980","33300"
"Leaver Dept.","2022","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","London","630","[c]","49870","43950"
"Leaver Dept.","2022","White","Unknown","Outside London","1410","[c]","29790","25290"
"Leaver Dept.","2022","White","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","London","85","[c]","33700","31800"
"New entrant CS","2022","Asian","Analysis","Outside London","55","[c]","30750","30710"
"New entrant CS","2022","Asian","Analysis","Overseas","[c]","[c]","[c]","[c]"
