"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","UK Hydrographic Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","Female","145","[c]","23640","19860"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","Male","145","[c]","23210","20100"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Revenue Authority","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Revenue Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Other","Female","60","[c]","24230","21980"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Other","Male","105","[c]","26610","24130"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Female","40","[c]","32310","30000"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Project Delivery","Male","90","[c]","35130","31600"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Science and Engineering","Male","160","[c]","36490","33740"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","40","[c]","36750","34290"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Actuary's Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Actuary's Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Intellectual Property Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Female","55","[c]","40390","40000"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Male","100","[c]","42480","40580"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Prison Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Project Delivery","Male","35","[c]","45270","41000"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","Science and Engineering","Male","45","[c]","36810","33500"
"Leaver CS","2022","Project Delivery","The Insolvency Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","The Insolvency Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Debt Management Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Debt Management Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Policy","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Policy","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Wilton Park","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Wilton Park","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Crown Prosecution Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Crown Prosecution Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
