"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Security","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","AO","500","[c]","22160","21680"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","EO","675","[c]","26660","25440"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","G6","95","[c]","68760","68720"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","G7","255","[c]","57650","57460"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","SCS level","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","HEO","400","[c]","33780","33900"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","SEO","275","[c]","42250","41970"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","AA/AO","AO","85","[c]","21510","21260"
"Leaver Dept.","2022","Undeclared","No function","EO","EO","145","[c]","27210","27570"
"Leaver Dept.","2022","Undeclared","No function","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","G6/G7","G7","55","[c]","52550","53130"
"Leaver Dept.","2022","Undeclared","No function","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","SEO/HEO","HEO","115","[c]","32420","32860"
"Leaver Dept.","2022","Undeclared","No function","SEO/HEO","SEO","80","[c]","40510","40220"
"Leaver Dept.","2022","Undeclared","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","G6/G7","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","G6/G7","G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","SEO/HEO","HEO","50","[c]","32090","31060"
"Leaver Dept.","2022","Unknown","Analysis","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","SEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","EO","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","G6/G7","G7","45","[c]","54530","53420"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","SEO/HEO","HEO","105","[c]","34470","34530"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","SEO/HEO","SEO","60","[c]","40500","39820"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","EO","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","HEO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","SEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","EO","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","AA/AO","AA","75","[c]","19950","19520"
"Leaver Dept.","2022","Unknown","No function","AA/AO","AO","335","[c]","21740","21260"
"Leaver Dept.","2022","Unknown","No function","EO","EO","540","[c]","27540","27570"
"Leaver Dept.","2022","Unknown","No function","G6/G7","G6","305","[c]","69610","67810"
"Leaver Dept.","2022","Unknown","No function","G6/G7","G7","720","[c]","53540","53380"
"Leaver Dept.","2022","Unknown","No function","SCS level","SCS level","220","[c]","111600","109880"
"Leaver Dept.","2022","Unknown","No function","SEO/HEO","HEO","1155","[c]","32330","32000"
"Leaver Dept.","2022","Unknown","No function","SEO/HEO","SEO","580","[c]","40570","40560"
"Leaver Dept.","2022","Unknown","No function","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA/AO","AO","285","[c]","22270","21390"
"Leaver Dept.","2022","Unknown","Unknown","EO","EO","205","[c]","26920","27370"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","G7","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","HEO","210","[c]","34230","35050"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","SEO","80","[c]","41380","40680"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","140","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Analysis","SEO/HEO","HEO","60","[c]","32220","31800"
"New entrant CS","2022","Declared disabled","Analysis","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","AA/AO","AO","60","[c]","22160","21260"
"New entrant CS","2022","Declared disabled","Counter Fraud","EO","EO","55","[c]","27590","27570"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","AA/AO","AO","75","[c]","21340","21260"
"New entrant CS","2022","Declared disabled","Debt","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","EO","EO","40","[c]","25890","26300"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","G6/G7","G7","40","[c]","52460","53000"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","HEO","50","[c]","32770","33000"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","SEO/HEO","SEO","40","[c]","39530","39780"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","EO","EO","30","[c]","26640","26880"
"New entrant CS","2022","Declared disabled","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","SEO/HEO","HEO","35","[c]","31300","31660"
"New entrant CS","2022","Declared disabled","Human Resources","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","AA/AO","AO","35","[c]","21830","22200"
"New entrant CS","2022","Declared disabled","Legal","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","G6/G7","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","AA/AO","AA","105","[c]","20710","20890"
"New entrant CS","2022","Declared disabled","No function","AA/AO","AO","980","[c]","21970","21260"
"New entrant CS","2022","Declared disabled","No function","EO","EO","725","[c]","27630","27570"
"New entrant CS","2022","Declared disabled","No function","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","G6/G7","G7","75","[c]","53130","52290"
"New entrant CS","2022","Declared disabled","No function","SCS level","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","SEO/HEO","HEO","330","[c]","32050","32560"
"New entrant CS","2022","Declared disabled","No function","SEO/HEO","SEO","125","[c]","39690","38750"
"New entrant CS","2022","Declared disabled","No function","Unknown","Unknown","1175","[c]","29440","27140"
"New entrant CS","2022","Declared disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","EO","EO","35","[c]","24990","25490"
"New entrant CS","2022","Declared disabled","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
