"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","Male","45","[c]","27060","27000"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","Male","80","[c]","57690","56560"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","Female","55","[c]","36630","36780"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","Male","160","[c]","37570","37190"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","Female","30","[c]","26560","26170"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","Female","40","[c]","55860","55000"
"Leaver CS","2022","Unknown","Legal","G6/G7","Male","40","[c]","57100","55000"
"Leaver CS","2022","Unknown","Legal","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","Female","30","[c]","39030","39030"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","Female","1280","[c]","21290","21260"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","Male","1235","[c]","21720","21260"
"Leaver CS","2022","Unknown","Operational Delivery","EO","Female","380","[c]","28170","27570"
"Leaver CS","2022","Unknown","Operational Delivery","EO","Male","460","[c]","29160","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","Female","135","[c]","58460","55000"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","Male","85","[c]","58640","55310"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","Female","225","[c]","36220","36340"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","Male","235","[c]","37970","36840"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Female","335","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Male","115","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","Female","70","[c]","21500","21380"
"Leaver CS","2022","Unknown","Other","AA/AO","Male","110","[c]","22030","20970"
"Leaver CS","2022","Unknown","Other","EO","Female","70","[c]","25160","27400"
"Leaver CS","2022","Unknown","Other","EO","Male","95","[c]","25630","26670"
"Leaver CS","2022","Unknown","Other","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","Female","65","[c]","38030","40120"
"Leaver CS","2022","Unknown","Other","SEO/HEO","Male","50","[c]","40820","40910"
"Leaver CS","2022","Unknown","Other","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Male","215","[c]","36610","33570"
"Leaver CS","2022","Unknown","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","Female","60","[c]","26820","26660"
"Leaver CS","2022","Unknown","Policy","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","Male","75","[c]","56330","53380"
"Leaver CS","2022","Unknown","Policy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","Female","135","[c]","36930","36500"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","Male","115","[c]","35710","35810"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Male","40","[c]","38010","38600"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Male","30","[c]","23770","25030"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","Female","45","[c]","37230","37270"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","Male","45","[c]","37280","36450"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Male","140","[c]","29730","25680"
"Leaver CS","2022","Unknown","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Female","855","[c]","21650","21260"
"Leaver CS","2022","Unknown","Unknown","AA/AO","Male","630","[c]","22320","21260"
"Leaver CS","2022","Unknown","Unknown","EO","Female","355","[c]","27650","27570"
"Leaver CS","2022","Unknown","Unknown","EO","Male","305","[c]","27880","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Female","115","[c]","62820","62170"
"Leaver CS","2022","Unknown","Unknown","G6/G7","Male","175","[c]","66590","62350"
"Leaver CS","2022","Unknown","Unknown","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Female","230","[c]","35460","34710"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","Male","295","[c]","37200","35590"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","150","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
