"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Asian","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Policy","75","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","Unknown","150","[c]","25750","25110"
"Leaver CS","2022","20-29","Black","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Legal","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Operational Delivery","255","[c]","27540","27570"
"Leaver CS","2022","20-29","Black","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Other","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Policy","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Operational Delivery","170","[c]","25170","25110"
"Leaver CS","2022","20-29","Mixed","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Science and Engineering","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Analysis","Policy","[c]","[c]","[c]","[c]"
