"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Scottish Forestry","Scottish Government","G7","15","15","58030","59590"
"In post","2022","Unknown","Scottish Forestry","Scottish Government","HEO","40","35","38290","38580"
"In post","2022","Unknown","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Forestry","Scottish Government","SEO","25","25","45910","47250"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","AA","450","425","22710","23230"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","AO","515","495","26170","25930"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","EO","1225","1175","28980","28990"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","G6","870","835","72430","75340"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","G7","1540","1470","57930","60940"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","HEO","1910","1850","34280","33790"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","SCS level","215","210","88590","83230"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","SEO","2120","2035","44470","43660"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","G7","20","20","60350","62170"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","SEO","15","15","46410","47490"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","AA","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","AO","165","150","25400","25930"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","EO","65","60","29110","30040"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","G7","15","15","56270","53480"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","HEO","45","45","34220","33070"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","SEO","10","10","47570","47490"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","AA","690","665","21640","21050"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","AO","80","80","24660","24400"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","EO","850","825","27640","27230"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","G6","50","50","73230","74480"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","G7","120","120","57260","57190"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","HEO","400","395","32620","31540"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","SEO","245","240","42400","40810"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","AA","85","80","22580","23230"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","AO","10","10","25700","25930"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","EO","60","55","29070","27940"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","G7","10","10","58400","57190"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","HEO","35","35","35150","34600"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","SEO","30","30","45620","45910"
"In post","2022","Unknown","Transport Scotland","Scottish Government","AA","30","30","22610","23230"
"In post","2022","Unknown","Transport Scotland","Scottish Government","AO","25","25","25100","25120"
"In post","2022","Unknown","Transport Scotland","Scottish Government","EO","45","40","28870","28990"
"In post","2022","Unknown","Transport Scotland","Scottish Government","G6","50","50","73530","75340"
"In post","2022","Unknown","Transport Scotland","Scottish Government","G7","100","100","59070","62170"
"In post","2022","Unknown","Transport Scotland","Scottish Government","HEO","105","105","34140","34600"
"In post","2022","Unknown","Transport Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","Scottish Government","SEO","160","155","45560","47490"
"In post","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","25","25","24260","24370"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","15","15","28150","27960"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","10","10","65660","65290"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","50","45","54490","53870"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","25","25","33190","32640"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","35","30","39280","38750"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","AO","860","790","24250","24630"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","EO","1090","1025","28840","29430"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","G6","230","220","72650","75480"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","G7","855","820","59720","61440"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","HEO","1450","1370","37320","38160"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","SCS level","190","180","87050","79500"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","SEO","1210","1150","46300","47470"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Education (excl. agencies)","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Department for International Trade","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Department for International Trade","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for International Trade","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Food Standards Agency","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Land Registry","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Budget Responsibility","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","10","[c]","57590","57220"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","10","[c]","34570","35000"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","AO","50","[c]","19980","19610"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","EO","10","[c]","24810","23880"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","HEO","35","[c]","31110","30460"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SEO","20","[c]","38360","38340"
"Leaver CS","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G6","35","[c]","82400","81500"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G7","75","[c]","63210","62760"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","25","[c]","128980","125940"
"Leaver CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Commercial Service","Cabinet Office","SEO","15","[c]","38260","38000"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Electronics and Components Agency","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","HEO","[c]","[c]","[c]","[c]"
