"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Heterosexual / straight","45","[c]","47830","42000"
"Leaver CS","2022","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Heterosexual / straight","70","[c]","30450","27570"
"Leaver CS","2022","60-64","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Heterosexual / straight","90","[c]","43760","40760"
"Leaver CS","2022","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Undeclared","35","[c]","39440","37640"
"Leaver CS","2022","60-64","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Heterosexual / straight","55","[c]","42870","40900"
"Leaver CS","2022","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Heterosexual / straight","75","[c]","39680","34510"
"Leaver CS","2022","60-64","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Heterosexual / straight","60","[c]","48230","54770"
"Leaver CS","2022","60-64","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Unknown","35","[c]","50700","55610"
"Leaver CS","2022","60-64","No function","Heterosexual / straight","1865","[c]","34560","27570"
"Leaver CS","2022","60-64","No function","LGBO","65","[c]","32570","27570"
"Leaver CS","2022","60-64","No function","Undeclared","315","[c]","31640","27570"
"Leaver CS","2022","60-64","No function","Unknown","660","[c]","31830","27570"
"Leaver CS","2022","60-64","Project Delivery","Heterosexual / straight","150","[c]","45830","40940"
"Leaver CS","2022","60-64","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Heterosexual / straight","75","[c]","36190","33370"
"Leaver CS","2022","60-64","Property","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Heterosexual / straight","115","[c]","36090","39070"
"Leaver CS","2022","60-64","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Heterosexual / straight","780","[c]","35700","28920"
"Leaver CS","2022","60-64","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Undeclared","170","[c]","32610","29200"
"Leaver CS","2022","60-64","Unknown","Unknown","1160","[c]","40150","35130"
"Leaver CS","2022","65+","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Heterosexual / straight","45","[c]","26480","27570"
"Leaver CS","2022","65+","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Heterosexual / straight","35","[c]","22500","21260"
"Leaver CS","2022","65+","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Debt","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Heterosexual / straight","65","[c]","38780","33300"
"Leaver CS","2022","65+","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Heterosexual / straight","40","[c]","32510","29200"
"Leaver CS","2022","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Heterosexual / straight","35","[c]","46620","53050"
"Leaver CS","2022","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Heterosexual / straight","1560","[c]","28650","26120"
"Leaver CS","2022","65+","No function","LGBO","50","[c]","28860","27570"
"Leaver CS","2022","65+","No function","Undeclared","290","[c]","28860","25490"
"Leaver CS","2022","65+","No function","Unknown","610","[c]","29870","26900"
"Leaver CS","2022","65+","Project Delivery","Heterosexual / straight","95","[c]","36020","34110"
"Leaver CS","2022","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Heterosexual / straight","75","[c]","33870","30230"
"Leaver CS","2022","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Heterosexual / straight","80","[c]","28350","26160"
"Leaver CS","2022","65+","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Heterosexual / straight","615","[c]","30660","26670"
"Leaver CS","2022","65+","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Undeclared","110","[c]","28440","26060"
"Leaver CS","2022","65+","Unknown","Unknown","745","[c]","36700","31060"
"Leaver CS","2022","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Heterosexual / straight","140","[c]","35970","34320"
"Leaver Dept.","2022","20-29","Analysis","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Unknown","45","[c]","35190","31390"
"Leaver Dept.","2022","20-29","Commercial","Heterosexual / straight","40","[c]","31460","27710"
"Leaver Dept.","2022","20-29","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Heterosexual / straight","70","[c]","33100","33260"
"Leaver Dept.","2022","20-29","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Heterosexual / straight","100","[c]","33630","33100"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Heterosexual / straight","65","[c]","33120","31020"
"Leaver Dept.","2022","20-29","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Heterosexual / straight","155","[c]","30330","28000"
"Leaver Dept.","2022","20-29","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Heterosexual / straight","40","[c]","25680","24590"
"Leaver Dept.","2022","20-29","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Heterosexual / straight","2750","[c]","30090","27680"
"Leaver Dept.","2022","20-29","No function","LGBO","395","[c]","31060","28590"
"Leaver Dept.","2022","20-29","No function","Undeclared","445","[c]","29570","27570"
"Leaver Dept.","2022","20-29","No function","Unknown","980","[c]","31590","32000"
"Leaver Dept.","2022","20-29","Project Delivery","Heterosexual / straight","140","[c]","29460","27540"
"Leaver Dept.","2022","20-29","Project Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Heterosexual / straight","395","[c]","30210","27570"
"Leaver Dept.","2022","20-29","Unknown","LGBO","55","[c]","31270","28740"
"Leaver Dept.","2022","20-29","Unknown","Undeclared","65","[c]","32590","28670"
"Leaver Dept.","2022","20-29","Unknown","Unknown","685","[c]","31690","29070"
"Leaver Dept.","2022","30-39","Analysis","Heterosexual / straight","70","[c]","45160","42980"
"Leaver Dept.","2022","30-39","Analysis","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Analysis","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Heterosexual / straight","80","[c]","40060","40000"
"Leaver Dept.","2022","30-39","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","Heterosexual / straight","90","[c]","41310","37280"
"Leaver Dept.","2022","30-39","Communications","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","Heterosexual / straight","135","[c]","40760","38000"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","Unknown","40","[c]","37610","36410"
"Leaver Dept.","2022","30-39","Finance","Heterosexual / straight","95","[c]","40410","36580"
"Leaver Dept.","2022","30-39","Finance","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Heterosexual / straight","160","[c]","37730","32330"
"Leaver Dept.","2022","30-39","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Heterosexual / straight","45","[c]","44090","51250"
"Leaver Dept.","2022","30-39","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Heterosexual / straight","2735","[c]","37220","32330"
"Leaver Dept.","2022","30-39","No function","LGBO","260","[c]","38400","34960"
"Leaver Dept.","2022","30-39","No function","Undeclared","390","[c]","39770","36800"
"Leaver Dept.","2022","30-39","No function","Unknown","700","[c]","38300","32770"
"Leaver Dept.","2022","30-39","Project Delivery","Heterosexual / straight","120","[c]","39860","38570"
"Leaver Dept.","2022","30-39","Project Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","30","[c]","43940","42200"
"Leaver Dept.","2022","30-39","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Heterosexual / straight","500","[c]","35720","30810"
"Leaver Dept.","2022","30-39","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Undeclared","75","[c]","36510","32390"
"Leaver Dept.","2022","30-39","Unknown","Unknown","630","[c]","35290","30820"
"Leaver Dept.","2022","40-49","Analysis","Heterosexual / straight","40","[c]","54920","53130"
"Leaver Dept.","2022","40-49","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","Heterosexual / straight","50","[c]","48850","49340"
"Leaver Dept.","2022","40-49","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","Heterosexual / straight","65","[c]","46960","40640"
"Leaver Dept.","2022","40-49","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","Heterosexual / straight","30","[c]","32570","27570"
"Leaver Dept.","2022","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","Heterosexual / straight","130","[c]","48060","42440"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","Unknown","40","[c]","46570","44830"
"Leaver Dept.","2022","40-49","Finance","Heterosexual / straight","100","[c]","45520","41170"
"Leaver Dept.","2022","40-49","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","Heterosexual / straight","135","[c]","40490","36540"
"Leaver Dept.","2022","40-49","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","Heterosexual / straight","35","[c]","51840","56660"
"Leaver Dept.","2022","40-49","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","Heterosexual / straight","2045","[c]","42180","36330"
"Leaver Dept.","2022","40-49","No function","LGBO","135","[c]","44900","39660"
"Leaver Dept.","2022","40-49","No function","Undeclared","350","[c]","42910","39170"
"Leaver Dept.","2022","40-49","No function","Unknown","615","[c]","44750","40560"
"Leaver Dept.","2022","40-49","Project Delivery","Heterosexual / straight","140","[c]","45750","41920"
"Leaver Dept.","2022","40-49","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","20","[c]","[c]","[c]"
