"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Heterosexual / straight","475","[c]","22090","21260"
"Leaver CS","2022","Unknown","AA/AO","LGBO","40","[c]","21740","21260"
"Leaver CS","2022","Unknown","AA/AO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","3190","[c]","22210","21260"
"Leaver CS","2022","Unknown","EO","Heterosexual / straight","360","[c]","28150","27570"
"Leaver CS","2022","Unknown","EO","LGBO","40","[c]","27670","27570"
"Leaver CS","2022","Unknown","EO","Undeclared","45","[c]","27750","27570"
"Leaver CS","2022","Unknown","EO","Unknown","1340","[c]","28080","27570"
"Leaver CS","2022","Unknown","G6/G7","Heterosexual / straight","260","[c]","62740","60690"
"Leaver CS","2022","Unknown","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","555","[c]","64910","62170"
"Leaver CS","2022","Unknown","SCS level","Heterosexual / straight","65","[c]","91530","84100"
"Leaver CS","2022","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Unknown","100","[c]","112270","105000"
"Leaver CS","2022","Unknown","SEO/HEO","Heterosexual / straight","375","[c]","38850","38540"
"Leaver CS","2022","Unknown","SEO/HEO","LGBO","40","[c]","38460","36710"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","45","[c]","37700","36380"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","1175","[c]","36740","36130"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","185","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","170","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Heterosexual / straight","35","[c]","26340","26670"
"Leaver Dept.","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Heterosexual / straight","60","[c]","55310","53740"
"Leaver Dept.","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Heterosexual / straight","170","[c]","35950","36500"
"Leaver Dept.","2022","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Undeclared","105","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Heterosexual / straight","55","[c]","59830","57420"
"Leaver Dept.","2022","Communications","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Heterosexual / straight","130","[c]","36580","36330"
"Leaver Dept.","2022","Communications","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Heterosexual / straight","35","[c]","27930","27570"
"Leaver Dept.","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","EO","Heterosexual / straight","55","[c]","27490","27350"
"Leaver Dept.","2022","Digital, Data and Technology","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Heterosexual / straight","105","[c]","58010","55740"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","245","[c]","37260","36840"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Undeclared","105","[c]","36430","36330"
"Leaver Dept.","2022","Digital, Data and Technology","SEO/HEO","Unknown","80","[c]","37890","37710"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Heterosexual / straight","55","[c]","33810","33990"
"Leaver Dept.","2022","Economics","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Heterosexual / straight","60","[c]","25880","26000"
"Leaver Dept.","2022","Finance","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Heterosexual / straight","95","[c]","57910","56460"
"Leaver Dept.","2022","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Heterosexual / straight","180","[c]","36910","36330"
"Leaver Dept.","2022","Finance","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","Unknown","35","[c]","36970","37050"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Heterosexual / straight","40","[c]","22150","21830"
"Leaver Dept.","2022","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Heterosexual / straight","95","[c]","26990","26880"
"Leaver Dept.","2022","Human Resources","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Heterosexual / straight","110","[c]","57840","55550"
"Leaver Dept.","2022","Human Resources","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Heterosexual / straight","195","[c]","34810","33550"
"Leaver Dept.","2022","Human Resources","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Heterosexual / straight","90","[c]","57080","55930"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","75","[c]","36020","36740"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Heterosexual / straight","50","[c]","60780","60490"
"Leaver Dept.","2022","Legal","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","35","[c]","59270","58930"
"Leaver Dept.","2022","Legal","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
