"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","Heterosexual / straight","35","[c]","54070","55000"
"Leaver CS","2022","Unknown","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","Unknown","35","[c]","59110","55610"
"Leaver CS","2022","Unknown","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","Heterosexual / straight","240","[c]","21880","21590"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","Unknown","2230","[c]","21380","21260"
"Leaver CS","2022","Unknown","Operational Delivery","EO","Heterosexual / straight","165","[c]","30670","30620"
"Leaver CS","2022","Unknown","Operational Delivery","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","EO","Unknown","630","[c]","28240","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","Heterosexual / straight","40","[c]","57740","53620"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","Unknown","145","[c]","58620","54490"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","Heterosexual / straight","125","[c]","39210","40070"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","Unknown","285","[c]","36200","36050"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","Unknown","425","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","Heterosexual / straight","55","[c]","21900","20970"
"Leaver CS","2022","Unknown","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","Unknown","100","[c]","22020","21380"
"Leaver CS","2022","Unknown","Other","EO","Heterosexual / straight","40","[c]","27500","27400"
"Leaver CS","2022","Unknown","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","EO","Unknown","110","[c]","24460","26350"
"Leaver CS","2022","Unknown","Other","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","Unknown","90","[c]","38970","40370"
"Leaver CS","2022","Unknown","Other","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Unknown","Unknown","240","[c]","36090","33420"
"Leaver CS","2022","Unknown","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","Unknown","45","[c]","27180","28500"
"Leaver CS","2022","Unknown","Policy","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","Unknown","75","[c]","57630","53380"
"Leaver CS","2022","Unknown","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","Heterosexual / straight","50","[c]","36320","36500"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","Unknown","125","[c]","35920","35810"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","Unknown","45","[c]","37850","38600"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","Heterosexual / straight","40","[c]","36260","33330"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","Unknown","40","[c]","37410","35610"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Heterosexual / straight","60","[c]","32690","39070"
"Leaver CS","2022","Unknown","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","Unknown","80","[c]","26630","25000"
"Leaver CS","2022","Unknown","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
