"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Declared non-disabled","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","AA","90","[c]","18870","18240"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","AO","560","[c]","21540","21260"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","EO","650","[c]","28080","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","G6","30","[c]","68900","68220"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","G7","70","[c]","57250","56080"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","HEO","185","[c]","34470","34290"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","SEO","110","[c]","43540","42740"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Delivery","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Other","AA","50","[c]","19440","19050"
"Leaver CS","2022","60-64","Declared non-disabled","Other","AO","115","[c]","21530","21260"
"Leaver CS","2022","60-64","Declared non-disabled","Other","EO","85","[c]","27190","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Other","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Other","HEO","50","[c]","34240","33630"
"Leaver CS","2022","60-64","Declared non-disabled","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Other","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Policy","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Property","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","SEO","35","[c]","43060","42400"
"Leaver CS","2022","60-64","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","AO","40","[c]","35540","39070"
"Leaver CS","2022","60-64","Declared non-disabled","Security","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","AO","195","[c]","23430","21840"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","EO","160","[c]","29690","28990"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","G6","50","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","G7","75","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","HEO","135","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","SEO","85","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","AO","85","[c]","21450","21010"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","EO","55","[c]","28290","27570"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Inspector of Education and Training","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","AO","85","[c]","21880","21260"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","EO","85","[c]","31450","30570"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","HEO","35","[c]","38420","37710"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","Unknown","50","[c]","44960","39040"
"Leaver CS","2022","60-64","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","AO","130","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","EO","65","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
