"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Other","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","HEO","Female","105","[c]","32910","33340"
"Leaver CS","2022","Declared non-disabled","Other","HEO","Male","110","[c]","32770","33300"
"Leaver CS","2022","Declared non-disabled","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","SEO","Male","70","[c]","43280","40980"
"Leaver CS","2022","Declared non-disabled","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","EO","Female","55","[c]","27510","28490"
"Leaver CS","2022","Declared non-disabled","Policy","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","G6","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","G6","Male","55","[c]","68200","66680"
"Leaver CS","2022","Declared non-disabled","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","G7","Female","110","[c]","55060","53600"
"Leaver CS","2022","Declared non-disabled","Policy","G7","Male","105","[c]","56230","53760"
"Leaver CS","2022","Declared non-disabled","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","HEO","Female","125","[c]","34550","34020"
"Leaver CS","2022","Declared non-disabled","Policy","HEO","Male","105","[c]","34410","33640"
"Leaver CS","2022","Declared non-disabled","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","SCS level","Male","35","[c]","94670","87740"
"Leaver CS","2022","Declared non-disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","SEO","Female","60","[c]","41120","40170"
"Leaver CS","2022","Declared non-disabled","Policy","SEO","Male","65","[c]","41950","40610"
"Leaver CS","2022","Declared non-disabled","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","Female","30","[c]","25750","26290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G7","Female","40","[c]","53250","53440"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G7","Male","40","[c]","54570","54540"
"Leaver CS","2022","Declared non-disabled","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HEO","Female","50","[c]","32140","33090"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HEO","Male","80","[c]","32600","33050"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO","Female","55","[c]","39830","40000"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO","Male","85","[c]","41050","40580"
"Leaver CS","2022","Declared non-disabled","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HEO","Male","50","[c]","34630","34000"
"Leaver CS","2022","Declared non-disabled","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","SEO","Male","35","[c]","43500","42900"
"Leaver CS","2022","Declared non-disabled","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AO","Female","45","[c]","21460","21230"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AO","Male","45","[c]","21580","21830"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","EO","Female","50","[c]","25320","24990"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","EO","Male","90","[c]","24570","25390"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G7","Female","65","[c]","51650","51590"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G7","Male","85","[c]","54550","54100"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","HEO","Female","100","[c]","31670","31190"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","HEO","Male","165","[c]","32320","32240"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO","Female","140","[c]","40770","40060"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO","Male","130","[c]","41470","40650"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","Male","35","[c]","37010","37970"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","AA","Male","75","[c]","20970","19810"
"Leaver CS","2022","Declared non-disabled","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","AO","Female","35","[c]","28950","24610"
"Leaver CS","2022","Declared non-disabled","Security","AO","Male","150","[c]","32750","39070"
"Leaver CS","2022","Declared non-disabled","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","EO","Male","40","[c]","36600","43920"
"Leaver CS","2022","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AO","Female","1020","[c]","21890","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","AO","Male","590","[c]","23220","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Female","505","[c]","28550","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Male","365","[c]","28530","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6","Female","70","[c]","68830","66440"
"Leaver CS","2022","Declared non-disabled","Unknown","G6","Male","100","[c]","72370","71620"
"Leaver CS","2022","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G7","Female","125","[c]","55630","54700"
"Leaver CS","2022","Declared non-disabled","Unknown","G7","Male","180","[c]","58430","57870"
"Leaver CS","2022","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HEO","Female","250","[c]","34840","34640"
"Leaver CS","2022","Declared non-disabled","Unknown","HEO","Male","280","[c]","35340","35590"
"Leaver CS","2022","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Male","75","[c]","91820","90400"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO","Female","170","[c]","42560","42170"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO","Male","180","[c]","43460","43360"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Female","120","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
