"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Operational Research","Outside London","15","[c]","46260","41690"
"Leaver CS","2022","No function","Other","London","270","[c]","42500","31480"
"Leaver CS","2022","No function","Other","Outside London","440","[c]","28750","27570"
"Leaver CS","2022","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","Outside London","15","[c]","46900","49380"
"Leaver CS","2022","No function","Policy","London","885","[c]","45850","40220"
"Leaver CS","2022","No function","Policy","Outside London","295","[c]","42200","36500"
"Leaver CS","2022","No function","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Outside London","45","[c]","39770","36660"
"Leaver CS","2022","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Outside London","100","[c]","35820","34340"
"Leaver CS","2022","No function","Science and Engineering","London","240","[c]","42580","40060"
"Leaver CS","2022","No function","Science and Engineering","Outside London","665","[c]","37610","35910"
"Leaver CS","2022","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","25","[c]","38770","33370"
"Leaver CS","2022","No function","Unknown","London","455","[c]","44170","40600"
"Leaver CS","2022","No function","Unknown","Outside London","580","[c]","40450","31290"
"Leaver CS","2022","No function","Unknown","Unknown","135","[c]","38980","32000"
"Leaver CS","2022","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","40","[c]","39970","37940"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","35","[c]","40730","34450"
"Leaver CS","2022","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","15","[c]","42300","38070"
"Leaver CS","2022","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","65","[c]","34740","30220"
"Leaver CS","2022","Project Delivery","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outside London","165","[c]","26040","23630"
"Leaver CS","2022","Project Delivery","Other","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","45","[c]","62180","60520"
"Leaver CS","2022","Project Delivery","Policy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","London","110","[c]","50460","41600"
"Leaver CS","2022","Project Delivery","Project Delivery","Outside London","495","[c]","39120","38070"
"Leaver CS","2022","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Unknown","15","[c]","36340","33630"
"Leaver CS","2022","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Outside London","230","[c]","35860","33460"
"Leaver CS","2022","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","London","20","[c]","68910","64500"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Outside London","130","[c]","21520","21880"
"Leaver CS","2022","Property","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Outside London","30","[c]","31230","26900"
"Leaver CS","2022","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","London","45","[c]","46800","45200"
"Leaver CS","2022","Property","Property","Outside London","350","[c]","33350","31990"
"Leaver CS","2022","Property","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","London","30","[c]","35200","36000"
"Leaver CS","2022","Security","Intelligence Analysis","Outside London","30","[c]","34620","33300"
"Leaver CS","2022","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Security","London","50","[c]","31020","28840"
"Leaver CS","2022","Security","Security","Outside London","600","[c]","31630","27750"
"Leaver CS","2022","Security","Security","Unknown","10","[c]","27410","26410"
"Leaver CS","2022","Security","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Outside London","60","[c]","31400","30600"
"Leaver CS","2022","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","20","[c]","39820","39650"
"Leaver CS","2022","Unknown","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","London","75","[c]","54010","45790"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Outside London","55","[c]","48200","43710"
"Leaver CS","2022","Unknown","Economics","London","15","[c]","31940","35050"
"Leaver CS","2022","Unknown","Finance","London","20","[c]","47410","42200"
"Leaver CS","2022","Unknown","Finance","Outside London","160","[c]","34250","33300"
"Leaver CS","2022","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","25","[c]","44100","37510"
"Leaver CS","2022","Unknown","Human Resources","Outside London","20","[c]","37470","28630"
"Leaver CS","2022","Unknown","Intelligence Analysis","London","25","[c]","30440","28810"
"Leaver CS","2022","Unknown","Intelligence Analysis","Outside London","45","[c]","26730","27370"
"Leaver CS","2022","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Outside London","255","[c]","41740","35300"
"Leaver CS","2022","Unknown","Medicine","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","London","360","[c]","33140","29080"
"Leaver CS","2022","Unknown","Operational Delivery","Outside London","1130","[c]","26550","24890"
"Leaver CS","2022","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","London","155","[c]","33800","28650"
"Leaver CS","2022","Unknown","Other","Outside London","1180","[c]","25390","21380"
"Leaver CS","2022","Unknown","Other","Overseas","55","[c]","39740","40120"
"Leaver CS","2022","Unknown","Other","Unknown","250","[c]","35580","32700"
"Leaver CS","2022","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","London","165","[c]","49830","42900"
"Leaver CS","2022","Unknown","Policy","Outside London","105","[c]","42800","35930"
"Leaver CS","2022","Unknown","Project Delivery","London","45","[c]","51430","44500"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","30","[c]","37760","36570"
"Leaver CS","2022","Unknown","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","London","20","[c]","51270","45070"
"Leaver CS","2022","Unknown","Science and Engineering","Outside London","190","[c]","32950","27320"
"Leaver CS","2022","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","15","[c]","37470","35050"
"Leaver CS","2022","Unknown","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","London","10","[c]","40530","42870"
"Leaver CS","2022","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","London","10","[c]","26150","22460"
"Leaver CS","2022","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","835","[c]","31770","31060"
"Leaver CS","2022","Unknown","Unknown","Outside London","5990","[c]","30900","27570"
"Leaver CS","2022","Unknown","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","80","[c]","31960","28270"
"Leaver CS","2022","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","London","110","[c]","43810","36950"
"Leaver Dept.","2022","Analysis","Economics","Outside London","20","[c]","32910","30210"
"Leaver Dept.","2022","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","Outside London","15","[c]","32740","30210"
"Leaver Dept.","2022","Analysis","Operational Research","London","10","[c]","40430","38280"
"Leaver Dept.","2022","Analysis","Operational Research","Outside London","10","[c]","41410","42540"
"Leaver Dept.","2022","Analysis","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","London","25","[c]","47890","45250"
"Leaver Dept.","2022","Analysis","Policy","Outside London","15","[c]","43410","41990"
"Leaver Dept.","2022","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","Outside London","10","[c]","36220","32700"
"Leaver Dept.","2022","Analysis","Social Research","London","30","[c]","42930","42460"
"Leaver Dept.","2022","Analysis","Social Research","Outside London","25","[c]","36650","31320"
"Leaver Dept.","2022","Analysis","Statistics","London","65","[c]","43560","40640"
"Leaver Dept.","2022","Analysis","Statistics","Outside London","40","[c]","37940","36960"
"Leaver Dept.","2022","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","London","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","London","135","[c]","49630","49650"
"Leaver Dept.","2022","Commercial","Commercial","Outside London","215","[c]","40890","38980"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","50","[c]","33690","31770"
"Leaver Dept.","2022","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","London","30","[c]","50060","54700"
"Leaver Dept.","2022","Commercial","Unknown","Outside London","10","[c]","52380","53180"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","London","255","[c]","43540","38290"
"Leaver Dept.","2022","Communications","Communications","Outside London","100","[c]","36540","34190"
"Leaver Dept.","2022","Communications","Communications","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","London","60","[c]","44250","39810"
"Leaver Dept.","2022","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","London","30","[c]","35390","33100"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","Outside London","85","[c]","29290","27570"
"Leaver Dept.","2022","Counter Fraud","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","Outside London","15","[c]","26450","27570"
"Leaver Dept.","2022","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","London","10","[c]","38310","32000"
"Leaver Dept.","2022","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","Outside London","55","[c]","23190","21260"
"Leaver Dept.","2022","Debt","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","London","235","[c]","46190","41030"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Outside London","390","[c]","39740","36780"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","50","[c]","34830","31040"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","Outside London","15","[c]","34810","31920"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","London","50","[c]","48170","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","London","195","[c]","47890","41530"
"Leaver Dept.","2022","Finance","Finance","Outside London","300","[c]","38440","35310"
"Leaver Dept.","2022","Finance","Finance","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","London","15","[c]","47410","41820"
"Leaver Dept.","2022","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","Outside London","60","[c]","24620","21300"
"Leaver Dept.","2022","Human Resources","Human Resources","London","270","[c]","40110","33620"
"Leaver Dept.","2022","Human Resources","Human Resources","Outside London","255","[c]","37860","33270"
"Leaver Dept.","2022","Human Resources","Human Resources","Unknown","25","[c]","34250","31850"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","Outside London","55","[c]","27180","27570"
"Leaver Dept.","2022","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","London","70","[c]","48360","41170"
"Leaver Dept.","2022","Human Resources","Unknown","Outside London","55","[c]","30190","28330"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","15","[c]","35550","32000"
"Leaver Dept.","2022","Internal Audit","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","London","100","[c]","60320","61180"
"Leaver Dept.","2022","Legal","Legal","Outside London","15","[c]","56950","56400"
"Leaver Dept.","2022","Legal","Operational Delivery","London","25","[c]","26750","24590"
"Leaver Dept.","2022","Legal","Operational Delivery","Outside London","40","[c]","24640","24180"
"Leaver Dept.","2022","Legal","Other","London","40","[c]","29020","27350"
"Leaver Dept.","2022","Legal","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","Outside London","25","[c]","37760","33530"
"Leaver Dept.","2022","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","Outside London","15","[c]","33330","36500"
"Leaver Dept.","2022","No function","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","London","210","[c]","45680","47090"
"Leaver Dept.","2022","No function","Knowledge and Information Management","Outside London","45","[c]","40050","36330"
"Leaver Dept.","2022","No function","Medicine","London","165","[c]","94600","97550"
"Leaver Dept.","2022","No function","Medicine","Outside London","230","[c]","87480","95140"
"Leaver Dept.","2022","No function","Operational Delivery","London","2550","[c]","39950","34000"
"Leaver Dept.","2022","No function","Operational Delivery","Outside London","4825","[c]","30260","27570"
"Leaver Dept.","2022","No function","Operational Delivery","Unknown","125","[c]","26520","21840"
"Leaver Dept.","2022","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","London","110","[c]","37730","31060"
"Leaver Dept.","2022","No function","Other","Outside London","250","[c]","29070","27570"
"Leaver Dept.","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","Outside London","25","[c]","47610","52520"
