"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Operational Delivery","Outside London","40","[c]","33090","28440"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","Outside London","160","[c]","25790","23310"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","London","10","[c]","46420","45200"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Outside London","335","[c]","39090","38730"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Outside London","230","[c]","35870","33450"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Project Delivery","Outside London","20","[c]","41840","37170"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Property","Outside London","15","[c]","50880","53600"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Operational Delivery","Outside London","130","[c]","21540","22010"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","London","20","[c]","45510","46280"
"Leaver CS","2022","Property","HM Revenue and Customs","Property","Outside London","95","[c]","33850","27000"
"Leaver CS","2022","Property","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Property","Outside London","170","[c]","29850","28800"
"Leaver CS","2022","Property","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other","Outside London","20","[c]","27910","26900"
"Leaver CS","2022","Property","Scottish Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office","Unknown","Outside London","60","[c]","31400","30600"
"Leaver CS","2022","Security","Cabinet Office","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Levelling Up, Housing and Communities","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Transport","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office","Security","Outside London","15","[c]","34570","33390"
"Leaver CS","2022","Security","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","London","30","[c]","35200","36000"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","Outside London","30","[c]","34620","33300"
"Leaver CS","2022","Security","Ministry of Defence","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","Security","London","30","[c]","29600","25660"
"Leaver CS","2022","Security","Ministry of Defence","Security","Outside London","565","[c]","31380","26930"
"Leaver CS","2022","Security","Ministry of Defence","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","10","[c]","32500","24030"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","10","[c]","28160","24370"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Other","Outside London","25","[c]","27200","21270"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","London","15","[c]","52620","42410"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Policy","Outside London","10","[c]","36000","35310"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","London","145","[c]","31150","31060"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","Outside London","1115","[c]","25430","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","Unknown","20","[c]","31360","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","London","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","London","185","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","London","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Outside London","4070","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","London","20","[c]","40660","41970"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","London","75","[c]","54010","45790"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Outside London","45","[c]","48650","43710"
"Leaver CS","2022","Unknown","Home Office","Economics","London","15","[c]","31940","35050"
"Leaver CS","2022","Unknown","Home Office","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","London","25","[c]","44100","37510"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Outside London","15","[c]","38340","30820"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","London","25","[c]","30440","28810"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Outside London","45","[c]","26730","27370"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","London","360","[c]","33080","29080"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Outside London","1035","[c]","25770","24890"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","London","100","[c]","33380","28650"
"Leaver CS","2022","Unknown","Home Office","Other","Outside London","30","[c]","29840","25690"
"Leaver CS","2022","Unknown","Home Office","Other","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","London","110","[c]","48940","41970"
"Leaver CS","2022","Unknown","Home Office","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","London","45","[c]","51430","44500"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Outside London","20","[c]","39030","35740"
"Leaver CS","2022","Unknown","Home Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","London","15","[c]","37470","35050"
"Leaver CS","2022","Unknown","Home Office","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","London","10","[c]","40530","42870"
"Leaver CS","2022","Unknown","Home Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","London","10","[c]","26150","22460"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","London","15","[c]","50630","43700"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Outside London","140","[c]","33370","33300"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Outside London","245","[c]","41170","35300"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","London","55","[c]","32230","27200"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Outside London","1095","[c]","24770","21380"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Overseas","45","[c]","39740","40120"
"Leaver CS","2022","Unknown","Ministry of Defence","Other","Unknown","250","[c]","35580","32700"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","London","35","[c]","49880","44850"
"Leaver CS","2022","Unknown","Ministry of Defence","Policy","Outside London","20","[c]","30340","26670"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","London","10","[c]","50250","41420"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","Outside London","175","[c]","30950","26510"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","Outside London","770","[c]","38620","31950"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Unknown","Unknown","10","[c]","33040","28980"
"Leaver CS","2022","Unknown","Welsh Government","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Finance","Outside London","15","[c]","46570","30990"
"Leaver CS","2022","Unknown","Welsh Government","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Medicine","Outside London","10","[c]","55590","38030"
"Leaver CS","2022","Unknown","Welsh Government","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Operational Delivery","Outside London","80","[c]","37090","28850"
"Leaver CS","2022","Unknown","Welsh Government","Other","Outside London","25","[c]","39000","37410"
"Leaver CS","2022","Unknown","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Policy","Outside London","65","[c]","48390","38160"
"Leaver CS","2022","Unknown","Welsh Government","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","London","20","[c]","39610","31740"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","London","10","[c]","49490","47270"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","Policy","London","10","[c]","48280","45540"
"Leaver Dept.","2022","Analysis","Department for Education","Policy","Outside London","10","[c]","42660","41990"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","London","25","[c]","43210","34710"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","London","15","[c]","44840","42980"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Policy","London","10","[c]","41420","37380"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Statistics","London","[c]","[c]","[c]","[c]"
