"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","Female","90","[c]","39860","34580"
"Leaver CS","2022","National Crime Agency","Operational Delivery","Male","165","[c]","42110","40170"
"Leaver CS","2022","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","80","[c]","62030","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","35","[c]","71560","75500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","Female","65","[c]","34860","30950"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","Male","65","[c]","47220","38550"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Operational Delivery","Female","210","[c]","26630","23780"
"Leaver CS","2022","Scottish Government","Operational Delivery","Male","275","[c]","31200","31510"
"Leaver CS","2022","Scottish Government","Other","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other","Male","45","[c]","33790","26900"
"Leaver CS","2022","Scottish Government","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Psychology","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Female","350","[c]","38030","31540"
"Leaver CS","2022","Scottish Government","Unknown","Male","430","[c]","39180","32040"
"Leaver CS","2022","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Male","70","[c]","35790","33960"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Economics","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Economics","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","Female","160","[c]","23990","19860"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","Male","160","[c]","23810","20100"
"Leaver CS","2022","UK Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Statistics","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Statistics","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Economics","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Policy","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Finance","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Finance","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Operational Delivery","Female","40","[c]","34910","24630"
"Leaver CS","2022","Welsh Government","Operational Delivery","Male","40","[c]","39490","31210"
"Leaver CS","2022","Welsh Government","Other","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Policy","Female","35","[c]","43910","38160"
"Leaver CS","2022","Welsh Government","Policy","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
