"Status","Year","Age","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Outside London","AA/AO","AO","4230","[c]","22200","21260"
"New entrant CS","2022","30-39","Outside London","EO","EO","3210","[c]","26720","27130"
"New entrant CS","2022","30-39","Outside London","G6/G7","G6","110","[c]","67330","65280"
"New entrant CS","2022","30-39","Outside London","G6/G7","G7","780","[c]","52150","50000"
"New entrant CS","2022","30-39","Outside London","SCS level","SCS level","35","[c]","85090","84560"
"New entrant CS","2022","30-39","Outside London","SEO/HEO","HEO","1795","[c]","31930","31970"
"New entrant CS","2022","30-39","Outside London","SEO/HEO","SEO","1270","[c]","39410","39290"
"New entrant CS","2022","30-39","Outside London","Unknown","Unknown","1655","[c]","26720","24800"
"New entrant CS","2022","30-39","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","SEO/HEO","HEO","10","[c]","36870","36960"
"New entrant CS","2022","30-39","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA/AO","AO","25","[c]","21930","21260"
"New entrant CS","2022","30-39","Unknown","EO","EO","25","[c]","27830","27570"
"New entrant CS","2022","30-39","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","G6/G7","G7","15","[c]","54790","54700"
"New entrant CS","2022","30-39","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","HEO","25","[c]","32230","32000"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","Unknown","80","[c]","22670","16190"
"New entrant CS","2022","40-49","London","AA/AO","AA","30","[c]","23520","24080"
"New entrant CS","2022","40-49","London","AA/AO","AO","155","[c]","26150","25110"
"New entrant CS","2022","40-49","London","EO","EO","360","[c]","29490","30720"
"New entrant CS","2022","40-49","London","G6/G7","G6","120","[c]","69450","66330"
"New entrant CS","2022","40-49","London","G6/G7","G7","340","[c]","56040","54110"
"New entrant CS","2022","40-49","London","SCS level","SCS level","80","[c]","97140","93000"
"New entrant CS","2022","40-49","London","SEO/HEO","HEO","255","[c]","34460","34260"
"New entrant CS","2022","40-49","London","SEO/HEO","SEO","270","[c]","42110","41750"
"New entrant CS","2022","40-49","London","Unknown","Unknown","240","[c]","37310","36580"
"New entrant CS","2022","40-49","Outside London","AA/AO","AA","465","[c]","20860","20890"
"New entrant CS","2022","40-49","Outside London","AA/AO","AO","2465","[c]","22050","21260"
"New entrant CS","2022","40-49","Outside London","EO","EO","1950","[c]","26840","27230"
"New entrant CS","2022","40-49","Outside London","G6/G7","G6","210","[c]","67450","65280"
"New entrant CS","2022","40-49","Outside London","G6/G7","G7","735","[c]","53360","51380"
"New entrant CS","2022","40-49","Outside London","SCS level","SCS level","75","[c]","93420","81340"
"New entrant CS","2022","40-49","Outside London","SEO/HEO","HEO","1040","[c]","32090","31990"
"New entrant CS","2022","40-49","Outside London","SEO/HEO","SEO","900","[c]","40320","39660"
"New entrant CS","2022","40-49","Outside London","Unknown","Unknown","1600","[c]","30730","28200"
"New entrant CS","2022","40-49","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","SEO/HEO","HEO","10","[c]","37800","39030"
"New entrant CS","2022","40-49","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AA/AO","AO","20","[c]","21500","21300"
"New entrant CS","2022","40-49","Unknown","EO","EO","15","[c]","27370","27570"
"New entrant CS","2022","40-49","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G6/G7","G7","15","[c]","56640","52000"
"New entrant CS","2022","40-49","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Unknown","65","[c]","30190","27810"
"New entrant CS","2022","50-59","London","AA/AO","AA","30","[c]","23520","24080"
"New entrant CS","2022","50-59","London","AA/AO","AO","110","[c]","25480","24210"
"New entrant CS","2022","50-59","London","EO","EO","310","[c]","29920","30270"
"New entrant CS","2022","50-59","London","G6/G7","G6","70","[c]","71050","69290"
"New entrant CS","2022","50-59","London","G6/G7","G7","185","[c]","56910","55000"
"New entrant CS","2022","50-59","London","SCS level","SCS level","60","[c]","115630","109880"
"New entrant CS","2022","50-59","London","SEO/HEO","HEO","135","[c]","35110","35030"
"New entrant CS","2022","50-59","London","SEO/HEO","SEO","165","[c]","42880","41750"
"New entrant CS","2022","50-59","London","Unknown","Unknown","245","[c]","36640","33700"
"New entrant CS","2022","50-59","Outside London","AA/AO","AA","510","[c]","20720","20890"
"New entrant CS","2022","50-59","Outside London","AA/AO","AO","1985","[c]","21780","21260"
"New entrant CS","2022","50-59","Outside London","EO","EO","1660","[c]","27600","27570"
"New entrant CS","2022","50-59","Outside London","G6/G7","G6","140","[c]","67750","65280"
"New entrant CS","2022","50-59","Outside London","G6/G7","G7","470","[c]","54240","51840"
"New entrant CS","2022","50-59","Outside London","SCS level","SCS level","45","[c]","97420","88750"
"New entrant CS","2022","50-59","Outside London","SEO/HEO","HEO","635","[c]","32340","32000"
"New entrant CS","2022","50-59","Outside London","SEO/HEO","SEO","585","[c]","40620","40000"
"New entrant CS","2022","50-59","Outside London","Unknown","Unknown","1830","[c]","30200","28200"
"New entrant CS","2022","50-59","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA/AO","AO","10","[c]","21350","21260"
"New entrant CS","2022","50-59","Unknown","EO","EO","20","[c]","28770","28430"
"New entrant CS","2022","50-59","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Unknown","60","[c]","31670","28500"
"New entrant CS","2022","60-64","London","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","AA/AO","AO","15","[c]","24650","25110"
"New entrant CS","2022","60-64","London","EO","EO","45","[c]","29850","30750"
"New entrant CS","2022","60-64","London","G6/G7","G6","15","[c]","72380","71000"
"New entrant CS","2022","60-64","London","G6/G7","G7","20","[c]","56110","54700"
"New entrant CS","2022","60-64","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SEO/HEO","HEO","35","[c]","33680","34000"
"New entrant CS","2022","60-64","London","SEO/HEO","SEO","30","[c]","43550","42210"
"New entrant CS","2022","60-64","London","Unknown","Unknown","110","[c]","36910","35310"
"New entrant CS","2022","60-64","Outside London","AA/AO","AA","145","[c]","20360","20480"
"New entrant CS","2022","60-64","Outside London","AA/AO","AO","415","[c]","21400","21260"
"New entrant CS","2022","60-64","Outside London","EO","EO","245","[c]","27920","27570"
"New entrant CS","2022","60-64","Outside London","G6/G7","G6","15","[c]","68580","65290"
"New entrant CS","2022","60-64","Outside London","G6/G7","G7","65","[c]","54280","52080"
"New entrant CS","2022","60-64","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","SEO/HEO","HEO","90","[c]","32200","32410"
"New entrant CS","2022","60-64","Outside London","SEO/HEO","SEO","80","[c]","39740","39660"
"New entrant CS","2022","60-64","Outside London","Unknown","Unknown","650","[c]","29190","28200"
"New entrant CS","2022","60-64","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","Unknown","20","[c]","27040","22510"
"New entrant CS","2022","65+","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Unknown","Unknown","50","[c]","39180","36580"
"New entrant CS","2022","65+","Outside London","AA/AO","AA","25","[c]","20790","20480"
"New entrant CS","2022","65+","Outside London","AA/AO","AO","85","[c]","21490","21260"
"New entrant CS","2022","65+","Outside London","EO","EO","55","[c]","27370","26580"
"New entrant CS","2022","65+","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","G6/G7","G7","15","[c]","55800","55880"
"New entrant CS","2022","65+","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SEO/HEO","HEO","20","[c]","31490","32000"
"New entrant CS","2022","65+","Outside London","SEO/HEO","SEO","20","[c]","39500","39660"
"New entrant CS","2022","65+","Outside London","Unknown","Unknown","250","[c]","29890","28200"
"New entrant CS","2022","65+","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-15, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
