"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Hydrographic Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","Female","30","[c]","24540","19860"
"Leaver CS","2022","60-64","UK Statistics Authority","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Valuation Office Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Male","80","[c]","35730","33740"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Male","30","[c]","46450","46550"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Female","800","[c]","25590","26120"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Male","385","[c]","26060","26120"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Female","35","[c]","22490","21840"
"Leaver CS","2022","65+","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Male","85","[c]","28580","27680"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Female","150","[c]","22330","20970"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Male","95","[c]","22790","20400"
"Leaver CS","2022","65+","HM Land Registry","Female","40","[c]","33350","27130"
"Leaver CS","2022","65+","HM Land Registry","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Female","250","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Male","305","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Female","355","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Male","305","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Female","135","[c]","26310","25310"
"Leaver CS","2022","65+","Home Office","Male","125","[c]","29980","27370"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Female","180","[c]","25730","21830"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Male","430","[c]","31060","27320"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Public Guardian","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Female","45","[c]","43300","37300"
"Leaver CS","2022","65+","Public Health England","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Royal Fleet Auxiliary","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Rural Payments Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Rural Payments Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government (excl. agencies)","Male","35","[c]","45040","36130"
"Leaver CS","2022","65+","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Prison Service","Male","30","[c]","35220","35000"
"Leaver CS","2022","65+","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Male","50","[c]","24350","20350"
"Leaver CS","2022","65+","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Public Health England","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Female","510","[c]","34030","32000"
"Leaver Dept.","2022","20-29","Cabinet Office (excl. agencies)","Male","390","[c]","34160","32000"
"Leaver Dept.","2022","20-29","Charity Commission","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Companies House","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Office and Procurator Fiscal Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Female","30","[c]","24950","24180"
"Leaver Dept.","2022","20-29","Crown Prosecution Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Female","50","[c]","27050","27100"
"Leaver Dept.","2022","20-29","Defence Equipment and Support","Male","85","[c]","26360","27540"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Defence Science and Technology Laboratory","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","130","[c]","37620","33640"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","105","[c]","38970","38010"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Female","60","[c]","35660","34020"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","Male","40","[c]","38990","34020"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Female","95","[c]","35360","33190"
"Leaver Dept.","2022","20-29","Department for Education (excl. agencies)","Male","55","[c]","35820","32940"
"Leaver Dept.","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for International Trade","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for International Trade","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","75","[c]","34100","33210"
"Leaver Dept.","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","60","[c]","35430","33210"
"Leaver Dept.","2022","20-29","Department for Transport (excl. agencies)","Female","70","[c]","37040","34710"
"Leaver Dept.","2022","20-29","Department for Transport (excl. agencies)","Male","65","[c]","38610","35060"
"Leaver Dept.","2022","20-29","Department for Work and Pensions (excl. agencies)","Female","500","[c]","28020","27570"
"Leaver Dept.","2022","20-29","Department for Work and Pensions (excl. agencies)","Male","355","[c]","28320","27570"
"Leaver Dept.","2022","20-29","Department of Health and Social Care (excl. agencies)","Female","235","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department of Health and Social Care (excl. agencies)","Male","185","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Driver and Vehicle Licensing Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Driver and Vehicle Licensing Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Driver and Vehicle Standards Agency","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Driver and Vehicle Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Education and Skills Funding Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Education and Skills Funding Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Legal Department","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Legal Department","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Government Property Agency","Female","[c]","[c]","[c]","[c]"
