"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","Legal","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Outside London","Unknown","60","[c]","54410","55610"
"Leaver CS","2022","Legal","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","London","Heterosexual / straight","30","[c]","24920","23770"
"Leaver CS","2022","Legal","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Outside London","Heterosexual / straight","110","[c]","24620","22200"
"Leaver CS","2022","Legal","Operational Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Operational Delivery","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","London","Heterosexual / straight","30","[c]","28680","26950"
"Leaver CS","2022","Legal","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","Outside London","Heterosexual / straight","85","[c]","65120","75500"
"Leaver CS","2022","No function","Inspector of Education and Training","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","London","Heterosexual / straight","50","[c]","42330","38760"
"Leaver CS","2022","No function","Knowledge and Information Management","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","Outside London","Heterosexual / straight","180","[c]","32240","28870"
"Leaver CS","2022","No function","Knowledge and Information Management","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","Outside London","Undeclared","30","[c]","32820","31590"
"Leaver CS","2022","No function","Knowledge and Information Management","Outside London","Unknown","65","[c]","32760","29250"
"Leaver CS","2022","No function","Medicine","London","Heterosexual / straight","50","[c]","83170","89860"
"Leaver CS","2022","No function","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Outside London","Heterosexual / straight","45","[c]","94570","101430"
"Leaver CS","2022","No function","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","London","Heterosexual / straight","1900","[c]","35620","31060"
"Leaver CS","2022","No function","Operational Delivery","London","LGBO","175","[c]","33500","31060"
"Leaver CS","2022","No function","Operational Delivery","London","Undeclared","320","[c]","36020","31060"
"Leaver CS","2022","No function","Operational Delivery","London","Unknown","950","[c]","35770","30850"
"Leaver CS","2022","No function","Operational Delivery","Outside London","Heterosexual / straight","9860","[c]","26870","26780"
"Leaver CS","2022","No function","Operational Delivery","Outside London","LGBO","825","[c]","25840","25120"
"Leaver CS","2022","No function","Operational Delivery","Outside London","Undeclared","1065","[c]","27710","26470"
"Leaver CS","2022","No function","Operational Delivery","Outside London","Unknown","3680","[c]","26220","23390"
"Leaver CS","2022","No function","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Heterosexual / straight","225","[c]","23380","21840"
"Leaver CS","2022","No function","Operational Delivery","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Undeclared","90","[c]","21880","21590"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Unknown","180","[c]","21740","21590"
"Leaver CS","2022","No function","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","London","Heterosexual / straight","160","[c]","40210","31060"
"Leaver CS","2022","No function","Other","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","London","Unknown","75","[c]","48850","43160"
"Leaver CS","2022","No function","Other","Outside London","Heterosexual / straight","275","[c]","29170","27570"
"Leaver CS","2022","No function","Other","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Outside London","Unknown","110","[c]","28200","24050"
"Leaver CS","2022","No function","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","London","Heterosexual / straight","515","[c]","46960","44450"
"Leaver CS","2022","No function","Policy","London","LGBO","75","[c]","41760","34020"
"Leaver CS","2022","No function","Policy","London","Undeclared","160","[c]","46220","47800"
"Leaver CS","2022","No function","Policy","London","Unknown","135","[c]","43350","40050"
"Leaver CS","2022","No function","Policy","Outside London","Heterosexual / straight","185","[c]","43700","37100"
"Leaver CS","2022","No function","Policy","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Outside London","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Outside London","Unknown","60","[c]","40800","35730"
"Leaver CS","2022","No function","Policy","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Outside London","Heterosexual / straight","35","[c]","39450","35810"
"Leaver CS","2022","No function","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Outside London","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","London","Heterosexual / straight","180","[c]","41360","39690"
"Leaver CS","2022","No function","Science and Engineering","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Outside London","Heterosexual / straight","440","[c]","37900","36330"
"Leaver CS","2022","No function","Science and Engineering","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Outside London","Undeclared","60","[c]","37950","37360"
"Leaver CS","2022","No function","Science and Engineering","Outside London","Unknown","135","[c]","36520","34380"
"Leaver CS","2022","No function","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","London","Heterosexual / straight","240","[c]","48480","43360"
"Leaver CS","2022","No function","Unknown","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","London","Unknown","155","[c]","38000","33970"
"Leaver CS","2022","No function","Unknown","Outside London","Heterosexual / straight","385","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outside London","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outside London","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","Heterosexual / straight","45","[c]","34600","32580"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outside London","Heterosexual / straight","125","[c]","26280","24540"
"Leaver CS","2022","Project Delivery","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
